segmentnr	original	analyzed
MBTridasadaamaraapratyaHK-132	p. 4a) eṣa śabdātmakaṃ sohi akṣayaḥ parameśvaraḥ |	a eṣa śabda ātmakam saḥ hi akṣayaḥ parameśvaraḥ 
MBTridasadaamaraapratyaHK-133	sarvavyāpi prabhuḥ sohi yenāsau pajanakṣamaḥ ||	sarva vyāpi prabhuḥ saḥ hi yena asau 
MBTridasadaamaraapratyaHK-134	asyāpi īśvare jātaḥ śabdasparśaguṇānvitaḥ |	asya api īśvare jātaḥ śabda sparśa guṇa anvitaḥ 
MBTridasadaamaraapratyaHK-135	sopi kartā śivaḥ śāntā sarvakāryaguṇānvitaḥ ||	saḥ api kartā śivaḥ śāntā sarva kārya guṇa anvitaḥ 
MBTridasadaamaraapratyaHK-136	ahaṃ tatra samutpanne stritatvaparimaṇḍitaḥ |	aham tatra samutpanne strita tva parimaṇḍitaḥ 
MBTridasadaamaraapratyaHK-137	sṛṣṭisaṃhārakartā ca parecchā hi vyavasthitaḥ ||	sṛṣṭi saṃhāra kartā ca para icchā hi vyavasthitaḥ 
MBTridasadaamaraapratyaHK-138	mayāpinirmito viṣṇuścaturguṇasamanvitaḥ |	mayā apinirmitaḥ viṣṇuḥ caturguṇa samanvitaḥ 
MBTridasadaamaraapratyaHK-139	pālayan vai jagatsarvaṃ saṃsāre śaraṇātmake ||	pālayan vai jagat sarvam saṃsāre śaraṇa ātmake 
MBTridasadaamaraapratyaHK-140	tasyanābhigataṃ nālaṃ samutpaṃsukomalam |	tasya nābhi gatam nālam samutpaṃsu komalam 
MBTridasadaamaraapratyaHK-141	tatra brahmāsamutpannaḥ paṃcatatvaṃ kṛtātmakaḥ ||	tatra paṃcatatvam kṛtātmakaḥ 
MBTridasadaamaraapratyaHK-142	brahmaviṣṇurato yuddhaṃ saṃjātaḥ sṛṣṭikāraṇam |	brahma viṣṇu rataḥ yuddham saṃjātaḥ sṛṣṭi kāraṇam 
MBTridasadaamaraapratyaHK-143	ahaṃ kartābhavedbrahmā viṣṇuravepunastathā ||	aham kartā abhavet brahmā viṣṇuḥ avepunaḥ tathā 
MBTridasadaamaraapratyaHK-144	śiracchedakṛtastasya mayākruddhena pārvati |	śira cheda kṛtaḥ tasya mayā akruddhena pārvati 
MBTridasadaamaraapratyaHK-145	sopi kruddho mahādevi dṛṣṭvāviṣṇusamopari ||	saḥ api kruddhaḥ mahādevi dṛṣṭvā viṣṇu sama upari 
MBTridasadaamaraapratyaHK-146	mahākrodhānvito brahmā raktavarṇo vibhīṣaṇaḥ |	mahā krodha anvitaḥ brahmā rakta varṇaḥ vibhīṣaṇaḥ 
MBTridasadaamaraapratyaHK-147	tairevotyāditāḥ puṃsaḥ surūpāstatparākramāḥ ||	taiḥ eva utyāditāḥ puṃsaḥ surūpāḥ tad parākramāḥ 
MBTridasadaamaraapratyaHK-148	abhedyakavacāḥ sarva visvākṛtimahābalāḥ |	abhedya kavacāḥ 
MBTridasadaamaraapratyaHK-149	prāṇaṃ haṃsarathārūḍhā koṭikoṭyāyutāḥ priye ||	prāṇam haṃsa ratha ārūḍhā koṭi koṭyā ayutāḥ priye 
MBTridasadaamaraapratyaHK-150	prārthayanti mahāyuddhaṃ daṇḍaṃ saṃgṛhyaveṣṭitam |	prārthayanti mahā yuddham daṇḍam saṃgṛhya veṣṭitam 
MBTridasadaamaraapratyaHK-151	nirmitāstu tadāsarva satyaṃ suragaṇārcite ||	nirmitāḥ tu satyam sura gaṇa arcite 
MBTridasadaamaraapratyaHK-152	p. 4b) adhunā saṃpravakṣyāmi mālāmantraṃ yathārthataḥ |	adhunā saṃpravakṣyāmi mālāmantram yathārthāt 
MBTridasadaamaraapratyaHK-153	somārkānalasaṃhāra madhye vyomasamālikhet ||	soma arka anala saṃhāra madhye vyom samālikhet 
MBTridasadaamaraapratyaHK-154	tṛdhāmalāṃcchitaṃ kṛtvā viṃdvendusamayojhritam |	kṛtvā viṃdva indu samaya ujhritam 
MBTridasadaamaraapratyaHK-155	saṃhāravarṇāścaivādho raudrīdevīniyojayet ||	saṃhāra varṇāḥ ca eva adhas raudrī devī niyojayet 
MBTridasadaamaraapratyaHK-156	etat piṇḍākṣaraṃ caiva yoginī śrutimaṇḍalam |	etat piṇḍa akṣaram ca eva yoginī śruti maṇḍalam 
MBTridasadaamaraapratyaHK-157	puruṣe nādhikārosti satyaṃ satyaṃ gaṇāmbike ||	puruṣe na adhikāraḥ usti satyam satyam gaṇa ambike 
MBTridasadaamaraapratyaHK-158	eṣākuṇḍalinīkhyātā prāṇāpānapravāhinī |	eṣā akuṇḍalinī khyātā prāṇa apāna pravāhinī 
MBTridasadaamaraapratyaHK-159	anacchavadanāttasthā paṃcasthānavyavasthitā ||	paṃca sthāna vyavasthitā 
MBTridasadaamaraapratyaHK-160	natiṃ niyojayet paścāt mantrāṇāṃ dīpanāya ca |	natim niyojayet paścāt mantrāṇām dīpanāya ca 
MBTridasadaamaraapratyaHK-161	sarvasiddhaṃ tato yojya yoginībhyānatiṃ punaḥ ||	sarva siddham tatas yojya yoginībhyām ānatim punar 
MBTridasadaamaraapratyaHK-162	sarvasiddhipadaṃ paścātmātṛbhyaḥ padameva ca |	sarva siddhi padam paścāt mātṛbhyaḥ padam eva ca 
MBTridasadaamaraapratyaHK-163	namo nityoditānanda naṃditāyai padantathā ||	namaḥ nityodita ānanda naṃditāyai padam tathā 
MBTridasadaamaraapratyaHK-164	sakalakulacakreti nāyikāyaipadaṃ tathā |	sakala kula cakra iti tathā 
MBTridasadaamaraapratyaHK-165	bhagavatyai caṇḍapadaṃ kāpālinyai padantathā ||	bhagavatyai caṇḍa padam kāpālinyai padam tathā 
MBTridasadaamaraapratyaHK-166	tadyathā mātṛkhaṇḍaṃ tu mantrakhaṇḍamathocyate |	tat yathā mātṛkhaṇḍam tu mantrakhaṇḍam athā ucyate 
MBTridasadaamaraapratyaHK-167	ādyā vidyādyantayugaṃ māyāntena samanvitam ||	ādyā vidyā ādi anta yugam māyā antena samanvitam 
MBTridasadaamaraapratyaHK-168	biṃdvendu yojitaṃ kṛtvā prathamaṃ bījanāyakam |	biṃdva indu yojitam kṛtvā prathamam bījanāyakam 
MBTridasadaamaraapratyaHK-169	sarvādya vidyāsuśroṇi ūrddhādhogrāhayet tataḥ ||	sarvā adya vidyā suśroṇi ūrddha adhas grāhayet tatas 
MBTridasadaamaraapratyaHK-170	śivabījena sahitaṃ ekatra ca samuddharet |	śivabījena sahitam ekatra ca samuddharet 
MBTridasadaamaraapratyaHK-171	śūnyaṃ śūnyaṃ samāyuktamūrddhādhasyoparisthitam ||	śūnyam śūnyam samāyukta mūrddha adhasya upari sthitam 
MBTridasadaamaraapratyaHK-172	ādyāntāntatamuddhṛtya kuharaṃ mantakonvitaḥ |	ādya anta anta tam uddhṛtya kuharam 
MBTridasadaamaraapratyaHK-173	(p. 5a) amāniyojayedbhadre saptapātālabhedakam ||	amāni yojayet bhadre sapta pātālabhedakam 
MBTridasadaamaraapratyaHK-174	bhuvanādhipatiṃ gṛhyaṃ śūnyāyenasamanvitam |	bhuvana adhipatim gṛhyam śūnya ayena samanvitam 
