segmentnr	original	analyzed
SA_GE09_ram_07_u-24	7.001.012a rāmeṇa kuśalaṃ pṛṣṭāḥ saśiṣyāḥ sapurogamāḥ	rāmeṇa kuśalam pṛṣṭāḥ sa śiṣyāḥ sa purogamāḥ 
SA_GE09_ram_07_u-25	7.001.012c maharṣayo vedavido rāmaṃ vacanam abruvan	mahā ṛṣayaḥ veda vidaḥ rāmam vacanam abruvan 
SA_GE09_ram_07_u-26	7.001.013a kuśalaṃ no mahābāho sarvatra raghunandana	kuśalam naḥ mahā bāho sarvatra raghunandana 
SA_GE09_ram_07_u-27	7.001.013c tvāṃ tu diṣṭyā kuśalinaṃ paśyāmo hataśātravam	tvām tu diṣṭyā kuśalinam paśyāmaḥ hata śātravam 
SA_GE09_ram_07_u-28	7.001.014a na hi bhāraḥ sa te rāma rāvaṇo rākṣaseśvaraḥ	na hi bhāraḥ sa te rāma rāvaṇaḥ rākṣasa īśvaraḥ 
SA_GE09_ram_07_u-29	7.001.014c sadhanus tvaṃ hi lokāṃs trīn vijayethā na saṃśayaḥ	sa dhanuḥ tvam hi lokān trīn vijayethāḥ na saṃśayaḥ 
SA_GE09_ram_07_u-30	7.001.015a diṣṭyā tvayā hato rāma rāvaṇaḥ putrapautravān	diṣṭyā tvayā hataḥ rāma rāvaṇaḥ putra pautravān 
SA_GE09_ram_07_u-31	7.001.015c diṣṭyā vijayinaṃ tvādya paśyāmaḥ saha bhāryayā	diṣṭyā vijayinam tvā adya paśyāmaḥ saha bhāryayā 
SA_GE09_ram_07_u-32	7.001.016a diṣṭyā prahasto vikaṭo virūpākṣo mahodaraḥ	diṣṭyā prahastaḥ vikaṭaḥ virūpākṣaḥ mahodaraḥ 
SA_GE09_ram_07_u-33	7.001.016c akampanaś ca durdharṣo nihatās te niśācarāḥ	akampanaḥ ca durdharṣaḥ nihatāḥ te niśācarāḥ 
SA_GE09_ram_07_u-34	7.001.017a yasya pramāṇād vipulaṃ pramāṇaṃ neha vidyate	yasya pramāṇāt vipulam pramāṇam na iha vidyate 
SA_GE09_ram_07_u-35	7.001.017c diṣṭyā te samare rāma kumbhakarṇo nipātitaḥ	diṣṭyā te samare rāma kumbhakarṇaḥ nipātitaḥ 
SA_GE09_ram_07_u-36	7.001.018a diṣṭyā tvaṃ rākṣasendreṇa dvandvayuddham upāgataḥ	diṣṭyā tvam rākṣasa indreṇa dvandva yuddham upāgataḥ 
SA_GE09_ram_07_u-37	7.001.018c devatānām avadhyena vijayaṃ prāptavān asi	devatānām avadhyena vijayam prāptavān asi 
SA_GE09_ram_07_u-38	7.001.019a saṃkhye tasya na kiṃ cit tu rāvaṇasya parābhavaḥ	saṃkhye tasya na kim cit tu rāvaṇasya parābhavaḥ 
SA_GE09_ram_07_u-39	7.001.019c dvandvayuddham anuprāpto diṣṭyā te rāvaṇir hataḥ	dvandva yuddham anuprāptaḥ diṣṭyā te rāvaṇiḥ hataḥ 
SA_GE09_ram_07_u-40	7.001.020a diṣṭyā tasya mahābāho kālasyevābhidhāvataḥ	diṣṭyā tasya mahā bāho kālasya iva abhidhāvataḥ 
SA_GE09_ram_07_u-41	7.001.020c muktaḥ suraripor vīra prāptaś ca vijayas tvayā	muktaḥ suraripoḥ vīra prāptaḥ ca vijayaḥ tvayā 
SA_GE09_ram_07_u-42	7.001.021a vismayas tv eṣa naḥ saumya saṃśrutyendrajitaṃ hatam	vismayaḥ tu eṣa naḥ saumya saṃśrutya indrajitam hatam 
SA_GE09_ram_07_u-43	7.001.021c avadhyaḥ sarvabhūtānāṃ mahāmāyādharo yudhi	avadhyaḥ sarva bhūtānām mahā māyā dharaḥ yudhi 
SA_GE09_ram_07_u-44	7.001.022a dattvā puṇyām imāṃ vīra saumyām abhayadakṣiṇām	dattvā puṇyām imām vīra saumyām abhaya dakṣiṇām 
SA_GE09_ram_07_u-45	7.001.022c diṣṭyā vardhasi kākutstha jayenāmitrakarśana	diṣṭyā vardhasi kākutstha jayena amitra karśana 
SA_GE09_ram_07_u-46	7.001.023a śrutvā tu vacanaṃ teṣām ṛṣīṇāṃ bhāvitātmanām	śrutvā tu vacanam teṣām ṛṣīṇām bhāvitātmanām 
SA_GE09_ram_07_u-47	7.001.023c vismayaṃ paramaṃ gatvā rāmaḥ prāñjalir abravīt	vismayam paramam gatvā rāmaḥ prāñjaliḥ abravīt 
SA_GE09_ram_07_u-48	7.001.024a bhavantaḥ kumbhakarṇaṃ ca rāvaṇaṃ ca niśācaram	bhavantaḥ kumbhakarṇam ca rāvaṇam ca niśācaram 
SA_GE09_ram_07_u-49	7.001.024c atikramya mahāvīryau kiṃ praśaṃsatha rāvaṇim	atikramya mahā vīryau kim praśaṃsatha rāvaṇim 
SA_GE09_ram_07_u-50	7.001.025a mahodaraṃ prahastaṃ ca virūpākṣaṃ ca rākṣasaṃ	mahodaram prahastam ca virūpākṣam ca rākṣasam 
SA_GE09_ram_07_u-51	7.001.025c atikramya mahāvīryān kiṃ praśaṃsatha rāvaṇim	atikramya mahā vīryān kim praśaṃsatha rāvaṇim 
SA_GE09_ram_07_u-52	7.001.026a kīdṛśo vai prabhāvo 'sya kiṃ balaṃ kaḥ parākramaḥ	kīdṛśaḥ vai kim balam kaḥ parākramaḥ 
SA_GE09_ram_07_u-53	7.001.026c kena vā kāraṇenaiṣa rāvaṇād atiricyate	kena vā kāraṇena eṣa rāvaṇāt atiricyate 
SA_GE09_ram_07_u-54	7.001.027a śakyaṃ yadi mayā śrotuṃ na khalv ājñāpayāmi vaḥ	śakyam yadi mayā śrotum na khalu ājñāpayāmi vaḥ 
SA_GE09_ram_07_u-55	7.001.027c yadi guhyaṃ na ced vaktuṃ śrotum icchāmi kathyatām	yadi guhyam na ced vaktum śrotum icchāmi kathyatām 
SA_GE09_ram_07_u-56	7.001.027e kathaṃ śakro jitas tena kathaṃ labdhavaraś ca saḥ	katham śakraḥ jitaḥ tena katham labdha varaḥ ca saḥ 
SA_GE09_ram_07_u-57	7.002.001a tasya tadvacanaṃ śrutvā rāghavasya mahātmanaḥ	tasya tat vacanam śrutvā rāghavasya mahātmanaḥ 
SA_GE09_ram_07_u-58	7.002.001c kumbhayonir mahātejā vākyam etad uvāca ha	kumbhayoniḥ mahā tejāḥ vākyam etat uvāca ha 
SA_GE09_ram_07_u-59	7.002.002a śṛṇu rājan yathāvṛttaṃ yasya tejobalaṃ mahat	śṛṇu rājan yathāvṛttam yasya tejaḥ balam mahat 
SA_GE09_ram_07_u-60	7.002.002c jaghāna ca ripūn yuddhe yathāvadhyaś ca śatrubhiḥ	jaghāna ca ripūn yuddhe yathā a vadhyaḥ ca śatrubhiḥ 
SA_GE09_ram_07_u-61	7.002.003a ahaṃ te rāvaṇasyedaṃ kulaṃ janma ca rāghava	aham te rāvaṇasya idam kulam janma ca rāghava 
SA_GE09_ram_07_u-62	7.002.003c varapradānaṃ ca tathā tasmai dattaṃ bravīmi te	vara pradānam ca tathā tasmai dattam bravīmi te 
SA_GE09_ram_07_u-63	7.002.004a purā kṛtayuge rāma prajāpatisutaḥ prabhuḥ	purā kṛta yuge rāma prajāpati sutaḥ prabhuḥ 
SA_GE09_ram_07_u-64	7.002.004c pulastyo nāma brahmarṣiḥ sākṣād iva pitāmahaḥ	pulastyaḥ nāma brahmarṣiḥ sākṣāt iva pitāmahaḥ 
SA_GE09_ram_07_u-65	7.002.005a nānukīrtyā guṇās tasya dharmataḥ śīlatas tathā	na anukīrtyāḥ guṇāḥ tasya dharmataḥ śīlataḥ tathā 
SA_GE09_ram_07_u-66	7.002.005c prajāpateḥ putra iti vaktuṃ śakyaṃ hi nāmataḥ	prajāpateḥ putraḥ iti vaktum śakyam hi nāmataḥ 
SA_GE09_ram_07_u-67	7.002.006a sa tu dharmaprasaṅgena meroḥ pārśve mahāgireḥ	sa tu dharma prasaṅgena meroḥ pārśve mahā gireḥ 
SA_GE09_ram_07_u-68	7.002.006c tṛṇabindvāśramaṃ gatvā nyavasan munipuṃgavaḥ	tṛṇabindu āśramam gatvā nyavasat muni puṃgavaḥ 
SA_GE09_ram_07_u-69	7.002.007a tapas tepe sa dharmātmā svādhyāyaniyatendriyaḥ	tapaḥ tepe sa dharma ātmā svādhyāya niyata indriyaḥ 
SA_GE09_ram_07_u-70	7.002.007c gatvāśramapadaṃ tasya vighnaṃ kurvanti kanyakāḥ	gatvā āśrama padam tasya vighnam kurvanti kanyakāḥ 
SA_GE09_ram_07_u-71	7.002.008a devapannagakanyāś ca rājarṣitanayāś ca yāḥ	deva pannaga kanyāḥ ca rājarṣi tanayāḥ ca yāḥ 
SA_GE09_ram_07_u-72	7.002.008c krīḍantyo 'psarasaś caiva taṃ deśam upapedire	krīḍantyāḥ psarasaḥ ca eva tam deśam upapedire 
SA_GE09_ram_07_u-73	7.002.009a sarvartuṣūpabhogyatvād ramyatvāt kānanasya ca	sarva ṛtuṣu upabhogya tvāt ramya tvāt kānanasya ca 
SA_GE09_ram_07_u-74	7.002.009c nityaśas tās tu taṃ deśaṃ gatvā krīḍanti kanyakāḥ	nityaśas tāḥ tu tam deśam gatvā krīḍanti kanyakāḥ 
SA_GE09_ram_07_u-75	7.002.010a atha ruṣṭo mahātejā vyājahāra mahāmuniḥ	atha ruṣṭaḥ mahā tejāḥ vyājahāra mahā muniḥ 
SA_GE09_ram_07_u-76	7.002.010c yā me darśanam āgacchet sā garbhaṃ dhārayiṣyati	yā me darśanam āgacchet sā garbham dhārayiṣyati 
SA_GE09_ram_07_u-77	7.002.011a tās tu sarvāḥ pratigatāḥ śrutvā vākyaṃ mahātmanaḥ	tāḥ tu sarvāḥ pratigatāḥ śrutvā vākyam mahātmanaḥ 
SA_GE09_ram_07_u-78	7.002.011c brahmaśāpabhayād bhītās taṃ deśaṃ nopacakramuḥ	brahma śāpa bhayāt bhītāḥ tam deśam na upacakramuḥ 
SA_GE09_ram_07_u-79	7.002.012a tṛṇabindos tu rājarṣes tanayā na śṛṇoti tat	tṛṇabindoḥ tu rājarṣeḥ tanayā na śṛṇoti tat 
SA_GE09_ram_07_u-80	7.002.012c gatvāśramapadaṃ tasya vicacāra sunirbhayā	gatvā āśrama padam tasya vicacāra su nirbhayā 
SA_GE09_ram_07_u-81	7.002.013a tasminn eva tu kāle sa prājāpatyo mahān ṛṣiḥ	tasmin eva tu kāle sa prājāpatyaḥ mahān ṛṣiḥ 
SA_GE09_ram_07_u-82	7.002.013c svādhyāyam akarot tatra tapasā dyotitaprabhaḥ	svādhyāyam akarot tatra tapasā dyotita prabhaḥ 
SA_GE09_ram_07_u-83	7.002.014a sā tu vedadhvaniṃ śrutvā dṛṣṭvā caiva tapodhanam	sā tu veda dhvanim śrutvā dṛṣṭvā ca eva tapodhanam 
SA_GE09_ram_07_u-84	7.002.014c abhavat pāṇḍudehā sā suvyañjitaśarīrajā	abhavat pāṇḍu dehā sā su vyañjita śarīra jā 
SA_GE09_ram_07_u-85	7.002.015a dṛṣṭvā paramasaṃvignā sā tu tadrūpam ātmanaḥ	dṛṣṭvā parama saṃvignā sā tu tat rūpam ātmanaḥ 
SA_GE09_ram_07_u-86	7.002.015c idaṃ me kiṃ nv iti jñātvā pitur gatvāgrataḥ sthitā	idam me kim nu iti jñātvā pituḥ gatvā agratas sthitā 
SA_GE09_ram_07_u-87	7.002.016a tāṃ tu dṛṣṭvā tathā bhūtāṃ tṛṇabindur athābravīt	tām tu dṛṣṭvā tathā bhūtām tṛṇabinduḥ atha abravīt 
SA_GE09_ram_07_u-88	7.002.016c kiṃ tvam etat tv asadṛśaṃ dhārayasy ātmano vapuḥ	kim tvam etat tu a sadṛśam dhārayasi ātmanaḥ vapuḥ 
SA_GE09_ram_07_u-89	7.002.017a sā tu kṛtvāñjaliṃ dīnā kanyovāca tapodhanam	sā tu kṛtvā añjalim dīnā kanyā uvāca tapodhanam 
SA_GE09_ram_07_u-90	7.002.017c na jāne kāraṇaṃ tāta yena me rūpam īdṛśam	na jāne kāraṇam tāta yena me rūpam īdṛśam 
SA_GE09_ram_07_u-91	7.002.018a kiṃ tu pūrvaṃ gatāsmy ekā maharṣer bhāvitātmanaḥ	kim tu pūrvam gatā asmi ekā mahā ṛṣeḥ bhāvitātmanaḥ 
SA_GE09_ram_07_u-92	7.002.018c pulastyasyāśramaṃ divyam anveṣṭuṃ svasakhījanam	pulastyasya āśramam divyam anveṣṭum sva sakhī janam 
SA_GE09_ram_07_u-93	7.002.019a na ca paśyāmy ahaṃ tatra kāṃ cid apy āgatāṃ sakhīm	na ca paśyāmi aham tatra kām cit api āgatām sakhīm 
SA_GE09_ram_07_u-94	7.002.019c rūpasya tu viparyāsaṃ dṛṣṭvā cāham ihāgatā	rūpasya tu viparyāsam dṛṣṭvā ca aham iha āgatā 
SA_GE09_ram_07_u-95	7.002.020a tṛṇabindus tu rājarṣis tapasā dyotitaprabhaḥ	tṛṇabinduḥ tu rājarṣiḥ tapasā dyotita prabhaḥ 
SA_GE09_ram_07_u-96	7.002.020c dhyānaṃ viveśa tac cāpi apaśyad ṛṣikarmajam	dhyānam viveśa tat ca api apaśyat ṛṣi karma jam 
SA_GE09_ram_07_u-97	7.002.021a sa tu vijñāya taṃ śāpaṃ maharṣer bhāvitātmanaḥ	sa tu vijñāya tam śāpam mahā ṛṣeḥ bhāvitātmanaḥ 
SA_GE09_ram_07_u-98	7.002.021c gṛhītvā tanayāṃ gatvā pulastyam idam abravīt	gṛhītvā tanayām gatvā pulastyam idam abravīt 
SA_GE09_ram_07_u-99	7.002.022a bhagavaṃs tanayāṃ me tvaṃ guṇaiḥ svair eva bhūṣitām	bhagavan tanayām me tvam guṇaiḥ svaiḥ eva bhūṣitām 
SA_GE09_ram_07_u-100	7.002.022c bhikṣāṃ pratigṛhāṇemāṃ maharṣe svayam udyatām	bhikṣām pratigṛhāṇa imām mahā ṛṣe svayam udyatām 
SA_GE09_ram_07_u-101	7.002.023a tapaścaraṇayuktasya śrāmyamāṇendriyasya te	tapaḥ caraṇa yuktasya śrāmyamāṇa indriyasya te 
SA_GE09_ram_07_u-102	7.002.023c śuśrūṣātatparā nityaṃ bhaviṣyati na saṃśayaḥ	śuśrūṣā tatparā nityam bhaviṣyati na saṃśayaḥ 
SA_GE09_ram_07_u-103	7.002.024a taṃ bruvāṇaṃ tu tadvākyaṃ rājarṣiṃ dhārmikaṃ tadā	tam bruvāṇam tu tad vākyam rājarṣim dhārmikam tadā 
SA_GE09_ram_07_u-104	7.002.024c jighṛkṣur abravīt kanyāṃ bāḍham ity eva sa dvijaḥ	jighṛkṣuḥ abravīt kanyām bāḍham iti eva sa dvijaḥ 
SA_GE09_ram_07_u-105	7.002.025a dattvā tu sa gato rājā svam āśramapadaṃ tadā	dattvā tu sa gataḥ rājā svam āśrama padam tadā 
SA_GE09_ram_07_u-106	7.002.025c sāpi tatrāvasat kanyā toṣayantī patiṃ guṇaiḥ	sā api tatra avasat kanyā toṣayantī patim guṇaiḥ 
SA_GE09_ram_07_u-107	7.002.025e prītaḥ sa tu mahātejā vākyam etad uvāca ha	prītaḥ sa tu mahā tejāḥ vākyam etat uvāca ha 
SA_GE09_ram_07_u-108	7.002.026a parituṣṭo 'smi bhadraṃ te guṇānāṃ saṃpadā bhṛśam	parituṣṭaḥ smi bhadram te guṇānām saṃpadā bhṛśam 
SA_GE09_ram_07_u-109	7.002.026c tasmāt te viramāmy adya putram ātmasamaṃ guṇaiḥ	tasmāt te viramāmi adya putram ātma samam guṇaiḥ 
SA_GE09_ram_07_u-110	7.002.026e ubhayor vaṃśakartāraṃ paulastya iti viśrutam	ubhayoḥ vaṃśa kartāram paulastyaḥ iti viśrutam 
SA_GE09_ram_07_u-111	7.002.027a yasmāt tu viśruto vedas tvayehābhyasyato mama	yasmāt tu viśrutaḥ vedaḥ tvayā iha abhyasyataḥ mama 
SA_GE09_ram_07_u-112	7.002.027c tasmāt sa viśravā nāma bhaviṣyati na saṃśayaḥ	tasmāt sa viśravāḥ nāma bhaviṣyati na saṃśayaḥ 
SA_GE09_ram_07_u-113	7.002.028a evam uktā tu sā kanyā prahṛṣṭenāntarātmanā	evam uktā tu sā kanyā prahṛṣṭena antarātmanā 
SA_GE09_ram_07_u-114	7.002.028c acireṇaiva kālena sūtā viśravasaṃ sutam	acireṇa eva kālena sūtāḥ viśravasam sutam 
SA_GE09_ram_07_u-115	7.002.029a sa tu lokatraye khyātaḥ śaucadharmasamanvitaḥ	sa tu lokatraye khyātaḥ śauca dharma samanvitaḥ 
SA_GE09_ram_07_u-116	7.002.029c piteva tapasā yukto viśravā munipuṃgavaḥ	pitā iva tapasā yuktaḥ viśravāḥ muni puṃgavaḥ 
SA_GE09_ram_07_u-117	7.003.001a atha putraḥ pulastyasya viśravā munipuṃgavaḥ	atha putraḥ pulastyasya viśravāḥ muni puṃgavaḥ 
SA_GE09_ram_07_u-118	7.003.001c acireṇaiva kālena piteva tapasi sthitaḥ	acireṇa eva kālena pitā iva tapasi sthitaḥ 
SA_GE09_ram_07_u-119	7.003.002a satyavāñ śīlavān dakṣaḥ svādhyāyanirataḥ śuciḥ	satyavān śīlavān dakṣaḥ svādhyāya nirataḥ śuciḥ 
SA_GE09_ram_07_u-120	7.003.002c sarvabhogeṣv asaṃsakto nityaṃ dharmaparāyaṇaḥ	sarva bhogeṣu asaṃsaktaḥ nityam dharma parāyaṇaḥ 
SA_GE09_ram_07_u-121	7.003.003a jñātvā tasya tu tadvṛttaṃ bharadvājo mahān ṛṣiḥ	jñātvā tasya tu tat vṛttam bharadvājaḥ mahān ṛṣiḥ 
SA_GE09_ram_07_u-122	7.003.003c dadau viśravase bhāryāṃ svāṃ sutāṃ devavarṇinīm	dadau viśravase bhāryām svām sutām devavarṇinīm 
SA_GE09_ram_07_u-123	7.003.004a pratigṛhya tu dharmeṇa bharadvājasutāṃ tadā	pratigṛhya tu dharmeṇa bharadvāja sutām tadā 
SA_GE09_ram_07_u-124	7.003.004c mudā paramayā yukto viśravā munipuṃgavaḥ	mudā paramayā yuktaḥ viśravāḥ muni puṃgavaḥ 
SA_GE09_ram_07_u-125	7.003.005a sa tasyāṃ vīryasaṃpannam apatyaṃ paramādbhutam	sa tasyām vīrya saṃpannam apatyam parama adbhutam 
SA_GE09_ram_07_u-126	7.003.005c janayām āsa dharmātmā sarvair brahmaguṇair yutam	janayām āsa dharma ātmā sarvaiḥ brahma guṇaiḥ yutam 
SA_GE09_ram_07_u-127	7.003.006a tasmiñ jāte tu saṃhṛṣṭaḥ sa babhūva pitāmahaḥ	tasmin jāte tu saṃhṛṣṭaḥ sa babhūva pitāmahaḥ 
SA_GE09_ram_07_u-128	7.003.006c nāma cāsyākarot prītaḥ sārdhaṃ devarṣibhis tadā	nāma ca asya akarot prītaḥ sārdham devarṣibhiḥ tadā 
SA_GE09_ram_07_u-129	7.003.007a yasmād viśravaso 'patyaṃ sādṛśyād viśravā iva	yasmāt patyam sādṛśyāt viśravāḥ iva 
SA_GE09_ram_07_u-130	7.003.007c tasmād vaiśravaṇo nāma bhaviṣyaty eṣa viśrutaḥ	tasmāt vaiśravaṇaḥ nāma bhaviṣyati eṣa viśrutaḥ 
SA_GE09_ram_07_u-131	7.003.008a sa tu vaiśravaṇas tatra tapovanagatas tadā	sa tu vaiśravaṇaḥ tatra tapaḥ vana gataḥ tadā 
SA_GE09_ram_07_u-132	7.003.008c avardhata mahātejā hutāhutir ivānalaḥ	avardhata mahā tejāḥ huta āhutiḥ iva analaḥ 
SA_GE09_ram_07_u-133	7.003.009a tasyāśramapadasthasya buddhir jajñe mahātmanaḥ	tasya āśrama pada sthasya buddhiḥ jajñe mahātmanaḥ 
SA_GE09_ram_07_u-134	7.003.009c cariṣye niyato dharmaṃ dharmo hi paramā gatiḥ	cariṣye niyataḥ dharmam dharmaḥ hi paramā gatiḥ 
SA_GE09_ram_07_u-135	7.003.010a sa tu varṣasahasrāṇi tapas taptvā mahāvane	sa tu varṣa sahasrāṇi tapaḥ taptvā mahā vane 
SA_GE09_ram_07_u-136	7.003.010c pūrṇe varṣasahasre tu taṃ taṃ vidhim avartata	pūrṇe varṣa sahasre tu tam tam vidhim avartata 
SA_GE09_ram_07_u-137	7.003.011a jalāśī mārutāhāro nirāhāras tathaiva ca	jala āśī māruta āhāraḥ nirāhāraḥ tathā eva ca 
SA_GE09_ram_07_u-138	7.003.011c evaṃ varṣasahasrāṇi jagmus tāny eva varṣavat	evam varṣa sahasrāṇi jagmuḥ tāni eva varṣa vat 
SA_GE09_ram_07_u-139	7.003.012a atha prīto mahātejāḥ sendraiḥ suragaṇaiḥ saha	atha prītaḥ mahā tejāḥ sa indraiḥ sura gaṇaiḥ saha 
SA_GE09_ram_07_u-140	7.003.012c gatvā tasyāśramapadaṃ brahmedaṃ vākyam abravīt	gatvā tasya āśrama padam brahmā idam vākyam abravīt 
SA_GE09_ram_07_u-141	7.003.013a parituṣṭo 'smi te vatsa karmaṇānena suvrata	parituṣṭaḥ smi te vatsa karmaṇā anena suvrata 
SA_GE09_ram_07_u-142	7.003.013c varaṃ vṛṇīṣva bhadraṃ te varārhas tvaṃ hi me mataḥ	varam vṛṇīṣva bhadram te vara arhaḥ tvam hi me mataḥ 
SA_GE09_ram_07_u-143	7.003.014a athābravīd vaiśravaṇaḥ pitāmaham upasthitam	atha abravīt vaiśravaṇaḥ pitāmaham upasthitam 
SA_GE09_ram_07_u-144	7.003.014c bhagavaṃl lokapālatvam iccheyaṃ vittarakṣaṇam	bhagavan lokapāla tvam iccheyam vitta rakṣaṇam 
SA_GE09_ram_07_u-145	7.003.015a tato 'bravīd vaiśravaṇaṃ parituṣṭena cetasā	tatas bravīt vaiśravaṇam parituṣṭena cetasā 
SA_GE09_ram_07_u-146	7.003.015c brahmā suragaṇaiḥ sārdhaṃ bāḍham ity eva hṛṣṭavat	brahmā sura gaṇaiḥ sārdham bāḍham iti eva hṛṣṭa vat 
SA_GE09_ram_07_u-147	7.003.016a ahaṃ hi lokapālānāṃ caturthaṃ sraṣṭum udyataḥ	aham hi lokapālānām caturtham sraṣṭum udyataḥ 
SA_GE09_ram_07_u-148	7.003.016c yamendravaruṇānāṃ hi padaṃ yat tava cepsitam	yama indra varuṇānām hi padam yat tava ca īpsitam 
SA_GE09_ram_07_u-149	7.003.017a tatkṛtaṃ gaccha dharmajña dhaneśatvam avāpnuhi	tad kṛtam gaccha dharma jña dhaneśa tvam avāpnuhi 
SA_GE09_ram_07_u-150	7.003.017c yamendravaruṇānāṃ hi caturtho 'dya bhaviṣyasi	yama indra varuṇānām hi caturthaḥ dya bhaviṣyasi 
SA_GE09_ram_07_u-151	7.003.018a etac ca puṣpakaṃ nāma vimānaṃ sūryasaṃnibham	etat ca puṣpakam nāma vimānam sūrya saṃnibham 
SA_GE09_ram_07_u-152	7.003.018c pratigṛhṇīṣva yānārthaṃ tridaśaiḥ samatāṃ vraja	pratigṛhṇīṣva yāna artham tridaśaiḥ sama tām vraja 
SA_GE09_ram_07_u-153	7.003.019a svasti te 'stu gamiṣyāmaḥ sarva eva yathāgatam	svasti te stu gamiṣyāmaḥ sarve eva yathāgatam 
SA_GE09_ram_07_u-154	7.003.019c kṛtakṛtyā vayaṃ tāta dattvā tava mahāvaram	kṛtakṛtyāḥ vayam tāta dattvā tava mahā varam 
SA_GE09_ram_07_u-155	7.003.020a gateṣu brahmapūrveṣu deveṣv atha nabhastalam	gateṣu brahma pūrveṣu deveṣu atha nabhaḥ talam 
