segmentnr	original	analyzed
SA_GS40_salrasmu-32	antaḥsunīlo bahirujjvalo vā madhyāhṇasūryapratimaprakāśaḥ /	antar su nīlaḥ bahis ujjvalaḥ vā madhyāhṇa sūrya pratima prakāśaḥ 
SA_GS40_salrasmu-33	śasto'tha dhūmraḥ paripāṇḍuraśca citro na yojyo rasakarmasiddhaye // Rmañj_1.15 //	śastaḥ utha dhūmraḥ paripāṇḍuraḥ ca citraḥ na yojyaḥ rasakarma siddhaye 
SA_GS40_salrasmu-34	doṣamukto yadā sūtastadā mṛtyurujāpahaḥ /	doṣa muktaḥ yadā sūtaḥ tadā mṛtyu rujā apahaḥ 
SA_GS40_salrasmu-35	sākṣādamṛtam evaiṣa doṣayukto raso viṣam // Rmañj_1.16 //	sākṣāt amṛtam eva eṣa doṣa yuktaḥ rasaḥ viṣam 
SA_GS40_salrasmu-36	(pāradadoṣāḥ)	pārada doṣāḥ 
SA_GS40_salrasmu-37	nāgo vaṅgo'gnicāpalyam asahyatvaṃ viṣaṃ giriḥ /	nāgaḥ vaṅga ugni cāpalyam asahya tvam viṣam giriḥ 
SA_GS40_salrasmu-38	malā hyete ca vijñeyā doṣāḥ pāradasaṃsthitāḥ // Rmañj_1.17 //	malāḥ hi ete ca vijñeyāḥ doṣāḥ pārada saṃsthitāḥ 
SA_GS40_salrasmu-39	jāḍyaṃ kuṣṭhaṃ mahādāhaṃ vīryanāśaṃ ca mūrcchanām /	jāḍyam kuṣṭham mahā dāham vīrya nāśam ca mūrcchanām 
SA_GS40_salrasmu-40	mṛtyuṃ sphoṭaṃ rogapuñjaṃ kurvantyete kramānnṛṇām // Rmañj_1.18 //	mṛtyum sphoṭam roga puñjam kurvanti ete kramāt nṛṇām 
SA_GS40_salrasmu-41	(pāradaśodhana)	pārada śodhana 
SA_GS40_salrasmu-42	athātaḥ sampravakṣyāmi pāradasya ca śodhanam /	atha atas sampravakṣyāmi pāradasya ca śodhanam 
SA_GS40_salrasmu-43	raso grāhyaḥ sunakṣatre palānāṃ śatamātrakam // Rmañj_1.19 //	rasaḥ grāhyaḥ su nakṣatre palānām śata mātrakam 
SA_GS40_salrasmu-44	pañcāśat pañcaviṃśadvā daśa pañcaikameva vā /	pañcāśat pañcaviṃśat vā daśa pañca ekam eva vā 
SA_GS40_salrasmu-45	palād ūnaṃ na kartavyaṃ rasasaṃskāramuttamam // Rmañj_1.20 //	palāt ūnam na kartavyam rasa saṃskāram uttamam 
SA_GS40_salrasmu-46	(pāradaśodhana (1))	pārada śodhana 
SA_GS40_salrasmu-47	palatrayaṃ citrakasarṣapāṇāṃ kumārīkanyābṛhatīkaṣāyaiḥ /	pala trayam citraka sarṣapāṇām kumārī kanyā bṛhatī kaṣāyaiḥ 
SA_GS40_salrasmu-48	dinatrayaṃ marditasūtakastu vimucyate pañcamalādidoṣaiḥ // Rmañj_1.21 //	               
SA_GS40_salrasmu-49	(pāradaśodhana (2))	pārada śodhana 
SA_GS40_salrasmu-50	iṣṭikārajanīcūrṇaiḥ ṣoḍaśāṃśaṃ rasasya ca /	iṣṭikā rajanī cūrṇaiḥ ṣoḍaśa aṃśam rasasya ca 
SA_GS40_salrasmu-51	mardayettaṃ tathā khalve jambīrotthadravairdinam // Rmañj_1.22 //	mardayet tam tathā khalve jambīra uttha dravaiḥ dinam 
SA_GS40_salrasmu-52	(sāmānyadoṣaśodhanam)	         
SA_GS40_salrasmu-53	kāñjikaiḥ kṣālayetsūtaṃ nāgadoṣaṃ vimuñcati /	kāñjikaiḥ kṣālayet sūtam nāga doṣam vimuñcati 
SA_GS40_salrasmu-54	viśālāṅkolacūrṇena vaṅgadoṣaṃ vimuñcati // Rmañj_1.23 //	          vimuñcati 
SA_GS40_salrasmu-55	rājavṛkṣo malaṃ hanti pāvako hanti pāvakam /	rājavṛkṣaḥ malam hanti pāvakaḥ hanti pāvakam 
SA_GS40_salrasmu-56	cāpalyaṃ kṛṣṇadhattūras triphalā viṣanāśinī // Rmañj_1.24 //	           
SA_GS40_salrasmu-57	kaṭutrayaṃ giriṃ hanti asahyatvaṃ trikaṇṭakaḥ /	         
SA_GS40_salrasmu-58	pratidoṣaṃ palāṃśena tatra sūtaṃ sakāñjikam // Rmañj_1.25 //	             
SA_GS40_salrasmu-59	sarvadoṣavinirmuktaḥ saptakañcukavarjitaḥ /	sarva doṣa vinirmuktaḥ sapta kañcuka varjitaḥ 
SA_GS40_salrasmu-60	jāyate śuddhasūto'yaṃ yojayet sarvakarmasu // Rmañj_1.26 //	jāyate śuddha sūtaḥ yam yojayet sarva karmasu 
SA_GS40_salrasmu-61	(pāradaśodhanam (2))	        
SA_GS40_salrasmu-62	suvastragālitaṃ khalve sūtaṃ kṣiptvā vimardayet /	su vastra gālitam khalve sūtam kṣiptvā vimardayet 
SA_GS40_salrasmu-63	uddhṛtya cāranālena mṛdbhāṇḍe kṣālayet sudhīḥ // Rmañj_1.27 //	uddhṛtya ca āranālena mṛd bhāṇḍe kṣālayet sudhīḥ 
SA_GS40_salrasmu-64	rasasya daśamāṃśaṃ tu gandhaṃ dattvā vimardayet /	              
SA_GS40_salrasmu-65	jambīrotthadravair yāmaṃ pātyaṃ pātanayantrake // Rmañj_1.28 //	                  
SA_GS40_salrasmu-66	punar mardyaṃ punaḥ pātyaṃ saptavāraṃ viśuddhaye /	punar mardyam punar pātyam sapta vāram viśuddhaye 
SA_GS40_salrasmu-67	yuktaṃ sarvasya sūtasya taptakhalve vimardanam // Rmañj_1.29 //	yuktam sarvasya sūtasya taptakhalve vimardanam 
SA_GS40_salrasmu-68	(taptakhalva)	taptakhalva 
SA_GS40_salrasmu-69	ajāśakṛttuṣāgniṃ tu bhūgarbhe tritayaṃ kṣipet /	ajā śakṛt tuṣa agnim tu bhū garbhe tritayam kṣipet 
SA_GS40_salrasmu-70	tasyoparisthitaṃ khalvaṃ taptakhalvamidaṃ smṛtam // Rmañj_1.30 //	tasya upari sthitam khalvam taptakhalvam idam smṛtam 
SA_GS40_salrasmu-71	(pāradaśodhanam)	          
SA_GS40_salrasmu-72	kumāryāśca niśācūrṇair dinaṃ sūtaṃ vimardayet /	kumāryāḥ ca niśā cūrṇaiḥ dinam sūtam vimardayet 
SA_GS40_salrasmu-73	pātayetpātanāyantre samyak śuddho bhavedrasaḥ // Rmañj_1.31 //	pātayet pātanāyantre samyak śuddhaḥ bhavet rasaḥ 
SA_GS40_salrasmu-74	(pāradaśodhana)	pārada śodhana 
SA_GS40_salrasmu-75	śrīkhaṇḍadevadāruśca kākatuṇḍī jayādravaiḥ /	śrīkhaṇḍa devadāruḥ ca kākatuṇḍī jayā dravaiḥ 
SA_GS40_salrasmu-76	karkoṭīmusalīkanyādravaṃ dattvā vimardayet // Rmañj_1.32 //	             
SA_GS40_salrasmu-77	dinaikaṃ mardayetpaścācchuddhaṃ ca viniyojayet /	dina ekam mardayet paścāt śuddham ca viniyojayet 
SA_GS40_salrasmu-78	(pāradaśodhana)	pārada śodhana 
SA_GS40_salrasmu-79	athavā hiṅgulāt sūtaṃ grāhayet tannigadyate // Rmañj_1.33 //	athavā hiṅgulāt sūtam grāhayet tat nigadyate 
SA_GS40_salrasmu-80	jambīranimbunīreṇa marditaṃ hiṅgulaṃ dinam /	            
SA_GS40_salrasmu-81	ūrdhvapātanayantreṇa grāhyaḥ syānnirmalo rasaḥ // Rmañj_1.34 //	ūrdhvapātanayantreṇa grāhyaḥ syāt nirmalaḥ rasaḥ 
SA_GS40_salrasmu-82	kañcukairnāgavaṅgādyair nirmukto rasakarmaṇi /	kañcukaiḥ nāga vaṅga ādyaiḥ nirmuktaḥ rasakarmaṇi 
SA_GS40_salrasmu-83	vinā karmāṣṭakenaiva sūto'yaṃ sarvakarmakṛt // Rmañj_1.35 //	vinā karma aṣṭakena eva sūtaḥ yam sarva karma kṛt 
SA_GS40_salrasmu-84	sarvasiddhamatam etad īritaṃ sūtaśuddhikaram adbhutaṃ param /	sarva siddha matam etat īritam sūta śuddhi karam adbhutam param 
SA_GS40_salrasmu-85	alpakarmavidhibhūrisiddhidaṃ dehalohakaraṇe hi śasyate // Rmañj_1.36 //	alpa karma vidhi bhūri siddhi dam deha loha karaṇe hi śasyate 
SA_GS40_salrasmu-86	saṃskārahīnaṃ khalu sūtarājaṃ yaḥ sevate tasya karoti bādhām /	saṃskāra hīnam khalu sūtarājam yaḥ sevate tasya karoti bādhām 
SA_GS40_salrasmu-87	dehasya nāśaṃ vividhaṃ ca kuṣṭhaṃ kaṣṭaṃ ca rogāñjanayennarāṇām // Rmañj_1.37 //	dehasya nāśam vividham ca kuṣṭham kaṣṭam ca rogān janayet narāṇām 
SA_GS40_salrasmu-88	Rmañj, 2	rmañc 
SA_GS40_salrasmu-89	athātaḥ sampravakṣyāmi rasajāraṇamuttamam /	atha atas sampravakṣyāmi rasa jāraṇam uttamam 
SA_GS40_salrasmu-90	athājīrṇam abījaṃ ca sūtakaṃ yastu ghātayet // Rmañj_2.1 //	atha ajīrṇam abījam ca sūtakam yaḥ tu ghātayet 
SA_GS40_salrasmu-91	brahmahā sa durācārī mama drohī maheśvari /	brahma hā sa durācārī mama drohī maheśvari 
SA_GS40_salrasmu-92	tasmātsarvaprayatnena jāritaṃ mārayedrasam // Rmañj_2.2 //	tasmāt sarva prayatnena jāritam mārayet rasam 
SA_GS40_salrasmu-93	(pāradabalijāraṇaṃ)	         
SA_GS40_salrasmu-94	prakṣipya toyaṃ mṛtkuṇḍe tasyopari śarāvakam /	prakṣipya toyam mṛd kuṇḍe tasya upari śarāvakam 
SA_GS40_salrasmu-95	saṃcūrṇamekhalāyuktaṃ sthāpayettasya cāntare // Rmañj_2.3 //	saṃcūrṇa mekhalā yuktam sthāpayet tasya ca antare 
SA_GS40_salrasmu-96	rasaṃ kṣiptvā gandhakasya rajastasyopari kṣipet /	rasam kṣiptvā gandhakasya rajaḥ tasya upari kṣipet 
SA_GS40_salrasmu-97	samaṃ bhāgaṃ tato dadyāccharāveṇa pidhāpayet // Rmañj_2.4 //	samam bhāgam tatas dadyāt śarāveṇa pidhāpayet 
SA_GS40_salrasmu-98	laghvīyasīṃ bhasmamudrāṃ tataḥ kuryād bhiṣagvaraḥ /	bhasma mudrām tatas kuryāt bhiṣaj varaḥ 
SA_GS40_salrasmu-99	āraṇyopalakaiḥ samyak caturbhiḥ puṭamācaret // Rmañj_2.5 //	āraṇyopalakaiḥ samyak caturbhiḥ puṭam ācaret 
SA_GS40_salrasmu-100	evaṃ punaḥ punar gandhaṃ dattvā dattvā bhiṣagvaraḥ /	evam punar punar gandham dattvā dattvā bhiṣaj varaḥ 
SA_GS40_salrasmu-101	samyak kurvīta sūtasya devi ṣaḍguṇajāraṇam // Rmañj_2.6 //	samyak kurvīta sūtasya devi ṣaḍguṇa jāraṇam 
SA_GS40_salrasmu-102	(pāradasuvarṇajāraṇaṃ)	         
SA_GS40_salrasmu-103	rasaḥ syāt paṭuśigrututthaiḥ sarājikairvyoṣaṇakais trirātram /	rasaḥ syāt paṭu śigru tutthaiḥ sa rājikaiḥ vyoṣaṇakaiḥ tri rātram 
SA_GS40_salrasmu-104	piṣṭastataḥ svinnatanu suvarṇamukhyānayaṃ khādati sarvadhātūn // Rmañj_2.7 //	piṣṭaḥ tatas svinna tanu suvarṇa mukhyān ayam khādati sarva dhātūn 
SA_GS40_salrasmu-105	(pāradajāraṇa)	pārada jāraṇa 
SA_GS40_salrasmu-106	athavā biḍayogena śikhipittena lepitam /	athavā viḍa yogena śikhi pittena lepitam 
SA_GS40_salrasmu-107	caret suvarṇaṃ rasarāṭ taptakhalve yathāsukham // Rmañj_2.8 //	caret suvarṇam rasarāj taptakhalve yathāsukham 
SA_GS40_salrasmu-108	nirdagdhaśaṃkhacūrṇaṃ ca ravikṣīreṇa saṃplutam /	nirdagdha śaṃkha cūrṇam ca ravi kṣīreṇa saṃplutam 
SA_GS40_salrasmu-109	puṭitaṃ śataśo devi praśastaṃ jāraṇaṃ viduḥ // Rmañj_2.9 //	puṭitam śataśas devi praśastam jāraṇam viduḥ 
SA_GS40_salrasmu-110	svarṇābhrasarvalohāni yatheṣṭāni ca jārayet /	svarṇa abhra sarva lohāni yathā iṣṭāni ca jārayet 
SA_GS40_salrasmu-111	anekavidhinā sūtaṃ catuḥṣaṣṭyaṃśakādinā /	aneka vidhinā sūtam catuḥṣaṣṭi aṃśaka ādinā 
SA_GS40_salrasmu-112	dvātriṃśat ṣoḍaśāṃśena jārayet kanakaṃ budhaḥ // Rmañj_2.10 //	dvātriṃśat ṣoḍaśa aṃśena jārayet kanakam budhaḥ 
SA_GS40_salrasmu-113	(rasamāraṇaṃ)	rasa māraṇam 
SA_GS40_salrasmu-114	dvipalaṃ śuddhasūtaṃ ca sūtārdhaṃ śuddhagandhakam /	              
SA_GS40_salrasmu-115	kanyānīreṇa saṃmardya dinamekaṃ nirantaram // Rmañj_2.11 //	            
SA_GS40_salrasmu-116	ruddhvā tadbhūdhare yantre dinaikaṃ mārayet puṭān /	ruddhvā tat bhūdhare yantre dina ekam mārayet puṭān 
SA_GS40_salrasmu-117	(rasamāraṇa (2))	rasa māraṇa 
SA_GS40_salrasmu-118	bhujaṅgavallīnīreṇa marditaṃ pāradaṃ dṛḍham // Rmañj_2.12 //	           
SA_GS40_salrasmu-119	karkoṭīkandamṛnmūṣāsampuṭasthaṃ puṭe gaje /	                 
SA_GS40_salrasmu-120	bhasma tadyogavāhi syātsarvakarmasu yojayet // Rmañj_2.13 //	bhasma tat yogavāhi syāt sarva karmasu yojayet 
SA_GS40_salrasmu-121	(rasamāraṇa (3))	rasa māraṇa 
SA_GS40_salrasmu-122	śvetāṅkolajaṭāvāri mardyaḥ sūto dinatrayam /	            
SA_GS40_salrasmu-123	puṭitaścāndhamūṣāyāṃ sūto bhasmatvamāpnuyāt // Rmañj_2.14 //	puṭitaḥ ca andhamūṣāyām sūtaḥ bhasma tvam āpnuyāt 
SA_GS40_salrasmu-124	pratyahaṃ raktikāpañca bhakṣayenmadhu sarpiṣā /	pratyaham raktikā pañca bhakṣayet madhu sarpiṣā 
SA_GS40_salrasmu-125	ko vā tasya guṇān vaktuṃ bhuvi śaknoti mānavaḥ // Rmañj_2.15 //	kaḥ vā tasya guṇān vaktum bhuvi śaknoti mānavaḥ 
SA_GS40_salrasmu-126	(rasasindūranirmāṇa (1))	      
SA_GS40_salrasmu-127	palamatra rasaṃ śuddhaṃ tāvanmātraṃ sugandhakam /	palam atra rasam śuddham tāvat mātram su gandhakam 
SA_GS40_salrasmu-128	vidhivat kajjalīṃ kṛtvā nyagrodhāṅkuravāribhiḥ // Rmañj_2.16 //	vidhivat kajjalīm kṛtvā nyagrodha aṅkura vāribhiḥ 
SA_GS40_salrasmu-129	bhāvanātritayaṃ dattvā sthālīmadhye nidhāpayet /	bhāvanā tritayam dattvā sthālī madhye nidhāpayet 
SA_GS40_salrasmu-130	viracya kavacīyantraṃ vālukābhiḥ prapūrayet // Rmañj_2.17 //	viracya kavacīyantram vālukābhiḥ prapūrayet 
SA_GS40_salrasmu-131	jāyate rasasindūraṃ taruṇāruṇasannibham /	jāyate rasasindūram taruṇa aruṇa sannibham 
SA_GS40_salrasmu-132	anupānaviśeṣeṇa karoti vividhān guṇān // Rmañj_2.18 //	anupāna viśeṣeṇa karoti vividhān guṇān 
SA_GS40_salrasmu-133	(rasasindūra (2))	     
SA_GS40_salrasmu-134	gandhakena samaḥ sūto nirguṇḍīrasamarditaḥ /	              
SA_GS40_salrasmu-135	pācito vālukāyantre raktaṃ bhasma prajāyate // Rmañj_2.19 //	pācitaḥ vālukāyantre raktam bhasma prajāyate 
SA_GS40_salrasmu-136	(rasasindūra)	     
SA_GS40_salrasmu-137	sūtārddhaṃ gandhakaṃ śuddhaṃ mākṣikodbhūtasattvakam /	             
SA_GS40_salrasmu-138	gandhatulyaṃ vimardyātha dinaṃ nirguṇḍikādravaiḥ // Rmañj_2.20 //	              
SA_GS40_salrasmu-139	sthāpayedvālukāyantre kācakūpyāṃ vipācayet /	sthāpayet vālukāyantre kāca kūpyām vipācayet 
SA_GS40_salrasmu-140	andhamūṣāgataṃ vātha vālukāyantrake dinam // Rmañj_2.21 //	andhamūṣā gatam vā atha vālukāyantrake dinam 
SA_GS40_salrasmu-141	pakvaṃ saṃjāyate bhasma dāḍimīkusumopamam /	pakvam saṃjāyate bhasma dāḍimī kusuma upamam 
SA_GS40_salrasmu-142	(rasasindūra)	     
SA_GS40_salrasmu-143	pṛthak samaṃ samaṃ kṛtvā pāradaṃ gandhakaṃ tathā // Rmañj_2.22 //	pṛthak samam samam kṛtvā pāradam gandhakam tathā 
SA_GS40_salrasmu-144	navasāraṃ dhūmasāraṃ sphaṭikīṃ yāmamātrake /	             
SA_GS40_salrasmu-145	nimbunīreṇa saṃmardya kācakupyāṃ vipācayet // Rmañj_2.23 //	           
SA_GS40_salrasmu-146	mukhe pāṣāṇavaṭikāṃ dattvā mudrāṃ pralepayet /	mukhe pāṣāṇa vaṭikām dattvā mudrām pralepayet 
SA_GS40_salrasmu-147	saptabhir mṛttikāvastraiḥ pṛthak saṃśoṣya veṣṭayet // Rmañj_2.24 //	saptabhiḥ mṛttikāvastraiḥ pṛthak saṃśoṣya veṣṭayet 
SA_GS40_salrasmu-148	sacchidrāyāṃ mṛdaḥ sthālyāṃ kūpikāṃ saṃniveśayet /	sa chidrāyām mṛdaḥ sthālyām kūpikām saṃniveśayet 
SA_GS40_salrasmu-149	pūrayet sikatāpurair ā galaṃ matimān bhiṣak // Rmañj_2.25 //	pūrayet sikatā puraiḥ ā galam matimān bhiṣak 
SA_GS40_salrasmu-150	niveśya cullyāṃ dahanaṃ mandamadhyakharaṃ kramāt /	niveśya cullyām dahanam manda madhya kharam kramāt 
SA_GS40_salrasmu-151	prajvālya dvādaśaṃ yāmaṃ svāṅgaśītalam uddharet // Rmañj_2.26 //	prajvālya dvādaśam yāmam svāṅgaśītalam uddharet 
SA_GS40_salrasmu-152	sphoṭayitvā punaḥ sthālīmūrdhvagaṃ gandhakaṃ tyajet /	sphoṭayitvā punar sthālīm ūrdhva gam gandhakam tyajet 
SA_GS40_salrasmu-153	adhasthaṃ rasasindūraṃ sarvakarmasu yojayet // Rmañj_2.27 //	           
SA_GS40_salrasmu-154	(rasasindūra)	     
SA_GS40_salrasmu-155	gandhakaṃ dhūma [... au1 Zeichenjh] raṃ ca śuddhasūtaṃ samaṃ samam /	gandhakam ca śuddha sūtam samam samam 
SA_GS40_salrasmu-156	yāmaikaṃ mardayetkhalve kācakupyāṃ niveśayet // Rmañj_2.28 //	yāma ekam mardayet khalve kāca kūpyām niveśayet 
SA_GS40_salrasmu-157	ruddhvā dvādaśayāmaṃ tu vālukāyantragaṃ pacet /	ruddhvā dvādaśa yāmam tu vālukāyantra gam pacet 
SA_GS40_salrasmu-158	sphoṭayet svāṅgaśītaṃ tamūrdhvalagnaṃ tu taṃ tyajet /	sphoṭayet svāṅgaśītam tam ūrdhva lagnam tu tam tyajet 
SA_GS40_salrasmu-159	adhasthaṃ mṛtasūtaṃ ca sarvayogeṣu yojayet // Rmañj_2.29 //	adhastham mṛta sūtam ca sarva yogeṣu yojayet 
SA_GS40_salrasmu-160	(rasasindūra)	     
SA_GS40_salrasmu-161	bhāgau rasasya traya eva bhāgā gandhasya bhāgaṃ pavanāsanasya /	bhāgau rasasya trayaḥ eva bhāgāḥ gandhasya bhāgam pavanāsanasya 
SA_GS40_salrasmu-162	saṃmardya gāḍhaṃ sakalaṃ subhāṇḍe tāṃ kajjalīṃ kācakṛte vidadhyāt // Rmañj_2.30 //	saṃmardya gāḍham sakalam su bhāṇḍe tām kajjalīm kāca kṛte vidadhyāt 
SA_GS40_salrasmu-163	saṃveṣṭya mṛtkarpaṭakaiḥ svayaṃ tāṃ mukhe sucūrṇāṃ khaṭikāṃ ca kṛtvā /	saṃveṣṭya mṛtkarpaṭakaiḥ svayam tām mukhe su cūrṇām khaṭikām ca kṛtvā 
SA_GS40_salrasmu-164	kramāgninā trīṇi dināni paktvā tāṃ vālukāyantragatāṃ tataḥ syāt // Rmañj_2.31 //	                          
SA_GS40_salrasmu-165	bandhūkapuṣpāruṇam īśajasya bhasma prayojyaṃ sakalāmayeṣu /	bandhūka puṣpa aruṇam īśajasya bhasma prayojyam sakala āmayeṣu 
SA_GS40_salrasmu-166	nijānupānair maraṇaṃ jarāṃ ca nihanti vallakramasevanena // Rmañj_2.32 //	nija anupānaiḥ maraṇam jarām ca nihanti valla krama sevanena 
SA_GS40_salrasmu-167	(rasasindūra)	     
SA_GS40_salrasmu-168	pakvamūṣāgataṃ sūtaṃ gandhakaṃ cādharottaram /	pakvamūṣā gatam sūtam gandhakam ca adhara uttaram 
SA_GS40_salrasmu-169	tulyaṃ sucūrṇitaṃ kṛtvā kākamācīdravaṃ punaḥ // Rmañj_2.33 //	           
SA_GS40_salrasmu-170	dvābhyāṃ caturguṇaṃ deyaṃ dravaṃ mūṣāṃ nirudhya ca /	dvābhyām caturguṇam deyam dravam mūṣām nirudhya ca 
SA_GS40_salrasmu-171	pācayed vālukāyantre kramavṛddhāgninā dinam /	           
SA_GS40_salrasmu-172	āraktaṃ jāyate bhasma sarvayogeṣu yojayet // Rmañj_2.34 //	āraktam jāyate bhasma sarva yogeṣu yojayet 
SA_GS40_salrasmu-173	(rasasindūra)	     
SA_GS40_salrasmu-174	aśvagandhādivargeṇa rasaṃ svedyaṃ prayatnataḥ /	           
SA_GS40_salrasmu-175	rasatulyaṃ gandhakaṃ ca mardayet kuśalo bhiṣak // Rmañj_2.35 //	     ca      
SA_GS40_salrasmu-176	pācayedrasasindūraṃ jāyate'ruṇasannibham /	pācayet rasasindūram jāyate iruṇa sannibham 
