segmentnr	original	analyzed
SA_K01_vinv04_u-19	ākoṭya pṛṣṭavācikayā bhikṣūn samanuyujya sarvasaṃghe saṃniṣaṇṇe saṃnipatite pūrvaṃ	ākoṭya pṛṣṭa vācikayā bhikṣūn samanuyujya sarva saṃghe saṃniṣaṇṇe saṃnipatite pūrvam 
SA_K01_vinv04_u-20	tāvad utsāhayitavyaḥ.	tāvat utsāhayitavyaḥ 
SA_K01_vinv04_u-21	utsahase tvam evaṃnāmā saṃghasya vārṣikaṃ śayanāsanaṃ grāhayitum iti.	utsahase tvam evaṃnāmā saṃghasya vārṣikam śayanāsanam grāhayitum iti 
SA_K01_vinv04_u-22	tena vaktavyam. utsahe iti.	tena vaktavyam utsahe iti 
SA_K01_vinv04_u-23	Var-v § 1.2.4 tataḥ paścād ekena bhikṣuṇā jñaptiṃ kṛtvā karma kartavyaṃ.	tatas paścāt ekena bhikṣuṇā jñaptim kṛtvā karma kartavyam 
SA_K01_vinv04_u-24	śṛṇotu bhadantāḥ saṃghaḥ. ayam evaṃnāmā śayanāsanagrāhako bhikṣuḥ utsahate saṃghasya vārśikaṃ śayanāsanaṃ grāhayituṃ.	śṛṇotu bhadantāḥ saṃghaḥ ayam evaṃnāmā śayanāsana grāhakaḥ bhikṣuḥ utsahate saṃghasya vārśikam śayanāsanam grāhayitum 
SA_K01_vinv04_u-25	sacet saṃghasya prāptakālaṃ kṣametānujānīyāt saṃgho yat saṃgha evaṃnāmānaṃ śayanāsanagrāhako	saced saṃghasya prāpta kālam kṣameta anujānīyāt saṃghaḥ yat saṃghaḥ evaṃnāmānam śayana āsana grāhakaḥ 
SA_K01_vinv04_u-26	saṃmanyeta. evaṃnāmā śayanāsanagrāhako bhikṣuḥ saṃghasya vārṣikaṃ śayanāsanaṃ grāhayiṣyati. eṣā jñaptiḥ.	saṃmanyeta evaṃnāmā śayanāsana grāhakaḥ bhikṣuḥ saṃghasya vārṣikam śayanāsanam grāhayiṣyati eṣā jñaptiḥ 
SA_K01_vinv04_u-27	Var-v § 1.2.5 evaṃ ca karma kartavyaṃ.	evam ca karma kartavyam 
SA_K01_vinv04_u-28	śṛṇotu bhadantāḥ saṃghaḥ. evaṃnāmā śayanāsanagrāhako bhikṣur utsahate saṃghasya vārṣikaṃ	śṛṇotu bhadantāḥ saṃghaḥ evaṃnāmā śayanāsana grāhakaḥ bhikṣuḥ utsahate saṃghasya vārṣikam 
SA_K01_vinv04_u-29	śayanāsanaṃ grāhayituṃ. tat saṃgha evaṃnāmānaṃ śayanāsanagrāhakaṃ bhikṣuṃ saṃmanyeta.	śayanāsanam grāhayitum tat saṃghaḥ evaṃnāmānam śayanāsana grāhakam bhikṣum saṃmanyeta 
SA_K01_vinv04_u-30	ayam evaṃnāmā śayanāsanagrāhako bhikṣuḥ saṃghasya vārṣikaṃ śayanāsanaṃ grāhayiṣyati.	ayam evaṃnāmā śayanāsana grāhakaḥ bhikṣuḥ saṃghasya vārṣikam śayanāsanam grāhayiṣyati 
SA_K01_vinv04_u-31	yeṣām āyuṣmatāṃ kṣamate evaṃnāmānaṃ śayanāsanagrāhakaṃ bhikṣuṃ saṃmantuṃ,	yeṣām āyuṣmatām kṣamate evaṃnāmānam śayanāsana grāhakam bhikṣum saṃmantum 
SA_K01_vinv04_u-32	te tūṣṇīṃ. na kṣamate bhāṣantāṃ.	te tūṣṇīm na kṣamate bhāṣantām 
SA_K01_vinv04_u-33	saṃmataḥ saṃghena evaṃnāmā śayanāsanagrāhako bhikṣuḥ. saṃghasya vārṣikaṃ śayanāsanaṃ grāhayiṣyati. kṣāntam anujñātaṃ saṃghena,	saṃmataḥ saṃghena evaṃnāmā śayanāsana grāhakaḥ bhikṣuḥ saṃghasya vārṣikam śayanāsanam grāhayiṣyati kṣāntam anujñātam saṃghena 
SA_K01_vinv04_u-34	yasmāt tūṣṇīm,	yasmāt tūṣṇīm 
SA_K01_vinv04_u-35	evam etad dhārayāmi.	evam etat dhārayāmi 
SA_K01_vinv04_u-36	Var-v § 1.2.6 śayanāsanagrāhakasyāhaṃ bhikṣor āsamudācārikān dharmān prajñapayiṣyāmi.	śayana āsana grāhakasya aham bhikṣoḥ āsamudācārikān dharmān prajñapayiṣyāmi 
SA_K01_vinv04_u-37	Var-v § 1.2.6.1 -	varu  /
SA_K01_vinv04_u-38	Var-v § 1.2.6.2-	varu 
SA_K01_vinv04_u-39	Var-v § 1.2.6.3 (75r = GBM 732) tataḥ paścāt kriyākāra ārocayitavyaḥ. śṛṇotu	tatas  paścāt  kriyākāraḥ ārocay SNMGd śṛṇotu 
SA_K01_vinv04_u-40	bhadantāḥ saṃghaḥ. asminn āvase ayaṃ cāyaṃ kriyākāraḥ. yo yuṣmākam utsahate anena	bhadantāḥ saṃghaḥ asmin āvase ayam ca ayam kriyākāraḥ yaḥ yuṣmākam utsahate anena 
SA_K01_vinv04_u-41	cānena ca kriyākāreṇa varṣā upagantuṃ sa śalākāṃ gṛhṇātu. na ca vaḥ kenacid bhikṣuṇā	ca anena ca kriyākāreṇa varṣāḥ upagantum sa śalākām gṛhṇātu na ca vaḥ kenacid bhikṣuṇā 
SA_K01_vinv04_u-42	varṣe + + + + + + + + + + + + + + yo vaḥ kasyacit kiṃcij jānīte sa idānīṃ vadatu.	varṣe              yaḥ vaḥ kasyacid kiṃcid jānīte saḥ idānīm vadatu 
SA_K01_vinv04_u-43	mā paścād antavarṣe raṇam utpādayiṣyati. yo vo antavarṣe raṇam utpādayiṣyati tasya	mā paścāt anta varṣe raṇam utpādayiṣyati yaḥ vaḥ anta varṣe raṇam utpādayiṣyati tasya 
SA_K01_vinv04_u-44	saṃgha uttare upaparīkṣitavyaṃ maṃsyate.	saṃghaḥ uttare upaparīkṣitavyam maṃsyate 
SA_K01_vinv04_u-45	Var-v § 1.2.6.4 tataḥ paścāt* śayanāsanagrāhakeṇa bhikṣuṇā śalākāś cārayitavyāḥ.	tatas paścāt śayanāsana grāhakeṇa bhikṣuṇā śalākāḥ cārayitavyāḥ 
SA_K01_vinv04_u-46	+ + + śāstuḥ śalakā grāhayitavyāḥ. tataḥ paścāt saṃghasthavireṇārdham āsanaṃ muktvā	  śāstuḥ śalakāḥ grāhayitavyāḥ tatas paścāt saṃgha sthavireṇa ardham āsanam muktvā 
SA_K01_vinv04_u-47	śalākā gṛhya śanaiḥ sthāpayitavyāḥ. evaṃ yāvat saṃghanavakena. śrāmaṇerāṇām ācāryopapādhyāyaiḥ	śalākāḥ gṛhya śanais sthāpayitavyāḥ evam yāvat saṃgha navakena śrāmaṇerāṇām ācārya upapādhyāyaiḥ 
SA_K01_vinv04_u-48	śalākā grāhayitavyāḥ. tataḥ paścād gaṇayitavyaṃ. asminn āvāse iyadbhir bhikṣubhiḥ śalākā gṛhīteti.	śalākāḥ grāhayitavyāḥ tatas paścāt gaṇayitavyam asmin āvāse iyadbhiḥ bhikṣubhiḥ śalākā gṛhītā iti 
SA_K01_vinv04_u-49	Var-v § 1.2.6.5.a tataḥ paścāt* śayanāsanagrāhakena bhikṣuṇā tāḍakaṃ kuṃcikāṃ	tatas paścāt śayana āsana grāhakena bhikṣuṇā tāḍakam kuṃcikām 
SA_K01_vinv04_u-50	ca gṛhītvā saṃghasthavirasya purataḥ sthitvā vaktavyaṃ. sthavira amuko vihāraḥ salābhaḥ	ca gṛhītvā saṃgha sthavirasya puratas sthitvā vaktavyam sthavira amukaḥ vihāraḥ sa lābhaḥ 
SA_K01_vinv04_u-51	sacīvarikaḥ. gṛhāṇa. saced gṛhṇāti yat saṃghasthavirasya vihāraḥ sa dvitīyasthavirāya	sacīvarikaḥ gṛhāṇa saced gṛhṇāti yat saṃgha sthavirasya vihāraḥ sa dvitīya sthavirāya 
SA_K01_vinv04_u-52	dātavyaḥ. + + + + + + + + + + + + +	ro-0 
SA_K01_vinv04_u-53	Var-v § 1.2.6.5.b sacet saṃghasthaviro na gṛhṇāti dvitīyasthavirāya dātavyaḥ.	saced saṃgha sthaviraḥ na gṛhṇāti dvitīya sthavirāya dātavyaḥ 
SA_K01_vinv04_u-54	dvitīyasthaviro na gṛhṇāti tṛtīyasthavirāya dātavyaḥ. sacet tṛtīyasthavireṇa gṛhīto	dvitīya sthaviraḥ na gṛhṇāti tṛtīya sthavirāya dātavyaḥ saced tṛtīya sthavireṇa gṛhītaḥ 
SA_K01_vinv04_u-55	bhavati saṃghasthaviro yācate,	bhavati saṃgha sthaviraḥ yācate 
SA_K01_vinv04_u-56	prathamāyāṃ vāci na dātavyaḥ. dvitīyāyāṃ vāci na dātavyaḥ. tṛtīyāyāṃ dātavyaḥ. saṃghasthaviraś	prathamāyām vāci na dātavyaḥ dvitīyāyām vāci na dātavyaḥ tṛtīyāyām dātavyaḥ saṃgha sthaviraḥ 
SA_K01_vinv04_u-57	ca vinayātisāriṇīṃ duṣkṛtām āpattiṃ deśāpayitavyaḥ. evaṃ yāvat saṃghanavakena gṛhītaḥ,	ca vinaya atisāriṇīm duṣkṛtām āpattim deśāpayitavyaḥ evam yāvat saṃgha navakena gṛhītaḥ 
SA_K01_vinv04_u-58	sacet saṃghatṛtīyanavako yācate,	saced saṃgha tṛtīya navakaḥ yācate 
SA_K01_vinv04_u-59	prathamāyāṃ vāci na dātavyaḥ. dvitīyāyāṃ na dātavyaḥ. trtīyāyāṃ dātavyaḥ. saṃghatṛtīyanavakaś ca vinayātisāriṇīṃ duṣkṛtām āpattiṃ deśayitavyaḥ.	prathamāyām vāci na dātavyaḥ dvitīyāyām na dātavyaḥ trtīyāyām dātavyaḥ saṃgha tṛtīya navakaḥ ca vinaya atisāriṇīm duṣkṛtām āpattim deśayitavyaḥ 
SA_K01_vinv04_u-60	Var-v § 1.3.1 bhikṣavaḥ sarvān vihārān uddiśanti. āgantukā bhikṣavaḥ vihanyante. bhagavān āha. āgantukānāṃ bhikṣūṇām sārthāya anuddiṣṭaṃ vastuṃ	bhikṣavaḥ sarvān vihārān uddiśanti āgantukāḥ bhikṣavaḥ vihanyante bhagavān āha āgantukānām bhikṣūṇām sārthāya anuddiṣṭam vastum 
SA_K01_vinv04_u-61	Var-v § 1.3.2 bhikṣavaḥ dvārakoṣṭhake apy uddiśanti /	bhikṣavaḥ dvāra koṣṭhake api uddiśanti 
SA_K01_vinv04_u-62	bhagavān āha. dvārakoṣṭhake noddeṣṭavyam*.	bhagavān āha dvāra koṣṭhake na uddeṣṭavyam 
SA_K01_vinv04_u-63	bhikṣavaḥ prāsāde vastum uddiśanti. bhagavān āha /	bhikṣavaḥ prāsāde vastum uddiśanti bhagavān āha 
SA_K01_vinv04_u-64	prāsāde noddeṣṭavyam iti.	prāsāde na uddeṣṭavyam iti 
SA_K01_vinv04_u-65	Var-v § 1.4 nirāvāseṣu prāsādeṣu kākacaṭakapārāvatāḥ vāsaṃ kurvanti. bhagavān āha //	nirāvāseṣu prāsādeṣu kāka caṭaka pārāvatāḥ vāsam kurvanti bhagavān āha 
SA_K01_vinv04_u-66	peḍavāriko bhikṣur uddeṣṭavyaḥ. tena pratyavekṣitavyaḥ. saced aṇḍāny amuktāni bhavanti,	peḍavārikaḥ bhikṣuḥ uddeṣṭavyaḥ tena pratyavekṣitavyaḥ saced aṇḍāni amuktāni bhavanti 
SA_K01_vinv04_u-67	śātayitavyaḥ. āhosvin muktāni,	śātayitavyaḥ āhosvit muktāni 
SA_K01_vinv04_u-68	sthāpayitavyaḥ. tryaṃbukatrailāṭāḥ vāsaṃ kurvanti. bhagavān āha /	sthāpayitavyaḥ tryaṃbuka trailāṭāḥ vāsam kurvanti bhagavān āha 
SA_K01_vinv04_u-69	pratyavekṣitavyaṃ. aṇḍāny amuktāni bhavanti /	pratyavekṣitavyam aṇḍāni amuktāni bhavanti 
SA_K01_vinv04_u-70	śātayitavyaḥ. ahosvin muktāni,	śātayitavyaḥ ahosvit muktāni 
SA_K01_vinv04_u-71	sūtrakaṃ bandhitavyaṃ vṛddhiṃ na gamiṣyantīti /	sūtrakam bandhitavyam vṛddhim na gamiṣyanti iti 
SA_K01_vinv04_u-72	Var-v § 1.5 tataḥ paścāc chayanāsanaṃ dātavyaṃ /	tatas paścāt śayana āsanam dātavyam 
SA_K01_vinv04_u-73	yadi tāvad alpāni vastūni bhavanti,	yadi tāvat alpāni vastūni bhavanti 
SA_K01_vinv04_u-74	ekaikaṃ dātavyaṃ. āhosvin bahūni bhavanti,	ekaikam dātavyam āhosvit bahūni bhavanti 
SA_K01_vinv04_u-75	dvayaṃdvayaṃ trayaṃtrayaṃ vā dātavyam* /	dvayam dvayam trayam trayam vā dātavyam 
SA_K01_vinv04_u-76	aparāṇi mahānti vastūni bhavanti /	aparāṇi mahānti vastūni bhavanti 
SA_K01_vinv04_u-77	vṛddhavṛddhā bhikṣavaḥ klāmyante parikarmaṇā:	vṛddha vṛddhāḥ bhikṣavaḥ klāmyante parikarmaṇā 
SA_K01_vinv04_u-78	bhagavān āha /	bhagavān āha 
SA_K01_vinv04_u-79	tāni niśṛtānāṃ dātavyāni.	tāni niśṛtānām dātavyāni 
SA_K01_vinv04_u-80	Var-v § 1.6.1 tataḥ paścāc chayanāsanagrāhakena bhikṣuṇā kriyākāra ārocayitavyaḥ. na kenacid bhikṣuṇā sāṃghikaṃ śayanāsanaṃ vinā pratyāstaraṇena  #	tatas paścāt śayanāsana grāhakena bhikṣuṇā kriyākāraḥ ārocayitavyaḥ na kenacid bhikṣuṇā sāṃghikam śayanāsanam vinā pratyāstaraṇena  /
SA_K01_vinv04_u-81	paribhoktavyaṃ (75v = GBM 733)	paribhoktavya SNNe
SA_K01_vinv04_u-82	na kalpapratyāstaraṇena na plotikena ghanena vā ekapuṭena pailoṭikena vā dvipuṭena. yāvat sāṃghikaṃ śayanāsanaṃ aparibhogena paribhuṃjīta,	na kalpa pratyāstaraṇena na plotikena ghanena vā eka puṭena pailoṭikena vā dvi puṭena yāvat sāṃghikam śayanāsanam a paribhogena paribhuṃjīta 
SA_K01_vinv04_u-83	tasya saṃgha uttare upaparīkṣitavyaṃ maṃsyate.	tasya saṃghaḥ uttare upaparīkṣitavyam maṃsyate 
SA_K01_vinv04_u-84	Var-v § 1.6.2 śayanāsanagrāhakeṇa bhikṣuṇā anvardhamāsaṃ śayanāsanaṃ pratyavekṣitavyaṃ yadi tāvad vṛddhaṃ paśyaty aparibhogena śayanāsanaṃ	śayanāsana grāhakeṇa bhikṣuṇā anvardha māsam śayanāsanam pratyavekṣitavyam yadi tāvat vṛddham paśyati a paribhogena śayanāsanam 
SA_K01_vinv04_u-85	saṃghena ārocayitvā ākṣeptavyaṃ. āhosvin navakam ācāryopādhyāyānām ārocayitvā ākṣeptavyaṃ.	saṃghena ārocayitvā ākṣeptavyam āhosvit navakam ācārya upādhyāyānām ārocayitvā ākṣeptavyam 
SA_K01_vinv04_u-86	Var-v § 1.7.1 tataḥ paścāt sāmagryām ārocayitavyaṃ. amukena gocaragrāmeṇa śvaḥ saṃgho varṣā upagamiṣyatīti.	tatas paścāt sāmagryām ārocayitavyam amukena gocara grāmeṇa śvas saṃghaḥ varṣāḥ upagamiṣyati iti 
SA_K01_vinv04_u-87	Var-v § 1.7.2 tataḥ paścād bhikṣubhir āvāsaṃ gocaraṃ cāvalokayitvā channe praviśya varṣā upagantavyaṃ.	tatas paścāt bhikṣubhiḥ āvāsam gocaram ca avalokayitvā channe praviśya varṣāḥ upagantavyam 
SA_K01_vinv04_u-88	Var-v § 1.7.2.a katham āvāso 'valokayitavyaḥ. kiṃ nu bhaviṣyanti me 'smin sthāne	katham āvāsaḥ valokayitavyaḥ kim nu bhaviṣyanti me smin sthāne 
SA_K01_vinv04_u-89	vijñāḥ sabrahmacāriṇo ye 'nutpannaṃ duḥkhaṃ daurmanasyaṃ notpādayiṣyanti utpannaṃ	vijñāḥ sabrahmacāriṇaḥ ye na utpannam duḥkham daurmanasyam na utpādayiṣyanti utpannam 
SA_K01_vinv04_u-90	ca kṣipram eva prativinodayiṣyanti,	ca kṣipram eva prativinodayiṣyanti 
SA_K01_vinv04_u-91	ye cānutpannaṃ sukhaṃ saumanasyam utpādayiṣyanti utpannaṃ ca sādhu ca suṣṭhu cānurakṣitavyaṃ (MSV IV.136) maṃsyante /	ye ca anutpannam sukham saumanasyam utpādayiṣyanti utpannam ca sādhu ca suṣṭhu ca anurakṣitavyam msu maṃsyante 
SA_K01_vinv04_u-92	glānasya vā glānopasthāyakaḥ,	glānasya vā glāna upasthāyakaḥ 
SA_K01_vinv04_u-93	evam āvāso 'valokayitavyaḥ.	evam āvāsaḥ valokayitavyaḥ 
SA_K01_vinv04_u-94	Var-v § 1.7.2.b kathaṃ gocaro 'valokayitavyaḥ. kiṃ nu bhaviṣyanti me 'smiṃ grāmopavicāragrāme piṇḍakasya dātāro glānasya vā + + + bhaiṣajyasya  #	katham gocaraḥ valokayitavyaḥ kim nu bhaviṣyanti me grāma upavicāra grāme piṇḍakasya dātāraḥ glānasya vā bhaiṣajyasya 
SA_K01_vinv04_u-95	ca dātāra iti,	ca dātāraḥ iti 
SA_K01_vinv04_u-96	evaṃ gocaro 'valokayitavyaḥ.	evam gocaraḥ valokayitavyaḥ 
SA_K01_vinv04_u-97	Var-v § 1.7.3 tataḥ paścāc channe praviśya bhikṣor yathāvṛddhikayā sāmīcīṃ kṛtvā utkuṭukena sthitvā aṃjaliṃ pragṛhya idaṃ syād vacanīyaṃ.	tatas paścāt channe praviśya bhikṣoḥ yathā vṛddhikayā sāmīcīm kṛtvā utkuṭukena sthitvā aṃjalim pragṛhya idam syāt vacanīyam 
SA_K01_vinv04_u-98	samanvāhara āyuṣmaṃ. adya saṃghasya varṣopanyakāṣāḍhī + + + + + + + + + + so 'ham	samanvāhara āyuṣman adya saṃghasya           saḥ ham 
SA_K01_vinv04_u-99	evaṃnāmā asminn āvāse antaḥsīme pūrvikāṃ traimāsīṃ varṣā upagacchāmi amukena vaiyyāpṛtyakareṇa	evaṃnāmā asmin āvāse antaḥsīme pūrvikām traimāsīm varṣāḥ upagacchāmi amukena vaiyyāpṛtya kareṇa 
SA_K01_vinv04_u-100	amukena gocaragrāmeṇa yāvad evāsyāvāsasya khaṇḍaphuṭtapratisaṃskaraṇārthaṃ. iha me	amukena gocara grāmeṇa yāvat eva asya āvāsasya khaṇḍa phuṭta pratisaṃskaraṇa artham iha me 
SA_K01_vinv04_u-101	varṣā iha me varṣāvāsaḥ. evaṃ dvir api,	varṣāḥ iha me varṣā vāsaḥ evam dvis api 
SA_K01_vinv04_u-102	evaṃ trir api.	evam tris api 
SA_K01_vinv04_u-103	Var-v § 1.8 bhikṣavaḥ varṣā upagantavyā:	bhikṣavaḥ varṣā upagantavyā 
SA_K01_vinv04_u-104	na ca punar varṣoṣitena bhikṣuṇā bahiḥsīmāṃ gantavyaṃ //	na ca punar varṣa uṣitena bhikṣuṇā bahis sīmām gantavyam 
SA_K01_vinv04_u-105	saced gacchati na tatra vastavyaṃ.	saced gacchati na tatra vastavyam 
SA_K01_vinv04_u-106	Var-v § 1.8.1.a uktaṃ bhagavatā na bhikṣuṇā varṣoṣitena bahiḥsīmāṃ gantavyam*. saced gacchati na tatra vastavyam iti /	uktam bhagavatā na bhikṣuṇā varṣa uṣitena bahis sīmām gantavyam saced gacchati na tatra vastavyam iti 
SA_K01_vinv04_u-107	Var-v § 1.8.1.b hastibālagrāmake udayano nāma gṛhapatiḥ prativasati. tasya gṛhakaḍatraṃ	hastibālagrāmake udayanaḥ nāma gṛhapatiḥ prativasati tasya gṛha kaḍatram 
SA_K01_vinv04_u-108	pratyupasthitam ātmano veṣṭanaṃ. tena tatra prabhūto vastralābhaḥ āmiṣalābhaś ca	pratyupasthitam ātmanaḥ veṣṭanam tena tatra prabhūtaḥ vastra lābhaḥ āmiṣa lābhaḥ ca 
SA_K01_vinv04_u-109	samudānītaḥ. tena bhikṣūṇāṃ dūto 'nupreṣitaḥ. āgacchantv āryāḥ paribhokṣyante iti.	samudānītaḥ tena bhikṣūṇām dūtaḥ nupreṣitaḥ āgacchantu āryāḥ paribhokṣyante iti 
SA_K01_vinv04_u-110	bhikṣavaḥ pṛcchitum ārabdhāḥ. kiyad dūre hastibālagrāmakaḥ. sātirekais tribhir yojanaiḥ śakṣyāmo vayam adyaiva gatvā āgantuṃ na śakṣyāmaḥ.  #	bhikṣavaḥ pṛcchitum ārabdhāḥ kiyat dūre hasti bālagrāmakaḥ sa atirekaiḥ tribhiḥ yojanaiḥ śakṣyāmaḥ vayam adya eva gatvā āgantum na śakṣyāmaḥ  /
SA_K01_vinv04_u-111	te saṃlakṣayanti /	te saṃlakṣayanti 
SA_K01_vinv04_u-112	uktaṃ bhagavatā na bhikṣuṇā varṣopagatena bahiḥsīmāṃ gantavyaṃ. saced gacchati na tatra vastavyam iti. te na gatāḥ.	uktam bhagavatā na bhikṣuṇā varṣa upagatena bahis sīmām gantavyam saced gacchati na tatra vastavyam iti te na gatāḥ 
SA_K01_vinv04_u-113	tatra ye bhikṣavaḥ hastibālagrāmakasyopavicāre varṣopagatās teṣāṃ prabhūto vastralābha āmiṣalābhaś cānupradattaḥ.	tatra ye bhikṣavaḥ hasti bāla grāmakasya upavicāre varṣa upagatāḥ teṣām prabhūtaḥ vastra lābhaḥ āmiṣa lābhaḥ ca anupradattaḥ 
SA_K01_vinv04_u-114	Var-v § 1.8.1.c te trayāṇāṃ vārṣikāṇāṃ māsānām atyayāt kṛtacīvarā niṣṭhitacīvarāḥ	te trayāṇām vārṣikāṇām māsānām atyayāt kṛta cīvarāḥ niṣṭhita cīvarāḥ 
SA_K01_vinv04_u-115	samādāya pātracīvaraṃ yena śrāvastī tena cārikāṃ prakrāntāḥ. anupūrveṇa cārikāṃ carantaḥ	samādāya pātra cīvaram yena śrāvastī tena cārikām prakrāntāḥ anupūrveṇa cārikām carantaḥ 
SA_K01_vinv04_u-116	śrāvastīm anuprāptāḥ. te bhikṣubhir dūrata eva dṛṣṭvābhihitāḥ. (76r = GBM 734)	śrāvastīm anuprāp te bhikṣubhiḥ dūratas  eva dṛṣṭvā abhidhā 
SA_K01_vinv04_u-117	svāgataṃsvāgatam āyuṣmantaḥ. viśrāmitāḥ uktāḥ. kuto yūyam āyuṣmantaḥ etarhy āgacchata,	svāgatam svāgatam āyuṣmantaḥ viśrāmitāḥ uktāḥ kutas yūyam āyuṣmantaḥ etarhi āgacchata 
SA_K01_vinv04_u-118	kutra vā stha varṣā upagatā. hastibālagrāmakād vayam āyuṣmanta etarhy āgacchāma:	kutra vā stha varṣāḥ upagatāḥ hasti bālagrāmakāt vayam āyuṣmantaḥ etarhi āgacchāma 
SA_K01_vinv04_u-119	hastibālagrāmake vā sma varṣā upagatāḥ. kaccid yūyam āyuṣmantaḥ hastibālagrāmake sukhaṃ sparśaṃ varṣā uṣitāḥ,	hasti bālagrāmake vā sma varṣāḥ upagatāḥ kaccit yūyam āyuṣmantaḥ hasti bālagrāmake sukham sparśam varṣāḥ uṣitāḥ 
SA_K01_vinv04_u-120	na vā stha klāntāḥ piṇḍakena. tathyaṃ vayam āyuṣmantaḥ hastibālagrāmake sukhaṃ sparśaṃ varṣā upagatā,	na vā stha klāntāḥ piṇḍakena tathyam vayam āyuṣmantaḥ hasti bāla grāmake sukham sparśam varṣā upagatā 
SA_K01_vinv04_u-121	na vā sma klāntāḥ piṇḍakena.	na vā sma klāntāḥ piṇḍakena 
SA_K01_vinv04_u-122	yathākatham āyuṣmantaḥ hastibālagrāmake sukhaṃ sparśaṃ varṣā upagatāḥ,	yathā katham āyuṣmantaḥ hasti bāla grāmake sukham sparśam varṣāḥ upagatāḥ 
