segmentnr	original	analyzed
SA_GP12_nardp2_u-57	vasiṣṭa uvāca	vasiṣṭaḥ uvāca 
SA_GP12_nardp2_u-58	imamevārthamuddiśya naimiṣāraṇyavāsinaḥ /	imam eva artham uddiśya naimiṣa araṇya vāsinaḥ 
SA_GP12_nardp2_u-59	papracchurmunayaḥ sūtaṃ vyāsaśiṣyaṃ mahāmatim // NarP_2,2.1 //	papracchuḥ munayaḥ sūtam vyāsa śiṣyam mahāmatim 
SA_GP12_nardp2_u-60	sa tu pṛṣṭo mahābhāga ekādaśyāḥ suvistaram /	sa tu pṛṣṭaḥ mahābhāgaḥ ekādaśyāḥ su vistaram 
SA_GP12_nardp2_u-61	māhātmyaṃ kathayāmāsa upavāsavidhiṃ tathā // NarP_2,2.2 //	māhātmyam kathayāmāsa upavāsa vidhim tathā 
SA_GP12_nardp2_u-62	tadvākyaṃ sūtaputrasya śrutvā dvijavarottamāḥ /	tat vākyam sūtaputrasya śrutvā dvijavara uttamāḥ 
SA_GP12_nardp2_u-63	māhātmyaṃ cakriṇaścāpi sarvapāpaugha śāntidam // NarP_2,2.3 //	māhātmyam cakriṇaḥ ca api sarva pāpa ogha śānti dam 
SA_GP12_nardp2_u-64	punaḥ papracchuramalaṃ sūtaṃ paurāṇikaṃ nṛpa /	punar papracchuḥ amalam sūtam paurāṇikam nṛpa 
SA_GP12_nardp2_u-65	aṣṭādaśa purāṇāni bhavān jānāti mānada // NarP_2,2.4 //	aṣṭādaśa purāṇāni bhavān jānāti mānada 
SA_GP12_nardp2_u-66	kānīnasya prasādenaḥ mahābhāratamapyuta /	kānīnasya mahābhāratam api uta 
SA_GP12_nardp2_u-67	tannāsti yanna vetsi tvaṃ purāṇeṣu smṛtiṣvapi // NarP_2,2.5 //	tat nā asti yat na vetsi tvam purāṇeṣu smṛtiṣu api 
SA_GP12_nardp2_u-68	carite raghunāthasya śatakoṭipravistare /	carite raghunāthasya śata koṭi pravistare 
SA_GP12_nardp2_u-69	asmākaṃ saṃśayaḥ kaściddhṛdaye saṃpravartate // NarP_2,2.6 //	asmākam saṃśayaḥ kaścid hṛdaye saṃpravartate 
SA_GP12_nardp2_u-70	taṃ bhavānarhati cchettuṃ yāthārthyena suvistarāt /	tam bhavān arhati chettum yāthārthyena su vistarāt 
SA_GP12_nardp2_u-71	titheḥ prāntamupoṣyaṃ syādāhosvinmūlameva ca // NarP_2,2.7 //	titheḥ prāntam upoṣyam syāt āhosvit mūlam eva ca 
SA_GP12_nardp2_u-72	daive paitrye samākhyāhi nāvedyaṃ vidyate tavala /	daive paitrye samākhyāhi na āvedyam vidyate tavala 
SA_GP12_nardp2_u-73	sautiruvāca	sautiḥ uvāca 
SA_GP12_nardp2_u-74	titheḥ prāntaṃ surāṇāṃ hi upoṣyaṃ prītivarddhanam // NarP_2,2.8 //	titheḥ prāntam surāṇām hi upoṣyam prīti varddhanam 
SA_GP12_nardp2_u-75	mūlaṃ titheḥ pitṝṇāṃ tu kālajñaiḥ priyamīritam /	mūlam titheḥ pitṝṇām tu kāla jñaiḥ priyam īritam 
SA_GP12_nardp2_u-76	ataḥ prāntamupoṣyaṃ hi titherdaśaphalepsubhiḥ // NarP_2,2.9 //	atas prāntam upoṣyam hi titheḥ daśa phala īpsubhiḥ 
SA_GP12_nardp2_u-77	mūlaṃ hi pitṛtṛptyarthaṃ vijñeyaṃ dharmakāṅkṣibhiḥ /	mūlam hi pitṛ tṛpti artham vijñeyam dharma kāṅkṣibhiḥ 
SA_GP12_nardp2_u-78	pūrvaviddhā na kartavyā dvitīyā cāṣṭamī tathā // NarP_2,2.10 //	pūrva viddhā na kartavyā dvitīyā ca aṣṭamī tathā 
SA_GP12_nardp2_u-79	ṣaṣṭhī caikādaśī bhūpa dharmakāmārthalipsubhiḥ /	ṣaṣṭhī ca ekādaśī bhūpa dharma kāma artha lipsubhiḥ 
SA_GP12_nardp2_u-80	pūrvaviddhā dvijaśreṣṭhāḥ kartavyā saptamī sadā // NarP_2,2.11 //	pūrva viddhā dvijaśreṣṭhāḥ kartavyā saptamī sadā 
SA_GP12_nardp2_u-81	darśaśca paurṇamāsaśca pituḥ sāṃvatsaraṃ dinam /	darśaḥ ca paurṇamāsaḥ ca pituḥ sāṃvatsaram dinam 
SA_GP12_nardp2_u-82	pūrvaviddhānimāṃstyaktvā narakaṃ pratipadyate // NarP_2,2.12 //	pūrva viddhān imān tyaktvā narakam pratipadyate 
SA_GP12_nardp2_u-83	hāniṃ ca saṃtaterbhūpadaurbhāgyaṃ samavāpnuyāt /	hānim ca saṃtateḥ bhūpa daurbhāgyam samavāpnuyāt 
SA_GP12_nardp2_u-84	etacchrutaṃ mayā viprāḥ kṛṣṇadvaipāyanātpurā // NarP_2,2.13 //	etat śrutam mayā viprāḥ kṛṣṇadvaipāyanāt purā 
SA_GP12_nardp2_u-85	ādityodayavelāyāṃ yāstokāpi tithirbhavet /	āditya udaya velāyām yā stokā api tithiḥ bhavet 
SA_GP12_nardp2_u-86	pūrvaviddhā tu mantavyā prabhūtā nodayaṃ vinā // NarP_2,2.14 //	pūrva viddhā tu mantavyā prabhūtā na udayam vinā 
SA_GP12_nardp2_u-87	pāraṇe maraṇe nṝṇāṃ tithistātkālikī smṛtā /	pāraṇe maraṇe nṝṇām tithiḥ tātkālikī smṛtā 
SA_GP12_nardp2_u-88	pitrye 'stamanavelāyāṃ sparśe pūrṇā nigadyate // NarP_2,2.15 //	pitrye stamana velāyām sparśe pūrṇā nigadyate 
SA_GP12_nardp2_u-89	na tatrodayinī grāhyā daivasyodayikī tithiḥ /	na tatra udayinī grāhyā daivasya udayikī tithiḥ 
SA_GP12_nardp2_u-90	pratyahaṃ śodhayetprājñastithiṃ daivajñacintakāt // NarP_2,2.16 //	pratyaham śodhayet prājñaḥ tithim daivajña cintakāt 
SA_GP12_nardp2_u-91	tithipramāṇaṃ viprendrāḥ kṣapākaradivākarau /	tithi pramāṇam vipra indrāḥ kṣapākara divākarau 
SA_GP12_nardp2_u-92	candrārkacāravijñānātkālaṃ kālavido viduḥ // NarP_2,2.17 //	candra arka cāra vijñānāt kālam kāla vidaḥ viduḥ 
SA_GP12_nardp2_u-93	pūrvāyāḥ saṃgadoṣeṇa na yogyāstāḥ prapūjane /	pūrvāyāḥ saṃga doṣeṇa na yogyāḥ tāḥ prapūjane 
SA_GP12_nardp2_u-94	varjayanti narāstajjñā yāmāṃśca caturo dvijāḥ // NarP_2,2.18 //	varjayanti narāḥ tad jñāḥ yāmān ca caturaḥ dvijāḥ 
SA_GP12_nardp2_u-95	ata ūrddhvaṃ pravakṣyāmi snānapūjāvidhikramam /	atas ūrddhvam pravakṣyāmi snāna pūjā vidhi kramam 
SA_GP12_nardp2_u-96	na divā śuddhimāpnoti tadā rātrau vidhīyate // NarP_2,2.19 //	na divā śuddhim āpnoti tadā rātrau vidhīyate 
SA_GP12_nardp2_u-97	dinakāryamaśeṣaṃ hi kartavyaṃ śarvarīmukhe /	dina kāryam aśeṣam hi kartavyam śarvarī mukhe 
SA_GP12_nardp2_u-98	vidhireṣa mayā khyāto narāṇāmupavāsinām // NarP_2,2.20 //	vidhiḥ eṣa mayā khyātaḥ narāṇām upavāsinām 
SA_GP12_nardp2_u-99	alpāyāmatha viprendrā dvādaśyāmaruṇodaye /	alpāyām atha vipra indrāḥ dvādaśyām aruṇa udaye 
SA_GP12_nardp2_u-100	snānārcanakriyā kāryyā dānahomādisaṃyutā // NarP_2,2.21 //	snāna arcana kriyā kāryyā dāna homa ādi saṃyutā 
SA_GP12_nardp2_u-101	trayodaśyāṃ pāraṇe pṛthivīphalam /	trayodaśyām pāraṇe pṛthivī phalam 
SA_GP12_nardp2_u-102	śatayajñādhikaṃ vāpi naraḥ prāpnotyasaṃśayam // NarP_2,2.22 //	śata yajña adhikam vā api naraḥ prāpnoti asaṃśayam 
SA_GP12_nardp2_u-103	etasmātkāraṇādviprāḥ pratyūṣe snānamācaret /	etasmāt kāraṇāt viprāḥ pratyūṣe snānam ācaret 
SA_GP12_nardp2_u-104	pitṛtarpaṇasaṃyuktaṃ na dṛṣṭvā dvādaśīdinam // NarP_2,2.23 //	pitṛ tarpaṇa saṃyuktam na dṛṣṭvā dvādaśī dinam 
SA_GP12_nardp2_u-105	mahāhānikarā hyeṣā dvādaśī laṅghitā nṛbhiḥ /	mahā hāni karā hi eṣā dvādaśī laṅghitā nṛbhiḥ 
SA_GP12_nardp2_u-106	karoti dharmaharaṇamasnāteva sarasvatī // NarP_2,2.24 //	karoti dharma haraṇam a snātā iva sarasvatī 
SA_GP12_nardp2_u-107	kṣaye vāpyathavā vṛddhau saṃprāpte vā dinodaye /	kṣaye vā api athavā vṛddhau saṃprāpte vā dina udaye 
SA_GP12_nardp2_u-108	upoṣyā dvādaśī puṇyā pūrvaviddhāṃ vivarjayet // NarP_2,2.25 //	upoṣyā dvādaśī puṇyā pūrva viddhām vivarjayet 
SA_GP12_nardp2_u-109	brāhmaṇa uvāca	brāhmaṇaḥ uvāca 
SA_GP12_nardp2_u-110	yadā ca prāpyate sūta dvādaśyāṃ pūrvasaṃbhavā /	yadā ca prāpyate sūta dvādaśyām pūrva saṃbhavā 
SA_GP12_nardp2_u-111	tadopavāso hi kathaṃ kartavyo mānavairvada // NarP_2,2.26 //	tadā upavāsaḥ hi katham kartavyaḥ mānavaiḥ vada 
SA_GP12_nardp2_u-112	upavāsadinaṃ viddhaṃ yadā bhavati pūrvayā /	upavāsa dinam viddham yadā bhavati pūrvayā 
SA_GP12_nardp2_u-113	dvitīye 'hni yadā na syātsvalpāpyekādaśī tithiḥ // NarP_2,2.27 //	dvitīye hni yadā na syāt su alpā api ekādaśī tithiḥ 
SA_GP12_nardp2_u-114	tatropavāso vihitaḥ kathaṃ tadvada sūtaja /	tatra upavāsaḥ vihitaḥ katham tat vada sūtaja 
SA_GP12_nardp2_u-115	sautiruvāca	sautiḥ uvāca 
SA_GP12_nardp2_u-116	yadā na prāpyate viprā dvādaśyāṃ pūrvasambhavam // NarP_2,2.28 //	yadā na prāpyate viprāḥ dvādaśyām pūrva sambhavam 
SA_GP12_nardp2_u-117	ravicandrārkajāhaṃ tu tadopoṣyaṃ paraṃ dinam /	ravi candra arka jā aham tu tadā upoṣyam param dinam 
SA_GP12_nardp2_u-118	bahvā gamavirodheṣu brāhmaṇeṣu vivādiṣu // NarP_2,2.29 //	bahvā gama virodheṣu brāhmaṇeṣu vivādiṣu 
SA_GP12_nardp2_u-119	upoṣyā dvādaśī puṇyā trayodaśyāṃ tu pāraṇam /	upoṣyā dvādaśī puṇyā trayodaśyām tu pāraṇam 
SA_GP12_nardp2_u-120	ekādaśyāṃ tu viddhāyāṃ saṃprāpte śravaṇe tathā // NarP_2,2.30 //	ekādaśyām tu viddhāyām saṃprāpte śravaṇe tathā 
SA_GP12_nardp2_u-121	upoṣyā dvādaśī puṇyā pakṣayorubhayorapi /	upoṣyā dvādaśī puṇyā pakṣayoḥ ubhayoḥ api 
SA_GP12_nardp2_u-122	eṣa vo nirṇayaḥ prokto mayā śāstravinirṇayāt // NarP_2,2.31 //	eṣa vaḥ nirṇayaḥ proktaḥ mayā śāstra vinirṇayāt 
SA_GP12_nardp2_u-123	kimanyacchrotukāmā hi tadbhavanto bruvantu me /	kim anyat śrotu kāmāḥ hi tat bhavantaḥ bruvantu me 
SA_GP12_nardp2_u-124	ṛṣaya ūcuḥ	ṛṣayaḥ ūcuḥ 
SA_GP12_nardp2_u-125	yugādīnāṃ vadavidhiṃ saute samyagyathātatham // NarP_2,2.32 //	yuga ādīnām vada vidhim saute samyak yathātatham 
SA_GP12_nardp2_u-126	ravisaṃkrātikādīnāṃ nāvedyaṃ vidyate tava /	ravi saṃkrātikā ādīnām na a vedyam vidyate tava 
SA_GP12_nardp2_u-127	sautiruvāca	sautiḥ uvāca 
SA_GP12_nardp2_u-128	dve śukle dve tathā kṛṣṇe yugādyāḥ kavayo viduḥ // NarP_2,2.33 //	dve śukle dve tathā kṛṣṇe yuga ādyāḥ kavayaḥ viduḥ 
SA_GP12_nardp2_u-129	śukle pūrvāhṇike grāhye kṛṣṇe grāhye 'parāhṇike /	śukle pūrvāhṇike grāhye kṛṣṇe grāhye parāhṇike 
SA_GP12_nardp2_u-130	ayanaṃ dinabhāgāḍhyaṃ saṃkramaḥ ṣoḍaśaḥ palaḥ // NarP_2,2.34 //	ayanam dina bhāga āḍhyam saṃkramaḥ ṣoḍaśaḥ palaḥ 
SA_GP12_nardp2_u-131	pūrve tu dakṣiṇe bhāge vyatīte cottaro mataḥ /	pūrve tu dakṣiṇe bhāge vyatīte ca uttaraḥ mataḥ 
SA_GP12_nardp2_u-132	madhyakāle tu viṣuve tvakṣayā parikīrtitā // NarP_2,2.35 //	madhya kāle tu viṣuve tu akṣayā parikīrtitā 
SA_GP12_nardp2_u-133	jñātvā viprāstithiṃ samyaksāṃvatsarasamīritām /	jñātvā viprāḥ tithim samyak sāṃvatsara samīritām 
SA_GP12_nardp2_u-134	kartavyo hyupavāsastu anyathā narakaṃ vrajet // NarP_2,2.36 //	kartavyaḥ hi upavāsaḥ tu anyathā narakam vrajet 
SA_GP12_nardp2_u-135	pūrvaviddhāṃ prakurvāṇo naro dharmaṃ nikṛntati /	pūrva viddhām prakurvāṇaḥ naraḥ dharmam nikṛntati 
SA_GP12_nardp2_u-136	saṃtatestu vināśāya saṃpadāṃ haraṇāya ca // NarP_2,2.37 //	saṃtateḥ tu vināśāya saṃpadām haraṇāya ca 
SA_GP12_nardp2_u-137	palavedhe 'pi viprendrā daśamyā varjayecchivām /	vipra indrāḥ daśamyā varjayet śivām 
SA_GP12_nardp2_u-138	surāyā bindunā spṛṣṭa yathā gaṅgājalantyajet // NarP_2,2.38 //	surāyāḥ bindunā yathā gaṅgā jalan tyajet 
SA_GP12_nardp2_u-139	śvahataṃ pañcagavyaṃ ca daśamyā dūṣitāṃ tyajet /	śva hatam pañcagavyam ca daśamyā dūṣitām tyajet 
SA_GP12_nardp2_u-140	ekādaśīṃ dvijaśreṣṭhāḥ pakṣayorubhayorapi // NarP_2,2.39 //	ekādaśīm dvijaśreṣṭhāḥ pakṣayoḥ ubhayoḥ api 
SA_GP12_nardp2_u-141	pūrvaviddhā purā dattā sā tithiryadumaulinā /	pūrva viddhā purā dattā sā tithiḥ yadumaulinā 
SA_GP12_nardp2_u-142	dānavebhyo dvijaśreṣṭhāḥ prīṇanārthaṃ mahātmanām // NarP_2,2.40 //	dānavebhyaḥ dvijaśreṣṭhāḥ prīṇana artham mahātmanām 
SA_GP12_nardp2_u-143	akāle yaddhanaṃ dattamapātrebhyo dvijottamāḥ /	akāle yat dhanam dattam apātrebhyaḥ dvijottamāḥ 
SA_GP12_nardp2_u-144	saṃkrudvairapi yaddattaṃ yaddattaṃ cāpyasatkṛtam // NarP_2,2.41 //	saṃkrudh vaiḥ api yat dattam yat dattam ca api asatkṛtam 
SA_GP12_nardp2_u-145	pūrvaviddhatithau dattaṃ taddattamasureṣvatha /	pūrva viddha tithau dattam tat dattam asureṣu atha 
SA_GP12_nardp2_u-146	yaducchiṣṭena dattaṃ tu yaddattaṃ patiteṣvapi // NarP_2,2.42 //	yat ucchiṣṭena dattam tu yat dattam patiteṣu api 
SA_GP12_nardp2_u-147	strījeteṣu ca yaddattaṃ yaddattaṃ jalavarjitam /	strī jeteṣu ca yat dattam yat dattam jala varjitam 
SA_GP12_nardp2_u-148	punaḥ kīrtanasaṃyuktaṃ taddattamasureṣu vai // NarP_2,2.43 //	punar kīrtana saṃyuktam tat dattam asureṣu vai 
SA_GP12_nardp2_u-149	tasmādviprā na kartvyā viddhāpyekādaśī tithiḥ /	tasmāt viprāḥ na kartvyā viddhā api ekādaśī tithiḥ 
SA_GP12_nardp2_u-150	yathā hantipurā puṇyaṃ śrāddhaṃ ca vṛṣalīpatiḥ // NarP_2,2.44 //	yathā hantipurā puṇyam śrāddham ca vṛṣalī patiḥ 
SA_GP12_nardp2_u-151	dattaṃ japtaṃ hutaṃ snātaṃ tathā pūjā kṛtā hareḥ /	dattam japtam hutam snātam tathā pūjā kṛtā hareḥ 
SA_GP12_nardp2_u-152	tithau viddhe kṣayaṃ yāti tamaḥ sūryodaye yathā // NarP_2,2.45 //	tithau viddhe kṣayam yāti tamaḥ sūrya udaye yathā 
SA_GP12_nardp2_u-153	jīrṇaṃ patiṃ yauvanagarvitā yathā tyajanti nāryo jhaṣaketunārditāḥ /	jīrṇam patim yauvana garvitāḥ yathā tyajanti nāryaḥ jhaṣaketunā arditāḥ 
SA_GP12_nardp2_u-154	tathā hi vedhaṃ vibudhāstyajanti tithyantaraṃ dharmavivṛddhaye sadā // NarP_2,2.46 //	tathā hi vedham vibudhāḥ tyajanti tithi antaram dharma vivṛddhaye sadā 
SA_GP12_nardp2_u-155	śrībṛhannāradīyapuraṇottarabhāge tithivicāro nāma dvitīyo 'dhyāyaḥ	śrī bṛhat nāradīya puraṇa uttara bhāge tithivicāraḥ nāma dvitīyaḥ dhyāyaḥ 
SA_GP12_nardp2_u-156	ṛṣaya ūcuḥ	ṛṣayaḥ ūcuḥ 
SA_GP12_nardp2_u-157	vistareṇa samākhyā hi viṣṇorārādhanakriyām /	vistareṇa samākhyā hi viṣṇoḥ ārādhana kriyām 
SA_GP12_nardp2_u-158	yayā toṣaṃ samāyāti pradadāti samīhitam // NarP_2,3.1 //	yayā toṣam samāyāti pradadāti samīhitam 
SA_GP12_nardp2_u-159	lakṣmībhartājagannāthohyaśeṣāghaughanāśanaḥ /	               
SA_GP12_nardp2_u-160	karmaṇā kena sa prīto bhavedyaḥ sacarācaraḥ // NarP_2,3.2 //	karmaṇā kena sa prītaḥ bhavet yaḥ sa carācaraḥ 
SA_GP12_nardp2_u-161	sautiruvāca	sautiḥ uvāca 
SA_GP12_nardp2_u-162	bhaktigrāhyo hṛṣīkeśo na dhanairddharaṇīdhara /	bhakti grāhyaḥ hṛṣīkeśaḥ na dhanaiḥ ddharaṇīdhara 
SA_GP12_nardp2_u-163	bhaktyā saṃpūjito viṣṇuḥ pradadāti manoratham // NarP_2,3.3 //	bhaktyā saṃpūjitaḥ viṣṇuḥ pradadāti manoratham 
SA_GP12_nardp2_u-164	tasmādviprāḥ sadā bhaktiḥ karttavyā cakrapāṇinaḥ /	tasmāt viprāḥ sadā bhaktiḥ karttavyā cakrapāṇinaḥ 
