segmentnr	original	analyzed
SA_GR14_ss6_priu-84	viśeṣānusāreṇa /	viśeṣa anusāreṇa 
SA_GR14_ss6_priu-85	dvitīyā bhagavat-prāptiś ca tasya vibhor apy asarva-	dvitīyā bhagavat prāptiḥ ca tasya vibhoḥ api asarva 
SA_GR14_ss6_priu-86	prakaṭasyatasminn evāvirbhāvena /	prakaṭasya tasmin eva āvirbhāvena 
SA_GR14_ss6_priu-87	vibhunāpi vaikuṇṭhe sarva-prakaṭena	vibhunā api vaikuṇṭhe sarva prakaṭena 
SA_GR14_ss6_priu-88	tenācintya-śaktinā sva-caraṇāravinda-sānnidhya-prāpaṇayā ca /	tena acintya śaktinā sva caraṇa aravinda sānnidhya prāpaṇayā ca 
SA_GR14_ss6_priu-89	tad evaṃ sthite,	tat evam sthite 
SA_GR14_ss6_priu-90	sā ca muktir utkrānta-daśāyāṃ jīva-daśāyām api bhavati /	sā ca muktiḥ utkrānta daśāyām jīva daśāyām api bhavati 
SA_GR14_ss6_priu-91	utkrāntasyopādhy-abhāve'pi tadīya-svaprakāśatā-lakṣaṇa-	utkrāntasya upādhi abhāve pi tadīya sva prakāśa tā lakṣaṇa 
SA_GR14_ss6_priu-92	dharmāvyavadhānasyaitat-sākṣātkāra-rūpatvāt /	dharma avyavadhānasya etad sākṣātkāra rūpa tvāt 
SA_GR14_ss6_priu-93	jīvatas tat-sākṣātkāreṇa	jīvataḥ tad sākṣātkāreṇa 
SA_GR14_ss6_priu-94	māyā-kalpitasyānyathā-bhāvasya mithātvāvabhāsāt saiṣā muktir	māyā kalpitasya anyathābhāvasya mithātva avabhāsāt sā eṣā muktiḥ 
SA_GR14_ss6_priu-95	evātyantika-puruṣārthatayopadiśyate -	eva ātyantika puruṣa artha tayā upadiśyate 
SA_GR14_ss6_priu-96	tatrāpi mokṣa evārtha ātyantikatayeṣyate /	tatra api mokṣaḥ eva arthaḥ ātyantika tayā iṣyate 
SA_GR14_ss6_priu-97	traivargyo 'rtho yato nityaṃ kṛtānta-bhaya-saṃyutaḥ // [BhP 4.22.35]	traivargyaḥ rthaḥ yatas nityam kṛtānta bhaya saṃyutaḥ bhp 
SA_GR14_ss6_priu-98	iti śrī-pṛthuṃ prati śrī-sanat-kumāreṇa /	iti śrī pṛthum prati śrī sanatkumāreṇa 
SA_GR14_ss6_priu-99	śrutiś ca - yenāhaṃ nāmṛtaḥ syāṃ	śrutiḥ ca yena aham na amṛtaḥ syām 
SA_GR14_ss6_priu-100	kim ahaṃ tena kuryām [BAU 2.4.3] iti /	kim aham tena kuryām bau iti 
SA_GR14_ss6_priu-101	tad evaṃ parama-tattva-	tat evam parama tattva 
SA_GR14_ss6_priu-102	sākṣātkārātmakasya tasya mokṣasya parama-puruṣārthatve sthite punar	sākṣātkāra ātmakasya tasya mokṣasya parama puruṣa artha tve sthite punar 
SA_GR14_ss6_priu-103	vivicyate / tac ca paramaṃ tattvaṃ dvidhāvirbhavati /	vivicyate tat ca paramam tattvam dvidhā āvirbhavati 
SA_GR14_ss6_priu-104	aspaṣṭa-viśeṣatvena	aspaṣṭa viśeṣa tvena 
SA_GR14_ss6_priu-105	spaṣṭa-svarūpa-bhūta-viśeṣatvena ca /	spaṣṭa svarūpa bhūta viśeṣa tvena ca 
SA_GR14_ss6_priu-106	tatra brahmākhyāspaṣṭa-viśeṣa-para-	tatra brahma ākhyā spaṣṭa viśeṣa para 
SA_GR14_ss6_priu-107	tattva-sākṣātkārato'pi bhagavat-paramātmādy-ākhya-spaṣṭa-viśeṣa-tat-	tattva sākṣātkārataḥ api bhagavat paramātma ādi ākhya spaṣṭa viśeṣa tat 
SA_GR14_ss6_priu-108	sākṣātkārasyotkarṣaṃ bhagavat-sandarbhe [87] -	sākṣātkārasya utkarṣam bhagavat sandarbhe 
SA_GR14_ss6_priu-109	jijñāsitam adhītaṃ ca brahma yat tat sanātanam /	jijñāsitam adhītam ca brahma yat tat sanātanam 
SA_GR14_ss6_priu-110	tathāpi śocasy ātmānam akṛtārtha iva prabho // [BhP 1.5.4]	tathā api śocasi ātmānam akṛtārthaḥ iva prabho 
SA_GR14_ss6_priu-111	ity ādi-prakaraṇa-praghaṭṭakena darśitavān asmi /	iti ādi prakaraṇa praghaṭṭakena darśitavān asmi 
SA_GR14_ss6_priu-112	atrāpi vacanāntaraṃ	atra api vacana antaram 
SA_GR14_ss6_priu-113	darśayiṣyāmi /	darśayiṣyāmi 
SA_GR14_ss6_priu-114	tasmāt paramātmatvādi-lakṣaṇa-nānāvastha-bhagavat-	                     
SA_GR14_ss6_priu-115	sākṣātkāra eva tatrāpi paramaḥ /	sākṣātkāraḥ eva tatra api paramaḥ 
SA_GR14_ss6_priu-116	tatra saty api nirupadhi-prīty-āspadatva-	tatra sati api 
SA_GR14_ss6_priu-117	svabhāvasya tasya svarūpa-dharmāntara-vṛnda-sākṣātkṛtau paramatve prīti-	svabhāvasya tasya sva rūpa dharma antara vṛnda sākṣātkṛtau parama tve 
SA_GR14_ss6_priu-118	bhakty-ādi-saṃjñaṃ priyatva-lakṣaṇa-dharma-viśeṣa-sākṣātkāram eva	bhakti ādi saṃjñam priya tva lakṣaṇa dharma viśeṣa sākṣātkāram eva 
SA_GR14_ss6_priu-119	paramatamatvena manyante /	paramatama tvena manyante 
SA_GR14_ss6_priu-120	tayā prītyaivātyantika-duḥkha-nivṛttiś ca / yāṃ	tayā prītyā eva ātyantika duḥkha nivṛttiḥ ca yām 
SA_GR14_ss6_priu-121	prītiṃ vinā tat-svarūpasya tad-dharmāntara-vṛndasya ca sāksātkāro na	prītim vinā tad svarūpasya tad dharma antara vṛndasya ca sāksātkāraḥ na 
SA_GR14_ss6_priu-122	sampadyate /	sampadyate 
SA_GR14_ss6_priu-123	yatra sā tatrāvaśyam eva sampadyate /	yatra sā tatra avaśyam eva sampadyate 
SA_GR14_ss6_priu-124	yāvaty eva prīti-sampattis	yāvatī eva prīti sampattiḥ 
SA_GR14_ss6_priu-125	tāvaty eva tat-sampattiḥ /	tāvatī eva tad sampattiḥ 
SA_GR14_ss6_priu-126	sampadyamāne sampanne ca tasmin sādhikam	sampadyamāne sampanne ca tasmin sādhikam 
SA_GR14_ss6_priu-127	āvirbhavati /	āvirbhavati 
SA_GR14_ss6_priu-128	tad etat sarvam api yuktam eva /	tat etat sarvam api yuktam eva 
SA_GR14_ss6_priu-129	parama-sukhaṃ khalu bhagavatas	parama sukham khalu bhagavataḥ 
SA_GR14_ss6_priu-130	tad-guṇa-vṛndasya ca svarūpam /	tad guṇa vṛndasya ca svarūpam 
SA_GR14_ss6_priu-131	sukhaṃ ca nirupādhi-prīty-āspadam / tatas	sukham ca nirupādhi prīti āspadam tatas 
SA_GR14_ss6_priu-132	tad-anubhave prīter eva mukhyatvam iti /	          
SA_GR14_ss6_priu-133	tasmāt puruṣeṇa saiva	tasmāt puruṣeṇa sā eva 
SA_GR14_ss6_priu-134	sarvadānveṣitavyeti puruṣa-prayojanatvaṃ tatraiva paramatamam iti sthitam /	sarvadā anveṣitavyā iti puruṣa prayojana tvam tatra eva paramatamam iti sthitam 
SA_GR14_ss6_priu-135	krameṇodāhriyate /	krameṇa udāhriyate 
SA_GR14_ss6_priu-136	tatra saty apīty ādikam -	tatra sati api iti ādikam 
SA_GR14_ss6_priu-137	sarvaṃ mad-bhakti-yogena mad-bhakto labhate 'ñjasā	sarvam mad bhakti yogena mad bhaktaḥ labhate ñjasā 
SA_GR14_ss6_priu-138	svargāpavargaṃ mad-dhāma kathañcid yadi vāñchati // [BhP 11.20.33]	svarga apavargam mad dhāma kathañcid yadi vāñchati 
SA_GR14_ss6_priu-139	ity ādi śrī-bhagavad-vākyādau /	iti ādi śrī bhagavat vākya ādau 
SA_GR14_ss6_priu-140	tayety ādikam /	tayā iti ādikam 
SA_GR14_ss6_priu-141	prītir na yāvan mayi vāsudeve	prītiḥ na yāvat mayi vāsudeve 
SA_GR14_ss6_priu-142	na mucyate deha-yogena tāvat /	na mucyate deha yogena tāvat 
SA_GR14_ss6_priu-143	[BhP 5.5.6] iti śrī-ṛṣabhadeva-vākye /	iti śrī ṛṣabhadeva vākye 
SA_GR14_ss6_priu-144	yām ity ādikaṃ -	yām iti ādikam 
SA_GR14_ss6_priu-145	bhaktyāham ekayā grāhyaḥ	bhaktyā aham ekayā grāhyaḥ 
SA_GR14_ss6_priu-146	śraddhayātmā priyaḥ satām /	śraddhayā ātmā priyaḥ satām 
SA_GR14_ss6_priu-147	[BhP 11.14.21] iti śrībhagavad-vākye /	iti śrī bhagavat vākye 
SA_GR14_ss6_priu-148	sampadyamāne ity ādikaṃ -	sampadyamāne iti ādikam 
SA_GR14_ss6_priu-149	mad-rūpam advayaṃ brahma madhyādyanta-vivarjitam /	mad rūpam advayam brahma madhya ādi anta vivarjitam 
SA_GR14_ss6_priu-150	sva-prabhaṃ saccidānandaṃ bhaktyā jānāti cāvyayam //	sva prabham saccidānandam bhaktyā jānāti ca avyayam 
SA_GR14_ss6_priu-151	iti vāsudevopaniṣadi /	iti vāsudevopaniṣadi 
SA_GR14_ss6_priu-152	yatretyādikaṃ -	yatra ityādikam 
SA_GR14_ss6_priu-153	bhaktir evainaṃ nayati,	bhaktiḥ eva enam nayati 
SA_GR14_ss6_priu-154	bhaktir evainaṃ darśayati	bhaktiḥ eva enam darśayati 
SA_GR14_ss6_priu-155	bhakti-vaśaḥ puruṣo bhaktir eva bhūyasī //	bhakti vaśaḥ puruṣaḥ bhaktiḥ eva bhūyasī 
SA_GR14_ss6_priu-156	iti māṭhara-śrutau /	iti māṭhara śrutau 
SA_GR14_ss6_priu-157	yāvatītyādikam -	yāvatī ityādikam 
SA_GR14_ss6_priu-158	bhaktiḥ pareśānubhavo viraktir	        
SA_GR14_ss6_priu-159	anyatra caiṣa trika eka-kālaḥ /	anyatra ca eṣa trikaḥ eka kālaḥ 
SA_GR14_ss6_priu-160	prapadyamānasya yathāśnataḥ syus	prapadyamānasya yathā aśnataḥ syuḥ 
SA_GR14_ss6_priu-161	tuṣṭiḥ puṣṭiḥ kṣud-apāyo 'nu-ghāsam //	tuṣṭiḥ puṣṭiḥ kṣudh apāyaḥ nughāsam 
SA_GR14_ss6_priu-162	kavi-yogeśvara-vākye [BhP 11.2.42]	kavi yogeśvara vākye bhp 
SA_GR14_ss6_priu-163	evaṃ tat tvam asi [ChU 6.8.7] ity-ādi-śāstram api tat-prema-param eva jñeyam /	evam tat tvam asi chu ityādi śāstram api tad prema param eva jñeyam 
SA_GR14_ss6_priu-164	tvam evāmuka itivat /	tvam eva amukaḥ itivat 
SA_GR14_ss6_priu-165	kiṃ ca loka-vyavahāro'pi tat-para eva dṛśyate / sarve hi	kim ca lokavyavahāraḥ api tad paraḥ eva dṛśyate sarve hi 
SA_GR14_ss6_priu-166	prāṇinaḥ prīti-tātparyakā eva /	prāṇinaḥ prīti tātparyakāḥ eva 
SA_GR14_ss6_priu-167	tad-artham ātma-vyayāder api darśanāt /	tad artham ātma vyaya ādeḥ api darśanāt 
SA_GR14_ss6_priu-168	kintu yogya-viṣayam alabdhvā tais tatra tava sā parivarjyate /	kintu yogya viṣayam a labdhvā taiḥ tatra tava sā parivarjyate 
SA_GR14_ss6_priu-169	ataḥ sarvair eva	atas sarvaiḥ eva 
SA_GR14_ss6_priu-170	yoga-tad-viṣaye'nveṣṭum iṣṭe sati śrī-bhagavaty eva tasyāḥ paryavasānaṃ	yoga tad viṣaye inveṣṭum iṣṭe sati śrī bhagavati eva tasyāḥ paryavasānam 
SA_GR14_ss6_priu-171	syād iti / tad evaṃ bhagavat-prīter eva parama-puruṣārthatve samarthite	syāt iti tat evam bhagavat prīteḥ eva parama puruṣa artha tve samarthite 
SA_GR14_ss6_priu-172	sādhūktaṃ ôatha prīti-sandarbho lekhyaö ity ādi /	sādhu uktam atha prīti sandarbhaḥ lekhyaḥ iti ādi 
SA_GR14_ss6_priu-173	sa eṣa eva parama-puruṣārthaḥ krama-rītyā sarvopari darśayituṃ	saḥ eṣaḥ eva parama puruṣa arthaḥ krama rītyā sarva upari darśayitum 
SA_GR14_ss6_priu-174	saṃdṛbhyate /	saṃdṛbhyate 
SA_GR14_ss6_priu-175	tatrokta-lakṣaṇasya mukti-sāmānyasya śāstra-prayojanatvam	tatra ukta lakṣaṇasya mukti sāmānyasya śāstra prayojana tvam 
SA_GR14_ss6_priu-176	āha - sarva-vedāntety ādau kaivalyaika-prayojanam iti [BhP 12.13.12] / kevalaḥ	āha sarva vedānta iti ādau kaivalya eka prayojanam iti bhp    kevalaḥ 
SA_GR14_ss6_priu-177	śuddhaḥ tasya bhāvaḥ kaivalyam /	śuddhaḥ tasya bhāvaḥ kaivalyam 
SA_GR14_ss6_priu-178	tad ekam eva prayojanaṃ parama-	tat ekam eva prayojanam parama 
SA_GR14_ss6_priu-179	puruṣārthatvena pratipādyaṃ yasya tad idaṃ śrī-bhāgavatam iti pūrva-	puruṣa artha tvena pratipādyam yasya tat idam śrībhāgavatam iti 
SA_GR14_ss6_priu-180	ślokasthenānvayaḥ /	śloka sthena anvayaḥ 
SA_GR14_ss6_priu-181	doṣa-mūlaṃ hi jīvasya parama-tattva-jñānābhāva evety	doṣa mūlam hi jīvasya parama tattva jñāna abhāvaḥ eva iti 
SA_GR14_ss6_priu-182	uktam - bhayaṃ dvitīyābhiniveśataḥ syād ity ādau [BhP 12.2.37], īśād	uktam bhayam dvitīya abhiniveśataḥ syāt iti ādau   
SA_GR14_ss6_priu-183	apetasyety ādibhiḥ /	apetasya iti ādibhiḥ 
SA_GR14_ss6_priu-184	atas taj-jñānam eva śuddhatvam iti kaivalya-śabdasyātra	atas tad jñānam eva śuddha tvam iti kaivalya śabdasya atra 
SA_GR14_ss6_priu-185	pūrvavat tad-anubhava eva tāt-paryam /	          
SA_GR14_ss6_priu-186	athavā kaivalya-śabdena paramasya svabhāva evocyate /	athavā kaivalya śabdena paramasya svabhāvaḥ eva ucyate 
SA_GR14_ss6_priu-187	yathā skānde -	yathā skānde 
SA_GR14_ss6_priu-188	brahmeśānādibhir devair yat prāptuṃ naiva śakyate /	brahma īśāna ādibhiḥ devaiḥ yat prāptum nā eva śakyate 
SA_GR14_ss6_priu-189	sa yat svabhāvaḥ kaivalyaṃ sa bhavān kevalo hare // iti /	sa yat svabhāvaḥ kaivalyam sa bhavān kevalaḥ hare iti 
SA_GR14_ss6_priu-190	kvacit svārthika-tad-dhitāntena kaivalya-śabdenāpi parama ucyate / yathā śrī-	kvacid svārthika taddhita antena kaivalya śabdena api paramaḥ ucyate yathā śrī 
SA_GR14_ss6_priu-191	dattātreya-śikṣāyāṃ -	dattātreya śikṣāyām 
SA_GR14_ss6_priu-192	parāvarāṇāṃ parama āste kaivalya-saṃjñitaḥ /	parāvarāṇām paramaḥ āste kaivalya saṃjñitaḥ 
SA_GR14_ss6_priu-193	kevalānubhavānanda-sandoho nirupādhikaḥ // iti [BhP 11.9.18] /	             
