segmentnr	original	analyzed
SA_GK19_bhago-52	"""dehaṃ prāṇamapīndriyāṇyapi calāṃ buddhiṃ ca śūnyaṃ viduḥ"	deham prāṇam api indriyāṇi api calām buddhim ca śūnyam viduḥ 
SA_GK19_bhago-53	strībālāṃdhajar̤opamāstvaha-miti bhrāntā bhṛśaṃ vādinaḥ|	strī bāla aṃdha jarā upamāḥ tu aham iti bhrāntāḥ bhṛśam vādinaḥ 
SA_GK19_bhago-54	māyāśaktivilāsakalpitamahāvyāmohasaṃhāriṇa॓	māyā śakti vilāsa kalpita mahā vyāmoha saṃhāriṇa 
SA_GK19_bhago-55	"tasmai śrīgurumūrtaye nama idaṃ śrīdakṣiṇāmūrtaye ||5||"""	tasmai śrī guru mūrtaye namaḥ idam śrī dakṣiṇāmūrtaye 
SA_GK19_bhago-56	"""rāhugrastadivākareṃdusadṛśo māyāsamācchādanāt"	rāhu grasta divākara indu sadṛśaḥ māyā sama ācchādanāt 
SA_GK19_bhago-57	saṃmātraḥ karaṇopasaṃharaṇato yo'bhūtsuṣuptaḥ pumān|	saṃmātraḥ karaṇa upasaṃharaṇataḥ pumān 
SA_GK19_bhago-58	prāgasvāpsamiti prabodhasamaye yaḥ pratyabhijñāyate	prāk asvāpsam iti prabodha samaye yaḥ pratyabhijñāyate 
SA_GK19_bhago-59	"tasmai śrīgurumūrtaye nama idaṃ śrīdakṣiṇāmūrtaye ||6||"""	tasmai śrī guru mūrtaye namaḥ idam śrī dakṣiṇāmūrtaye 
SA_GK19_bhago-60	"""bālyādiṣvapi jāgradādiṣu tathā sarvāsvavasthāsvapi"	bālya ādiṣu api jāgrat ādiṣu tathā sarvāsu avasthāsu api 
SA_GK19_bhago-61	vyāvṛttāsvanuvartamānama-hamityantaḥ sphurantaṃ sadā|	vyāvṛttāsu anuvartamānam aham iti antar sphurantam sadā 
SA_GK19_bhago-62	svātmānaṃ prakaṭīkaroti bhajatāṃ yo mudrayā bhadrayā	sva ātmānam prakaṭīkaroti bhajatām yaḥ mudrayā bhadrayā 
SA_GK19_bhago-63	"tasmai śrīgurumūrtaye nama idaṃ śrīdakṣiṇāmūrtaye ||7||"""	tasmai śrī guru mūrtaye namaḥ idam śrī dakṣiṇāmūrtaye 
SA_GK19_bhago-64	"""viśvaṃ paśyati kāryakāraṇa-tayā svasvāmisambandhataḥ"	viśvam paśyati kārya kāraṇa tayā sva svāmi sambandhataḥ 
SA_GK19_bhago-65	śiṣyācāryatayā tathaiva pitṛputrādyātmanā bhedataḥ|	śiṣya ācārya tayā tathā eva pitṛ putra ādi ātmanā bhedataḥ 
SA_GK19_bhago-66	svapne jāgrati vā ya eṣa puruṣo māyāparibhrāmitaḥ	svapne jāgrati vā yaḥ eṣa puruṣaḥ māyā paribhrāmitaḥ 
SA_GK19_bhago-67	"tasmai śrīgurumūrtaye nama idaṃ śrīdakṣiṇāmūrtaye ||8||"""	tasmai śrī guru mūrtaye namaḥ idam śrī dakṣiṇāmūrtaye 
SA_GK19_bhago-68	"""bhūrambhāṃsyanalo'nilo'mbara-maharnātho himāṃśuḥ pumān"	bhūḥ ambhāṃsi analaḥ uni lombaram aharnāthaḥ himāṃśuḥ pumān 
SA_GK19_bhago-69	ityābhāti carācarātmakamidaṃ yasyaiva mūrtyaṣṭakam|	iti ābhāti carācara ātmakam idam yasya eva mūrti aṣṭakam 
SA_GK19_bhago-70	"nānyatkiñcana vidyate vimṛśatāṃ yasmātparasmādvibho-stasmai śrīgurumūrtaye nama idaṃ śrīdakṣiṇāmūrtaye ||9||"""	na anyat kiñcana vidyate vimṛśatām yasmāt parasmāt vibhoḥ tasmai śrī guru mūrtaye namaḥ idam śrī dakṣiṇāmūrtaye 
SA_GK19_bhago-71	"""sarvātmatvamiti sphuṭikṛtamidaṃ yasmādamuṣmin stave"	sarva ātma tvam iti sphuṭikṛtam idam yasmāt amuṣmin stave 
SA_GK19_bhago-72	tenāsya śravaṇāttadarthamana-nāddhayānācca saṃkīrtanāt|	tena asya śravaṇāt tad artha mananāt hayānāt ca saṃkīrtanāt 
SA_GK19_bhago-73	sarvātmatvamahāvibhūtisahitaṃ syādīśvaratvaṃ  svataḥ	sarva ātma tva mahā vibhūti sahitam syāt īśvara tvam svatas 
SA_GK19_bhago-74	"siddhyettatpunaraṣṭadhā pariṇatam caiśvaryamavyāhatam||10||"""	siddhyet tat punar aṣṭadhā pariṇatam 
SA_GK19_bhago-75	"""śeṣāstu bhramanilaye paribhramaṃtaḥ ||1||"""""""	śeṣāḥ tu bhrama nilaye paribhramaṃtaḥ 
SA_GK19_bhago-76	"""ādau vijitya viṣayānmoharāga-"	ādau vijitya viṣayān moha rāga 
SA_GK19_bhago-77	dveṣādiśatrugaṇamāhratayogarājyāḥ|	dveṣa ādi śatru gaṇa māhrata yoga rājyāḥ 
SA_GK19_bhago-78	jñātvā mataṃ samanubhūyaparātmavidyā-	jñātvā matam samanubhūya para ātma vidyā 
SA_GK19_bhago-79	"kāṃtāsukhaṃ  vanagṛhe vicaranti dhanyāḥ ||2||"""	kāntā sukham vana gṛhe vicaranti dhanyāḥ 
SA_GK19_bhago-80	"""tyaktvā gṛhe ratimadhogatihetubhūtām"	tyaktvā gṛhe ratim adhogati hetu bhūtām 
SA_GK19_bhago-81	ātmecchayopaniṣadartharasaṃ pibantaḥ|	ātma icchayā upaniṣad artha rasam pibantaḥ 
SA_GK19_bhago-82	vītaspṛhā viṣayabhogapade viraktā	vīta spṛhāḥ viṣaya bhoga pade viraktā 
SA_GK19_bhago-83	"dhanyāścaraṃtivijaneṣu viraktasaṃgāḥ ||3||"""	dhanyāḥ caranti vijaneṣu virakta saṃgāḥ 
SA_GK19_bhago-84	"""tyaktvā mamāhamiti baṃdhakare pade dve"	tyaktvā mama aham iti baṃdha kare pade dve 
SA_GK19_bhago-85	mānāvamānasadṛśāḥ samadarśinaśca |	māna avamāna sadṛśāḥ sama darśinaḥ ca 
SA_GK19_bhago-86	kartāramanyamavagamya tadarpitāni	kartāram anyam avagamya tad arpitāni 
SA_GK19_bhago-87	"kurvanti karmaparipākaphalāni dhanyāḥ ||4||"""	kurvanti karma paripāka phalāni dhanyāḥ 
SA_GK19_bhago-88	"""tyaktvaiṣaṇātrayamavekṣitamokṣamārgā"	tyaktvā eṣaṇā trayam avekṣita mokṣa mārgā 
SA_GK19_bhago-89	bhaikṣāmṛtena parikalpitadehayātrāḥ |	bhaikṣa amṛtena parikalpita dehayātrāḥ 
SA_GK19_bhago-90	jyotiḥ parātparataraṃ paramātmasaṃjñaṃ	jyotiḥ parātparataram paramātma saṃjñam 
SA_GK19_bhago-91	"dhanyā dvijārahasi hṛdyavalokayanti ||5||"""	dhanyāḥ dvijā rahasi hṛdi avalokayanti 
SA_GK19_bhago-92	"""nāsanna sanna sadasanna mahanna cāṇu"	na asat na sat na sat asat na mahat na ca aṇu 
SA_GK19_bhago-93	na strī pumānna ca napuṃsakameka bījam |	na strī pumān na ca napuṃsakam eka bījam 
SA_GK19_bhago-94	yairbrahma tatsamanupāsitameka citaiḥ	yaiḥ brahma tat samanupāsitam eka citaiḥ 
SA_GK19_bhago-95	"dhanyā virejuritare bhavapāśa baddhāḥ||6||"""	dhanyāḥ virejuḥ itare bhava pāśa 
SA_GK19_bhago-96	"""ajñānapaṃkaparimagnamapetasāraṃ"	ajñāna paṃka parimagnam apeta sāram 
SA_GK19_bhago-97	duḥkhālayaṃ maraṇajanmajarāvasaktam|	duḥkha ālayam maraṇa janma jarā avasaktam 
SA_GK19_bhago-98	saṃsārabaṃdhanamanityamavekṣya dhanyā	saṃsāra baṃdhanam anityam avekṣya dhanyā 
SA_GK19_bhago-99	"jñānāsinā tadavaśīrya viniścayanti ||7||"""	jñāna asinā tat avaśīrya viniścayanti 
SA_GK19_bhago-100	"""śāṃtairananyamatibhirmadhurasvabhāvaiḥ"	śāṃtaiḥ ananya matibhiḥ madhura svabhāvaiḥ 
SA_GK19_bhago-101	ekatvaniścitamanobhirapetamohaiḥ|	eka tva niścita manobhiḥ apeta mohaiḥ 
SA_GK19_bhago-102	sākaṃ vaneṣu vijitātmapadasvarūpaṃ	sākam vaneṣu vijita ātma pada svarūpam 
SA_GK19_bhago-103	"tadvastu samyaganiśaṃ vimṛśanti dhanyāḥ ||8||"""	tat vastu samyak aniśam vimṛśanti dhanyāḥ 
SA_GK19_bhago-104	"""prītivivardhano'si ||1||"""""""	prīti vivardhanā asi 
SA_GK19_bhago-105	"""nāhaṃ manuṣyo"	na aham manuṣyaḥ 
SA_GK19_bhago-106	na ca devayakṣau,	na ca deva yakṣau 
SA_GK19_bhago-107	na brāhmaṇakṣatriya	na brāhmaṇa kṣatriya 
SA_GK19_bhago-108	vaiśyaśūdrāḥ|	vaiśya śūdrāḥ 
SA_GK19_bhago-109	na bramhacārī	na bramha cārī 
SA_GK19_bhago-110	na gṛhī vanastho,	na gṛhī vanastho 
SA_GK19_bhago-111	bhikṣurna cāhaṃ	bhikṣuḥ na ca aham 
SA_GK19_bhago-112	"nijabodharūpaḥ ||2||"""	nija bodha rūpaḥ 
SA_GK19_bhago-113	"""nimittaṃ manaścakṣu-"	nimittam manaḥ cakṣuḥ 
SA_GK19_bhago-114	rādipravṛttau,	ra ādi pravṛttau 
SA_GK19_bhago-115	nirastākhilopādhi-	         
SA_GK19_bhago-116	rākāśakalpaḥ|	rākāśa kalpaḥ 
SA_GK19_bhago-117	ravirloka ceṣṭā-	ceṣṭā 
SA_GK19_bhago-118	nimittaṃ yathā yaḥ,	nimittam yathā yaḥ 
SA_GK19_bhago-119	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-120	"svarupo'hamātmā ||3||"""	svar upoham ātmā 
SA_GK19_bhago-121	"""yamagnyuṣṇavan-"	yam agniḥ uṣṇavān 
SA_GK19_bhago-122	nityabodhasvarūpaṃ,	          
SA_GK19_bhago-123	manaścakṣurādīnya-	manaḥ cakṣuḥ ādīni 
SA_GK19_bhago-124	bodhātmakāni|	bodha ātmakāni 
SA_GK19_bhago-125	pravartanta āśritya-	pravartante āśritya 
SA_GK19_bhago-126	niṣkaṃpamekaṃ,	niṣkaṃpam ekam 
SA_GK19_bhago-127	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-128	"svarupo'hamātmā ||4||"""	svar upoham ātmā 
SA_GK19_bhago-129	"""mukhābhāsako"	mukha ābhāsakaḥ 
SA_GK19_bhago-130	darpaṇe dṛśyamāno,	darpaṇe dṛśyamānaḥ 
SA_GK19_bhago-131	mukhatvātpṛthaktvena	mukha tvāt pṛthaktvena 
SA_GK19_bhago-132	naivāsti vastu|	na eva asti vastu 
SA_GK19_bhago-133	cidābhāsako dhīṣu	cit ābhāsakaḥ dhīṣu 
SA_GK19_bhago-134	jīvo'pi tadvat,	jīvaḥ api tadvat 
SA_GK19_bhago-135	sa nityopalabdhi	sa nitya upalabdhi 
SA_GK19_bhago-136	"svarupo'hamātmā ||5||"""	svar upoham ātmā 
SA_GK19_bhago-137	"""yathā darpaṇābhāva"	yathā darpaṇa abhāva 
SA_GK19_bhago-138	ābhāsahāno,	ābhāsa hāno 
SA_GK19_bhago-139	mukhaṃ vidyate	mukham vidyate 
SA_GK19_bhago-140	kalpanāhīnamekaṃ|	kalpanā hīnam ekam 
SA_GK19_bhago-141	tathā dhīviyoge	tathā dhī viyoge 
SA_GK19_bhago-142	nirābhāsako yaḥ,	nirābhāsakaḥ yaḥ 
SA_GK19_bhago-143	sa nityopalabdhi	sa nitya upalabdhi 
SA_GK19_bhago-144	"svarupo'hamātmā ||6||"""	svar upoham ātmā 
SA_GK19_bhago-145	"""manaścakṣurāde-"	manaḥ cakṣuḥ āde 
SA_GK19_bhago-146	viryuktaḥ svayaṃ yo,	vis yuktaḥ svayam yaḥ 
SA_GK19_bhago-147	manaścakṣurāde-	manaḥ cakṣuḥ āde 
SA_GK19_bhago-148	rmanaścakṣurādiḥ|	rmanaḥ cakṣuḥ ādiḥ 
SA_GK19_bhago-149	manaścakṣurāde-	manaḥ cakṣuḥ āde 
SA_GK19_bhago-150	ragamyasvarūpaḥ,	ra gamya svarūpaḥ 
SA_GK19_bhago-151	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-152	"svarupo'hamātmā ||7||"""	svar upoham ātmā 
SA_GK19_bhago-153	"""ya eko vibhāti"	yaḥ ekaḥ vibhāti 
SA_GK19_bhago-154	svataḥ śuddhacetāḥ,	svatas śuddha cetāḥ 
SA_GK19_bhago-155	prakāśa svarūpo'-	prakāśa svarūpaḥ 
SA_GK19_bhago-156	pi nāneva dhīṣu|	pi nānā iva dhīṣu 
SA_GK19_bhago-157	śarāvodakastho	śarāva udaka sthaḥ 
SA_GK19_bhago-158	yathā bhānurekaḥ,	yathā bhānuḥ ekaḥ 
SA_GK19_bhago-159	sa nityopalabdhi	sa nitya upalabdhi 
SA_GK19_bhago-160	"svarupo'hamātmā ||8||"""	svar upoham ātmā 
SA_GK19_bhago-161	"""yathā'nekacakṣuḥ"	yathā aneka cakṣuḥ 
SA_GK19_bhago-162	prakāśo ravirna-	prakāśaḥ raviḥ na 
SA_GK19_bhago-163	krameṇa prakāśī-	krameṇa prakāśī 
SA_GK19_bhago-164	karoti prakāśyam|	karoti prakāśyam 
SA_GK19_bhago-165	anekādhiyo	aneka adhiyaḥ 
SA_GK19_bhago-166	yastathaikaprabodhaḥ,	yaḥ tathā eka prabodhaḥ 
SA_GK19_bhago-167	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-168	"svarupo'hamātmā ||9||"""	svar upoham ātmā 
SA_GK19_bhago-169	"""vivasvat prabhātaṃ"	vivasvat prabhātam 
SA_GK19_bhago-170	yathārūpamakṣaṃ,	yathārūpam akṣam 
SA_GK19_bhago-171	pragṛṇhāti nābhāta-	pragṛṇhāti nābhāta 
SA_GK19_bhago-172	mevaṃ vivasvān|	mā ivam vivasvān 
SA_GK19_bhago-173	yadābhāta ābhāsaya-	yat ābhātaḥ ābhāsaya 
SA_GK19_bhago-174	tyakṣamekaḥ,	tyakṣam ekaḥ 
SA_GK19_bhago-175	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-176	"svarupo'hamātmā ||10||"""	svar upoham ātmā 
SA_GK19_bhago-177	"""yathā sūrya eko'psva-"	yathā sūrye eka upsva 
SA_GK19_bhago-178	nekaścalāsu,	na ikaḥ calāsu 
SA_GK19_bhago-179	sthirāsvapyananya-	sthirāsu api ananya 
SA_GK19_bhago-180	dvibhāvyasvarūpaḥ|	dvi bhāvya svarūpaḥ 
SA_GK19_bhago-181	calāsu prabhinnāsu	calāsu prabhinnāsu 
SA_GK19_bhago-182	dhīṣvevamekaḥ,	dhīṣu evam ekaḥ 
SA_GK19_bhago-183	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-184	"svarupo'hamātmā ||11||"""	svar upoham ātmā 
SA_GK19_bhago-185	"""ghanacchanna dṛṣṭirghana-"	ghana channa dṛṣṭiḥ ghana 
SA_GK19_bhago-186	cchannamarkaṃ,	channam arkam 
SA_GK19_bhago-187	yathā niṣprabhaṃ	yathā niṣprabham 
SA_GK19_bhago-188	manyate cātimūr̤haḥ|	manyate ca ati mūrhaḥ 
SA_GK19_bhago-189	tathā baddhavada-	tathā baddhavada 
SA_GK19_bhago-190	bhāti yo mūr̤hadṛṣṭe:,	bhāti yaḥ mūrha dṛṣṭe 
SA_GK19_bhago-191	sa nityopalabdhi-	sa nitya upalabdhi 
SA_GK19_bhago-192	"svarupo'hamātmā ||12||"""	svar upoham ātmā 
SA_GK19_bhago-193	"""samasteṣu vastuṣva-"	samasteṣu vastuṣu 
SA_GK19_bhago-194	nusyūtamekaṃ,	nu syūtam ekam 
SA_GK19_bhago-195	samastāni vastūni	samastāni vastūni 
SA_GK19_bhago-196	yaṃ na spṛśanti|	yam na spṛśanti 
SA_GK19_bhago-197	viyadvatsadā	viyadvat sadā 
SA_GK19_bhago-198	śuddhamacchasvarūpaṃ,	śuddham accha svarūpam 
SA_GK19_bhago-199	sa nityoplabdhi-	sa nitya uplabdhi 
SA_GK19_bhago-200	"svarūpo'hamātmā ||13||"""	sva rūpā uham ātmā 
SA_GK19_bhago-201	"""upādhau yathā"	upādhau yathā 
SA_GK19_bhago-202	bhedatā sanmaṇīnāṃ,	bheda tā sat maṇīnām 
SA_GK19_bhago-203	tathā bhedatā	tathā bheda tā 
SA_GK19_bhago-204	buddhibhedeṣu te'pi|	buddhi bhedeṣu te pi 
SA_GK19_bhago-205	yathā candrikāṇām	yathā candrikāṇām 
SA_GK19_bhago-206	jale caṃcalatvaṃ,	jale caṃcala tvam 
SA_GK19_bhago-207	tathā caṃcalatvaṃ	tathā caṃcala tvam 
SA_GK19_bhago-208	"tavāpīha viṣṇo ||14||"""	tava api iha viṣṇo 
SA_GK19_bhago-209	"""sarvātmasnapanaṃ paraṃ vijayate śrīkṛṣṇa-saṃkīrtanam    ||1||"""""""	           
SA_GK19_bhago-210	"""nāmnāmakāri bahudhā"	nāmnām akāri bahudhā 
SA_GK19_bhago-211	nija sarva śaktistatrārpitā	nija sarva śaktiḥ tatra arpitā 
SA_GK19_bhago-212	niyamitaḥ smaraṇe na kālaḥ|	niyamitaḥ smaraṇe na kālaḥ 
SA_GK19_bhago-213	etādṛśī tava kṛpā bhagavanmamāpi	etādṛśī tava kṛpā bhagavat mama api 
SA_GK19_bhago-214	"durdaivamīdṛśa-mihājani nānurāgaḥ||2||"""	durdaivam īdṛśam iha ajani 
SA_GK19_bhago-215	"""tṛṇādapi sunīcena"	tṛṇāt api su nīcena 
SA_GK19_bhago-216	tarorapi sahiṣṇunā|	taroḥ api sahiṣṇunā 
SA_GK19_bhago-217	amāninā mānadena	amāninā mānadena 
SA_GK19_bhago-218	"kīrtanīyaḥ sadā hariḥ ||3||"""	kīrtanīyaḥ sadā hariḥ 
SA_GK19_bhago-219	"""na dhanaṃ na janaṃ na sundarīṃ"	na dhanam na janam na sundarīm 
SA_GK19_bhago-220	kavitāṃ vā jagadīśa kāmaye|	kavi tām vā jagadīśa kāmaye 
SA_GK19_bhago-221	mama janmani janmanīśvare	mama janmani janmani īśvare 
SA_GK19_bhago-222	"bhavatād bhaktirahaitukī tvayi||4||"""	bhavatāt bhaktiḥ ahaitukī 
SA_GK19_bhago-223	"""ayi nandatanuja kiṃkaraṃ"	ayi nanda tanuja kiṃkaram 
SA_GK19_bhago-224	patitaṃ māṃ viṣame bhavāmbudhau|	patitam mām viṣame bhava ambudhau 
SA_GK19_bhago-225	kṛpayā tava pādapaṃkaja-	kṛpayā tava pāda paṃkaja 
SA_GK19_bhago-226	"sthitadhūlisadṛśaṃ vicintaya||5||"""	sthita dhūli sadṛśam 
SA_GK19_bhago-227	"""nayanaṃ galadaśrudhārayā vadanaṃ gadagadaruddhayā girā|"	nayanam galat aśru dhārayā vadanam gada gada ruddhayā girā 
SA_GK19_bhago-228	"pulakairnicitaṃ vapuḥ kadā tava nāma-grahaṇe bhaviṣyati||6||"""	pulakaiḥ nicitam vapuḥ kadā tava nāma grahaṇe 
