segmentnr	original	analyzed
SA_XX_bowermsu-11	5 indukāntamaṇayaḥ pracuraṃ sravanti // 4 //	indukānta maṇayaḥ pracuram sravanti 
SA_XX_bowermsu-12	yasyābdamuktajaladhautaśilātaleṣu kuṃjeṣu naikavidhavīgaṇanāditeṣu /	yasya abda mukta jaladhauta śilā taleṣu kuṃjeṣu nā eka vidhavī gaṇa nāditeṣu 
SA_XX_bowermsu-13	ramyeṣu puṣpaphaladadrumasaṃkaṭeṣu	ramyeṣu puṣpa phalada druma saṃkaṭeṣu 
SA_XX_bowermsu-14	6 rātrau hutāśanavad auṣadhayo jvalanti // 5 //	rātrau hutāśana vat auṣadhayaḥ jvalanti 
SA_XX_bowermsu-15	candrāṃśugauratarakeśarabhārabhṛdbhir mattebhamastakataṭakṣatajotkṣitāṃśaiḥ /	candra aṃśu gauratara keśara bhāra bhṛdbhiḥ matta ibha mastaka taṭa kṣataja utkṣita aṃśaiḥ 
SA_XX_bowermsu-16	siṃhaiḥ śiloccayaguhāvadanāṭṭahāsair	siṃhaiḥ śiloccaya guhā vadana aṭṭahāsaiḥ 
SA_XX_bowermsu-17	7 na kṣamyate 'mbudharavṛndaravo 'pi yatra // 6 //	na kṣamyate mbudhara vṛnda ravaḥ pi yatra 
SA_XX_bowermsu-18	tasmin girāv avanimaṇḍalamaṇḍabhūte sarvātithāv iva jagad vibhavapradānaiḥ /	tasmin girau avani maṇḍala maṇḍa bhūte sarva atithau iva jagat vibhava pradānaiḥ 
SA_XX_bowermsu-19	sarvartupuṣpaphalavaddrumaramyasānāv	sarva ṛtu puṣpa phalavat druma ramya sānau 
SA_XX_bowermsu-20	8 ete vidhūtatamaso munayo vasanti // 7 //	ete vidhūta tamasaḥ munayaḥ vasanti 
SA_XX_bowermsu-21	ātreyahāritaparāśarabhelagargaśāṃbavyasuśrutavasiṣṭhakarālakāpyaḥ /	ātreya hārita parāśara bhela garga śāṃbavya suśruta vasiṣṭha karāla kāpyaḥ 
SA_XX_bowermsu-22	sarvauṣadhīrasaguṇākṛtivīryanāmajijñāsavaḥ	                        
SA_XX_bowermsu-23	9 samuditāḥ śataśaḥ praceruḥ // 8 //	samuditāḥ śataśas praceruḥ 
SA_XX_bowermsu-24	dṛṣṭvā patrair haritaharitair indranīlaprakāśaiḥ kandaiḥ kundasphaṭikakumudendvaṃśuśaṃkhābhraśubhraiḥ /	dṛṣṭvā patraiḥ harita haritaiḥ indranīla prakāśaiḥ kandaiḥ kunda sphaṭika kumuda indu aṃśu śaṃkha abhra śubhraiḥ 
SA_XX_bowermsu-25	utpannāstho	utpannā astho 
SA_XX_bowermsu-26	10 munim upagataḥ suśrutaḥ kāśirājaṃ kinv etat syād atha sa bhagavān āha tasmai yathāvat* // 9 //	munim upagataḥ suśrutaḥ kāśi rājam kinu etat syāt atha sa bhagavān āha tasmai yathāvat 
SA_XX_bowermsu-27	purāmṛtaṃ pramathitam asurendraḥ svayaṃ papau /	purā amṛtam pramathitam asura indraḥ svayam papau 
SA_XX_bowermsu-28	tasya ciccheda bhagavān uttamāṃgaṃ	tasya ciccheda bhagavān uttamāṃgam 
SA_XX_bowermsu-29	11 janārdanaḥ // 10 //	  
SA_XX_bowermsu-30	kaṇṭhanāḍī samāsannā vicchinne tasya mūrdhani /	kaṇṭhanāḍī samāsannā vicchinne tasya mūrdhani 
SA_XX_bowermsu-31	vindavaḥ patitā bhūmāv ādyaṃ tasyeha janma tu // 11 //	vindavaḥ patitāḥ bhūmau ādyam tasya iha janma tu 
SA_XX_bowermsu-32	I. Fol. 2: Bower manuscript	bower manuscript 
SA_XX_bowermsu-33	r1 na bhakṣayanty enam ataś ca viprāḥ śarīrasaṃparkaviniḥsṛtatvāt* /	R na bhakṣayanti enam atas ca viprāḥ śarīra samparka viniḥsṛta tvāt 
SA_XX_bowermsu-34	gandhogratām apy ata eva cāsya vadanti śāstrādhigamapravīṇāḥ // 12 //	gandha ugra tām api atas eva ca asya vadanti śāstra adhigama pravīṇāḥ 
SA_XX_bowermsu-35	lavaṇarasaviyogād āhur enaṃ raśūnam	lavaṇa rasa viyogāt āhuḥ enam raśūnam 
SA_XX_bowermsu-36	2 laśuna iti tu saṃjñā cāsya lokapratītā /	laśunaḥ iti tu saṃjñā ca asya loka pratītā 
SA_XX_bowermsu-37	bahubhir iha kim uktair deśabhāṣābhidhānaiḥ śṛṇu rasaguṇavīryāṇy asya caivopayogāt* // 13 //	bahubhiḥ iha kim uktaiḥ deśa bhāṣā abhidhānaiḥ śṛṇu rasa guṇa vīryāṇi asya ca eva upayogāt 
SA_XX_bowermsu-38	rase ca pāke ca kaṭuḥ pradiṣṭaḥ	rase ca pāke ca kaṭuḥ pradiṣṭaḥ 
SA_XX_bowermsu-39	3 pāke tathā svādur udāhṛto 'nyaḥ /	pāke tathā svāduḥ udāhṛtaḥ nyaḥ 
SA_XX_bowermsu-40	laghuś ca gandhena sa durjaraś ca vīryeṇa coṣṇaḥ prathitaś ca vṛṣyaḥ // 14 //	laghuḥ ca gandhena sa durjaraḥ ca vīryeṇa ca uṣṇaḥ prathitaḥ ca vṛṣyaḥ  /
SA_XX_bowermsu-41	āṃbloṣṇasnehabhāvāt pavanabalaharaḥ	                
SA_XX_bowermsu-42	4 prokto munivṛṣaiḥ madhuryāt pittabhāvād api ca sa rasatayā pittapraśamanaḥ /	proktaḥ muni vṛṣaiḥ madhuryāt pitta bhāvāt api ca sa rasa tayā pitta praśamanaḥ 
SA_XX_bowermsu-43	auṣṇyāt taikṣṇyāt kaṭutvāt kaphabalavijayī vidvadbhir uditaḥ sarvān rogān nihanyād iti	auṣṇyāt taikṣṇyāt kaṭu tvāt kapha bala vijayī vidvadbhiḥ uditaḥ sarvān rogān nihanyāt iti 
SA_XX_bowermsu-44	5 vidhivihito doṣatrayaharaḥ // 15 //	          
SA_XX_bowermsu-45	pavanaṃ vinihanty api cāsthigataṃ kapham apy acirād uditaṃ śamayet* /	pavanam vinihanti api ca asthi gatam kapham api acirāt uditam śamayet 
SA_XX_bowermsu-46	janayed api cāgnibalaṃ prabalaṃ balavarṇakaraḥ pravaraś ca	janayet api ca agni balam prabalam bala varṇa karaḥ pravaraḥ ca 
SA_XX_bowermsu-47	6 mataḥ // 16 // atha khalu bahuvidhamadyamāṃsasarpir yavagodhūmabhujāṃ sukhātmakānām* /	mataḥ    atha khalu bahuvidha madya māṃsa sarpiḥ yava godhūma bhujām sukha ātmakānām 
SA_XX_bowermsu-48	ayam iha laśunotsavaḥ prayojyo nimakāle ca madhau ca mādhave ca // 17 //	ayam iha laśuna utsavaḥ prayojyaḥ nima kāle ca madhau ca mādhave ca  /
SA_XX_bowermsu-49	7 tyajyante kāminībhir jayanasamucitā yatra kañcīkalāpāḥ hārāḥ śaityān na vakṣastanataṭayugalā pīḍanāt saṃprayānti /	tyajyante kāminībhiḥ jayana samucitāḥ yatra kañcī kalāpāḥ hārāḥ śaityāt na vakṣaḥ stana taṭa yugalā pīḍanāt saṃprayānti 
SA_XX_bowermsu-50	kāntā nendvaṅśujālavyatikarasubhagā harmyapṛṣṭhopabhogāḥ	kāntāḥ nā indu aṅśu jāla vyatikara subhagāḥ harmya pṛṣṭha upabhogāḥ 
SA_XX_bowermsu-51	8 kāle tasmin prayojyo hy aguru bahumataṃ kuṃkum āṃkāś ca yatra // 18 //	kāle tasmin prayojyaḥ hi aguru bahu matam kuṃkum āṃkāḥ ca yatra 
SA_XX_bowermsu-52	harmyāgreṣv atha toraṇeṣu balabhīdvāreṣu cāviṣkṛtāḥ kandāḍhyā laśunasrajo viracayed bhūmau	harmya agreṣu atha toraṇeṣu balabhī dvāreṣu ca āviṣkṛtāḥ kanda āḍhyāḥ laśuna srajaḥ viracayet bhūmau 
SA_XX_bowermsu-53	9 tathaivārcanam* /	tathā eva arcanam 
SA_XX_bowermsu-54	mālās tat paricārakasya ca janasyāropayet tan mayīr ity asyaiṣa vidhir janasya vihitaḥ svalpopamā nāmataḥ // 19 //	mālāḥ tat paricārakasya ca janasya āropayet tat mayīḥ iti asya eṣa vidhiḥ janasya vihitaḥ su alpa upamā nāmataḥ  /
SA_XX_bowermsu-55	atha śuddhatanuḥ śucir viviktaḥ	atha śuddha tanuḥ śuciḥ viviktaḥ 
SA_XX_bowermsu-56	10 suraviprān pratipūjya pāvakaṃ ca /	sura viprān pratipūjya pāvakam ca 
SA_XX_bowermsu-57	laśunāt svarasaṃ paṭāntapūtaṃ prapibed ahni śubhagraharkṣayukte // 20 //	                   
SA_XX_bowermsu-58	kuḍavaṃ kuḍavād athāpi cārdhaṃ kuḍavaṃ sārdham ato 'pi vātimātram* /	kuḍavam kuḍavāt atha api ca ardham kuḍavam sārdham vā atimātram 
SA_XX_bowermsu-59	v1 niyatā na hi kācid atra mātrā prapibed doṣabalāmayāni dṛṣṭvā // 21 //	niyatā na hi kācid atra mātrā prapibet doṣa bala āmayāni dṛṣṭvā 
SA_XX_bowermsu-60	satālavṛntavyajanānilaiḥ śubhaiḥ pibantam enaṃ samabhispṛśec chanaiḥ /	sa tālavṛnta vyajana anilaiḥ śubhaiḥ pibantam enam samabhispṛśet śanais 
SA_XX_bowermsu-61	2 bhavet tu mūrcchā pibato 'pi vā yadi spṛśet tataḥ śītajalaiḥ sacandanaiḥ // 22 //	bhavet tu mūrcchā vā yadi spṛśet tatas śīta jalaiḥ sa candanaiḥ 
SA_XX_bowermsu-62	surātritīyāṃśavimūrcchitasya gaṇḍūṣam ekaṃ prapibed rasasya /	surā tritīya aṃśa vimūrcchitasya gaṇḍūṣam ekam prapibet rasasya 
SA_XX_bowermsu-63	pūrvaṃ galakrīḍividhānahetoḥ	pūrvam galakrīḍi vidhāna hetoḥ 
SA_XX_bowermsu-64	3 sthitvā muhūrtaṃ ca pibet saśeṣam* // 23 //	sthitvā muhūrtam ca pibet sa śeṣam 
SA_XX_bowermsu-65	tasmiñ jīrṇe kṣiraśālyānnabhuk syāt kṣirāyojyo jāṃgalānāṃ rasair vā /	tasmin jīrṇe kṣira śālyā anna bhuj syāt kṣira āyojyaḥ jāṃgalānām rasaiḥ vā 
SA_XX_bowermsu-66	hṛdyair yūṣaiḥ saṃskṛtair vaidalair vā yuktaḥ snehair mātrayaikaṃ ca	hṛdyaiḥ yūṣaiḥ saṃskṛtaiḥ vaidalaiḥ vā yuktaḥ snehaiḥ mātrayā ekam ca 
SA_XX_bowermsu-67	4 kālam* // 24 // piben mārdvīkaṃ vā madhu madhusaṃāṃśac chātamadirām ariṣṭaṃ śīdhuṃ vā jagalam agajaṃ maireyam api vā /	kālam pibet mārdvīkam vā madhu śāta madirām ariṣṭam śīdhum vā jagalam agajam maireyam api vā 
SA_XX_bowermsu-68	ato 'nyad vā madyaṃ bhavati guṇavad yat tat sasalilaṃ pibed ekaikaṃ vā na	atas nyat vā madyam bhavati guṇavat yat tat sa salilam pibet ekaikam vā na 
SA_XX_bowermsu-69	5 bhavati yathā madyavyatikaraḥ // 25 //	bhavati yathā madya vyatikaraḥ 
SA_XX_bowermsu-70	amadyapaḥ sukhodakaṃ pibet tathāmblakāṃcikam* /	amadyapaḥ sukha udakam pibet tathā ambla kāṃcikam 
SA_XX_bowermsu-71	tuṣodakaṃ suvīrajaṃ pibec ca mastu yac chubham* // 26 //	tuṣodakam su vīra jam pibet ca mastu yat śubham 
SA_XX_bowermsu-72	na guḍena kathaṃcid enam adyān na tathāmaṃ ca jalaṃ pibet	na guḍena kathaṃcid enam adyāt na tathā āmam ca jalam pibet 
SA_XX_bowermsu-73	6 prayujan* / satataṃ ca bhaved ajīrṇaśaṃkī na ca khāded abahūni vāsarāṇi // 27 //	satatam ca bhavet ajīrṇa śaṃkī na ca khādet abahūni vāsarāṇi 
SA_XX_bowermsu-74	atha kandāñ cchubhāñ cchlakṣṇān piṣṭān sarpiś ca tatsamam* /	atha kandām śubhām ślakṣṇān piṣṭān sarpiḥ ca tad samam 
SA_XX_bowermsu-75	khajenābhipramathyaitad ekadhyaṃ ghṛtabhājane // 28 //	khajena abhipramathya etat ekadhyam ghṛta bhājane   
SA_XX_bowermsu-76	7 vyuṣṭaṃ daśāhāt prabhṛti bhakṣayed bilvasaṃmitam* /	vyuṣṭam daśa ahāt prabhṛti bhakṣayet bilva saṃmitam 
SA_XX_bowermsu-77	jīrṇe ca rasakalpoktam āhāravidhim ācaret* // 29 //	jīrṇe ca rasakalpa uktam āhāra vidhim ācaret 
SA_XX_bowermsu-78	dvāv apy etāv abhihitau kalpau prāgraharau mayā /	dvau api etau abhihitau kalpau prāgra harau mayā 
SA_XX_bowermsu-79	anayor yatnavān	anayoḥ yatnavān 
SA_XX_bowermsu-80	8 nā syāt kalpān anyāñ cchṛṇuṣva me // 30 //	nā syāt kalpān anyān śṛṇuṣva me  /
SA_XX_bowermsu-81	kandāñ cchaṅkhābhān apahṛtamalān saktu kulmāsacukraiḥ sarpistailābhyāṃ samita vikṛtaiḥ sūpamāṃsaprakāraiḥ /	chaṅkha ābhān apahṛta malān saktu kulmāsa cukraiḥ sarpiḥ tailābhyām samita vikṛtaiḥ sūpa māṃsa prakāraiḥ 
SA_XX_bowermsu-82	maudgaiś cūrṇair haritakayutair	maudgaiḥ cūrṇaiḥ haritaka yutaiḥ 
SA_XX_bowermsu-83	9 gandhasauvarcalāḍhyair adyāt saṃskārair bahubhir aparaiḥ sādhitān vetarāṇi // 32 //	gandha sauvarcala āḍhyaiḥ adyāt saṃskāraiḥ bahubhiḥ aparaiḥ sādhitān vā itarāṇi 
SA_XX_bowermsu-84	māṃsaiḥ sārdhaṃ sādhayitvāsya kāṇḍaṃ pūtaṃ hṛdyaṃ taṃ rasaṃ pāyayīta /	māṃsaiḥ sārdham sādhayitvā asya kāṇḍam pūtam hṛdyam tam rasam pāyayīta 
SA_XX_bowermsu-85	siddhaṃ tadvat kṣīram asmai	siddham tadvat kṣīram asmai 
SA_XX_bowermsu-86	10 pradadyād yūṣaṃ vā syād vaidalaṃ tadvimiśram* // 32 //	pradadyāt yūṣam vā syāt vaidalam tad vimiśram 
SA_XX_bowermsu-87	atha tailaśuktasahitaṃ laśunaṃ nihitaṃ yaveṣu parilipya mṛdā /	atha taila śukta sahitam laśunam nihitam yaveṣu parilipya mṛdā 
SA_XX_bowermsu-88	sthitam ekam abdam upayujya naraḥ sucire sthitān	sthitam ekam abdam upayujya naraḥ su cire sthitān 
SA_XX_bowermsu-89	11 api jahāti gadān* // 33 //	api jahāti gadān 
SA_XX_bowermsu-90	triratnam uṣitā tu gaur anatṛṇā yadā syāt tadā tṛṇārdham upakalpayel laśuna _ ^ _ _ ^ _ /	triratnam uṣitā tu gauḥ an atṛṇā yadā syāt tadā tṛṇa ardham upakalpayet 
SA_XX_bowermsu-91	I. Fol. 3: Bower manuscript	bower manuscript 
SA_XX_bowermsu-92	r1 payodadhighṛtāni takram athavāpi tad brāhmaṇaḥ prayujya vividhān gadān abhivijitya śarmī bhavet* // 34 //	R payas dadhi ghṛtāni takram athavā api tat brāhmaṇaḥ prayujya vividhān gadān abhivijitya śarmī bhavet  /
SA_XX_bowermsu-93	prasthān dvātriṃśal laśunarasataḥ	prasthān dvātriṃśat laśuna rasataḥ 
SA_XX_bowermsu-94	2 kiṇvam ardhārdham asmāt tailaprastho vyapagatamalaḥ piṣṭataḥ ṣaṭ ca deyāḥ /	kiṇvam ardha ardham asmāt taila prasthaḥ vyapagata malaḥ piṣṭataḥ ṣaṭ ca deyāḥ 
SA_XX_bowermsu-95	dadyān nikvāthād api ca kalaśaṃ meṣaśṛṃgyāḥ	dadyāt nikvāthāt api ca kalaśam meṣaśṛṃgyāḥ 
SA_XX_bowermsu-96	3 suśītaṃ prasthau ca dvau punar abhiharet tatra piṣṭasya dhīmān* // 35 //	su śītam prasthau ca dvau punar abhiharet tatra piṣṭasya dhīmān 
SA_XX_bowermsu-97	iti sureyaṃ paṃca paṃcāhād rasavarṇagandhaiḥ samanvitā	iti surā iyam paṃca paṃca ahāt rasa varṇa gandhaiḥ samanvitā 
SA_XX_bowermsu-98	4 bhavati tailaṃ nāmataś cedam udīrṇam atyarthakārmukam* /	bhavati tailam nāmataḥ ca idam udīrṇam atyartha kārmukam 
SA_XX_bowermsu-99	tailam etad yaḥ surām api vā puruṣaḥ prayuṃjīta yatnataḥ	tailam etat yaḥ surām api vā puruṣaḥ prayuṃjīta yatnataḥ 
SA_XX_bowermsu-100	5 pariharanti taṃ gadānīkāny ājau kṛtāstrān ivetare // 36 //	pariharanti tam gadā anīkāni ājau kṛtāstrān iva itare 
SA_XX_bowermsu-101	prasthaṃ piṣṭvā śodhitam ekaṃ laśunānāṃ yuṃjyāc cūrṇais traiphalair ardhapalitaiḥ /	prastham piṣṭvā śodhitam ekam laśunānām yuṃjyāt cūrṇaiḥ traiphalaiḥ ardha palitaiḥ 
SA_XX_bowermsu-102	6 sarpistailābhyāṃ kuḍavaś ceti daśāhaṃ vyuṣṭaṃ kāsaśvāsaviḍaṃ vighnam uśanti // 37 //	sarpiḥ tailābhyām kuḍavaḥ ca iti daśa aham vyuṣṭam kāsa śvāsa viḍam vighnam uśanti  /
SA_XX_bowermsu-103	hanyād yukto mārutagulmaṃ pavanaghnaiḥ	hanyāt yuktaḥ māruta gulmam pavana ghnaiḥ 
SA_XX_bowermsu-104	7 kuṣṭaṃ hanyād yojitamātraṃ khadireṇa /	  hanyāt      
SA_XX_bowermsu-105	kāsaśvāsaghno hayagandhāvyatimiśraḥ svaryaḥ proktaś caiṣa vimiśro madhuyaṣṭyā // 38 //	                   
SA_XX_bowermsu-106	nānāvidhān eṣa nihanti rogān	nānāvidhān eṣa nihanti rogān 
SA_XX_bowermsu-107	8 nānāvidhadravyaviśeṣayuktaḥ /	nānāvidha dravya viśeṣa yuktaḥ 
SA_XX_bowermsu-108	na yantraṇā kutracid asti kalpe yathā prayuktaḥ sukhibhiḥ sa kalpaḥ // 39 //	na yantraṇā kutracid asti kalpe yathā prayuktaḥ sukhibhiḥ sa kalpaḥ 
SA_XX_bowermsu-109	rasāyanavarasyāsya prayuktasya	rasāyana varasya asya prayuktasya 
SA_XX_bowermsu-110	9 guṇāni mat* / samāsataḥ procyamānān suśrute 'gramanāḥ śṛṇu // 40 //	guṇāni mat samāsatas procyamānān suśrute gramanāḥ śṛṇu   
SA_XX_bowermsu-111	kuṣṭhārocakagulmakāsakṛśatāśvitrāgnisādapraṇut* vātāsṛgdaraśūlaśoṣajaṭharaplihodarārśoharaḥ /	                                                                    
SA_XX_bowermsu-112	10 pakṣāghātakaṭigrahakrimigadodāvartamehāpahaḥ tandrīpīnasavāhupṛṣṭapavanāpasmārasaṃsūdanaḥ // 41 //	                             
SA_XX_bowermsu-113	śrīmān veṇumṛdaṃgavalguninadas taptāgrahemadyutir medhādhībalavān	śrīmān veṇu mṛdaṃga valgu ninadaḥ tapta agra hema dyutiḥ medhā dhī balavān 
SA_XX_bowermsu-114	11 susaṃhatatanur balyādibhir varjitaḥ /	su saṃhata tanuḥ bali ādibhiḥ varjitaḥ 
SA_XX_bowermsu-115	nityotsāhasuvardhibhiḥ samuditaiḥ sarvair dṛḍhair indriyaiḥ jīved abdaśataṃ dṛḍhānalabalaḥ striṣv akṣayo vā pumān* // 42 // _	nitya utsāha suvardhibhiḥ samuditaiḥ sarvaiḥ dṛḍhaiḥ indriyaiḥ jīvet abda śatam dṛḍha anala balaḥ striṣu akṣayaḥ vā pumān     
SA_XX_bowermsu-116	v1 ^ ^ ^ ^ laśunāṃ kalpa ukto mayāyaṃ munibhir api ca dṛṣṭaḥ prāktanair evam eva /	                  evam eva 
SA_XX_bowermsu-117	pa ^ ^ ^ ^ ^ _ _ _ prayuṅktāṃ ca samyag ^ ^ ^ ^ .ṛ ^ .ū .y. _ ^ _ _ ^ _ _ // 43 // _	prayuṅktām ca samyak 
SA_XX_bowermsu-118	2 āhārapaktidhātūnāṃ sāmyam ārogyam eva ca /	āhāra pakti dhātūnām sāmyam ārogyam eva ca 
SA_XX_bowermsu-119	puṣṭis tejas tathotsaham āyuś caivāgnisaṃbhavāḥ // 44 //	puṣṭiḥ tejaḥ tathā utsaham āyuḥ ca eva agni saṃbhavāḥ 
SA_XX_bowermsu-120	agnir āhāramūlas tu paktimūlāś ca dhātavaḥ /	agniḥ āhāra mūlaḥ tu pakti mūlāḥ ca dhātavaḥ 
SA_XX_bowermsu-121	dhātusāmyāt tathārogyam ārogyāt puṣṭir	dhātu sāmyāt tathā ārogyam ārogyāt puṣṭiḥ 
SA_XX_bowermsu-122	3 uttamā // 45 // puṣṭyā tejas tathotsāhaḥ sarvair etaiś ca jīvitam* /	uttamā puṣṭyā tejaḥ tathā utsāhaḥ sarvaiḥ etaiḥ ca jīvitam 
SA_XX_bowermsu-123	prāṇināṃ vardhate tasmād agnim ādau parikṣayet* // 46 //	prāṇinām vardhate tasmāt agnim ādau parikṣayet  /
SA_XX_bowermsu-124	dhātusāmyāt samaḥ proktaḥ sa vai śreṣṭhaḥ prakīrtitaḥ /	dhātu sāmyāt samaḥ proktaḥ sa vai śreṣṭhaḥ prakīrtitaḥ 
SA_XX_bowermsu-125	viṣame dādhikaṃ sarpiḥ pibed vā havuṣādikam* // 47 //	viṣame dādhikam sarpiḥ pibet vā havuṣādikam 
SA_XX_bowermsu-126	4 snigdhoṣṇā vartayaś ceṣṭas tathā pānāśanāni ca /	snigdha uṣṇāḥ vartayaḥ ca iṣṭaḥ tathā pāna aśanāni ca 
SA_XX_bowermsu-127	mande tu laṃghanaṃ pūrvaṃ paścāt pācanadīpanam* // 48 //	mande tu laṃghanam pūrvam paścāt pācana dīpanam 
SA_XX_bowermsu-128	cūrṇāriṣṭaprayogāś ca hitāḥ pittakaphāpahāḥ /	cūrṇa ariṣṭa prayogāḥ ca hitāḥ pitta kapha apahāḥ 
SA_XX_bowermsu-129	yathāsātmyaṃ prayoktavyaṃ same 'gnau bhiṣajām iti // 49 // bhavati	yathā a sātmyam prayoktavyam same gnau bhiṣajām iti      bhavati 
SA_XX_bowermsu-130	5 cātra // mande tīkṣṇe ca mṛyate vinopakaraṇair naraḥ /	ca atra mande tīkṣṇe ca mṛyate vinā upakaraṇaiḥ naraḥ 
SA_XX_bowermsu-131	viṣame rogabāhulyaṃ same jīvec ciraṃ sukhī // 50 //	viṣame roga bāhulyam same jīvet ciram sukhī 
SA_XX_bowermsu-132	tasmād rogeṣu sarveṣu sarvakāleṣu buddhimān* /	tasmāt rogeṣu sarveṣu sarva kāleṣu buddhimān 
SA_XX_bowermsu-133	agnimūlā kriyā	agni mūlā kriyā 
SA_XX_bowermsu-134	6 kāryā paścād āmayaśāntaye // 51 //	kāryā paścāt āmaya śāntaye 
SA_XX_bowermsu-135	svarasena śaṃkhapuṣpyā brāhmīmaṇḍūkaparṇimadhukānām* /	svarasena śaṃkhapuṣpyāḥ brāhmī maṇḍūkaparṇi madhukānām 
SA_XX_bowermsu-136	medhārogyabalārthī jīvitukāmaḥ prayuṃjīta // 52 //	medhā ārogya bala arthī jīvitu kāmaḥ prayuṃjīta 
SA_XX_bowermsu-137	māsena tu medhāvī ṣaṇmāsāc chrutadharo bhavaty ajaraḥ /	māsena tu medhāvī ṣaṣ māsāt śrutadharaḥ bhavati ajaraḥ 
SA_XX_bowermsu-138	7 jīvati varṣasahasraṃ samā prayogāc catadvayaṃ vidhivat* // 53 //	jīvati varṣa sahasram samā prayogāt vidhivat 
SA_XX_bowermsu-139	evaṃ parataḥ parataḥ prayuṃjamāno bhavaty ajaraḥ // @- - - - //	evam paratas paratas prayuṃjamānaḥ bhavati ajaraḥ      
SA_XX_bowermsu-140	{O} [Rest der Zeile frei]	o rest der zeile frei 
SA_XX_bowermsu-141	8 yavāgūkhaḍayūṣeṣu lehacūrṇāgadeṣu ca /	yavāgū khaḍa yūṣeṣu leha cūrṇa agadeṣu ca 
SA_XX_bowermsu-142	guḍikāṃjanavartyāsudhūmapradhamaneṣu ca // 55 //	guḍikā aṃjana vartyā asudhūma pradhamaneṣu ca 
SA_XX_bowermsu-143	puṭapākatarpaṇasvedenāvamanāścyotaneṣu ca // 56 //	puṭapāka tarpaṇa svedena avamana āścyotaneṣu ca 
SA_XX_bowermsu-144	9 anyeṣu cāpy anukteṣu yatra bhāgo na kīrtitaḥ /	anyeṣu ca api an ukteṣu yatra bhāgaḥ na kīrtitaḥ 
SA_XX_bowermsu-145	dravyāṇāṃ samabhāgaḥ syād dviguṇe madhusarpiṣī // 57 //	dravyāṇām sama bhāgaḥ syāt dviguṇe madhu sarpiṣī   
SA_XX_bowermsu-146	triguṇaṃ tu guḍaṃ dadyāt sitā cūrṇaṃ caturguṇaṃ /	triguṇam tu guḍam dadyāt sitā cūrṇam caturguṇam 
SA_XX_bowermsu-147	peṣyeṣu yatra	peṣyeṣu yatra 
SA_XX_bowermsu-148	10 noddiṣṭaṃ dravan tatra jalaṃ matam* // 58 //	na uddiṣṭam dravan tatra jalam matam 
SA_XX_bowermsu-149	dadhimūtrapayaḥsarpiromaśṛṃgaśapheṣu ca /	dadhi mūtra payaḥ sarpiḥ roma śṛṃga śapheṣu ca 
SA_XX_bowermsu-150	gavyaṃ prakalpayet sarvaṃ madhūnāṃ mākṣikodbhavam* // 59 //	  prakalpayet sarvam       
SA_XX_bowermsu-151	dāḍimatvacayā	dāḍima tvacayā 
SA_XX_bowermsu-152	11 sārdhaṃ kaṭutailaṃ vipācayet* /	         
SA_XX_bowermsu-153	karṇau bhagoṣṭhauliṃgaś ca sarva etena vardhati // 60 //	karṇau bhaga uṣṭhau liṃgaḥ ca sarvaḥ etena vardhati  /
