segmentnr	original	analyzed
SA_GSP31_isvskaru-13	tal liṅga-liṅgi2-pūrvakam āpta-śrutir āpta-vacanaṃ tu3.	tat āpta śrutiḥ āpta vacanam 
SA_GSP31_isvskaru-14	1 dvi V2 2 liṅgi-liṅga K 3 ca V2, V1, J SK_6	dvi u liṅgi liṅga k ca   j sk 
SA_GSP31_isvskaru-15	sāmānyatas tu dṛṣṭād atī'ndriyāṇām pratītir1 anumānāt	sāmānyatas tu dṛṣṭāt atīndriyāṇām pratītiḥ anumānāt 
SA_GSP31_isvskaru-16	tasmād api cā '-siddham paro.akṣam āptā`gamāt siddham2.	tasmāt api ca ā siddham paroakṣam āpta āgamāt 
SA_GSP31_isvskaru-17	1 prasiddhir V2, V1,	prasiddhiḥ 
SA_GSP31_isvskaru-18	G(D), Y 2 sādhyam Y, M SK_7	sādhay y m 
SA_GSP31_isvskaru-19	ati-dūrāt sāmīpyād indriya-ghātān mano.an-avasthānāt	ati dūrāt sāmīpyāt indriya ghātāt manaḥ anavasthānāt 
SA_GSP31_isvskaru-20	saukṣmyād vyavadhānād abhibhavāt samānā'bhihārāc ca. SK_8	saukṣmyāt vyavadhānāt abhibhavāt samāna abhihārāt ca sk
SA_GSP31_isvskaru-21	saukṣmyāt tad-an-upalabdhir nā '-bhāvāt kāryatas tad-upalabdhiḥ1	saukṣmyāt tad anupalabdhiḥ nā bhāvāt kāryataḥ tad upalabdhiḥ 
SA_GSP31_isvskaru-22	mahad-ādi tac ca2 kāryam prakṛti-vi-rūpaṃ sa-rūpaṃ3 ca.	mahat ādi tat ca kāryam prakṛti virūpam sarūpam ca 
SA_GSP31_isvskaru-23	1 upalabdheḥ J, V,	upalabdheḥ j v 
SA_GSP31_isvskaru-24	K 2 tac ca mahad-ādi D	tat ca mahat ādi d 
SA_GSP31_isvskaru-25	3 sarūpaṃ virūpaṃ J,	sarūpam virūpam j 
SA_GSP31_isvskaru-26	V; virūpaṃ svarūpaṃ G (G) SK_9	v virūpam svarūpam g sk
SA_GSP31_isvskaru-27	a-sad-a-karaṇād upādāna-grahaṇāt sarva-sambhavā'-bhāvāt	asat akaraṇāt upādāna grahaṇāt sarva sambhava abhāvāt 
SA_GSP31_isvskaru-28	śaktasya śakya-karaṇāt kāraṇa-bhāvāc ca sat-kāryam.	śaktasya śakya karaṇāt kāraṇa bhāvāt ca satkāryam 
SA_GSP31_isvskaru-29	hetumad a-nityam a-vyāpi sa-kriyam an-ekam āśritaṃ liṅgam	hetumat anityam avyāpi sa kriyam anekam āśritam liṅgam 
SA_GSP31_isvskaru-30	sā'vayavaṃ para-tantraṃ vyaktaṃ viparītam a-vyaktam.	sa avayavam paratantram vyaktam viparītam avyaktam 
SA_GSP31_isvskaru-31	tri-guṇam a-viveki viṣayaḥ sāmānyam a-cetanaṃ prasava-dharmi	triguṇam aviveki viṣayaḥ sāmānyam acetanam prasava dharmi 
SA_GSP31_isvskaru-32	vyaktaṃ tathā pradhānaṃ tad-viparītas tathā ca pumān.	vyaktam tathā pradhānam tad viparītaḥ tathā ca pumān 
SA_GSP31_isvskaru-33	prīty-a-prīti-viṣādā`tmakāḥ prakāśa-pravṛtti1-niyamā'rthāḥ	prīti aprīti viṣāda ātmakāḥ 
SA_GSP31_isvskaru-34	anyo.anyā'bhibhavā`śraya- janana-mithuna-vṛttayaś ca guṇāḥ.	anyoanya abhibhava āśraya janana mithuna vṛttayaḥ ca guṇāḥ 
SA_GSP31_isvskaru-35	1 pravṛttir K	pravṛttiḥ k 
SA_GSP31_isvskaru-36	sattvaṃ laghu prakāśakam1 iṣṭam upaṣṭambhakaṃ2 calaṃ ca rajaḥ	sattvam laghu prakāśakam iṣṭam upaṣṭambhakam calam ca rajaḥ 
SA_GSP31_isvskaru-37	guru varaṇakam eva tamaḥ pradīpavac cā 'rthato vṛttiḥ.	guru varaṇakam eva tamaḥ pradīpavat ca a rthataḥ vṛttiḥ 
SA_GSP31_isvskaru-38	1 prakāśam K 2upastambhakaṃ D	prakāśam k upastambhakam d 
SA_GSP31_isvskaru-39	a-viveky-ādi hi siddhaṃ1 traiguṇyāt tad-viparyayā2'-bhāvāt	aviveki ādi hi siddham traiguṇyāt 
SA_GSP31_isvskaru-40	kāraṇa-guṇā`tmakatvāt kāryasyā '-vyaktam api siddham.	kāraṇa guṇa ātmaka tvāt kāryasya vyaktam api siddham 
SA_GSP31_isvskaru-41	1 [my emendation];	mī emendation 
SA_GSP31_isvskaru-42	-ādi-siddhas V1,	ādi siddhaḥ 
SA_GSP31_isvskaru-43	V2; -ādiḥ siddhas G,	ādiḥ siddhaḥ g 
SA_GSP31_isvskaru-44	-ādeḥ siddhis V, D,	ādeḥ siddhiḥ 
SA_GSP31_isvskaru-45	S; -ādir hi siddhaṃ K 2 viparyaye V	s ādiḥ hi siddham k viparyaye 
SA_GSP31_isvskaru-46	bhedānāṃ parimāṇāt samanvayāc chaktitaḥ pravṛtteś ca	bhedānām parimāṇāt samanvayāt śaktitaḥ pravṛtteḥ ca 
SA_GSP31_isvskaru-47	kāraṇa-kārya-vibhāgād a-vibhāgād vaiśva-rūpasya1	kāraṇa kārya vibhāgāt avibhāgāt vaiśvarūpasya 
SA_GSP31_isvskaru-48	1 rūpyasya J, Y, M, V, K	rūpyasya j y m v k 
SA_GSP31_isvskaru-49	kāraṇam asty avyaktaṃ pravartate tri-guṇataḥ samudayāc1 ca	kāraṇam asti avyaktam pravartate triguṇataḥ samudayāt ca 
SA_GSP31_isvskaru-50	pariṇāma2taḥ salilavat prati-prati3-guṇā`śraya4-viśeṣāt.	salila vat 
SA_GSP31_isvskaru-51	1 samudayāś K 2 parimāṇa V2	samudayāḥ k parimāṇa v 
SA_GSP31_isvskaru-52	3 pratipatti V1 3 + 4 pṛthak-pṛthag-bhājana V2(comm)	pratipatti 
SA_GSP31_isvskaru-53	saṃghāta-parā'rthatvāt tri-guṇā`di-viparyayād adhiṣṭhānāt	saṃghāta para artha tvāt triguṇa ādi viparyayāt adhiṣṭhānāt 
SA_GSP31_isvskaru-54	puruṣo .asti bhoktṛ-bhāvāt kaivalyā'rthaṃ1 pravṛtteś ca.	puruṣaḥ asti bhoktṛ bhāvāt kaivalya artham pravṛtteḥ ca 
SA_GSP31_isvskaru-55	1 'rtha- V1, M, K	rtha m 
SA_GSP31_isvskaru-56	janana1-maraṇa-karaṇānāṃ prati-niyamād a-yugapat pravṛtteś ca	pratiniyamāt ayugapad pravṛtteḥ ca 
SA_GSP31_isvskaru-57	puruṣa-bahutvaṃ siddhaṃ trai-guṇya2-viparyayāc c' aiva.	puruṣa bahu tvam siddham c ā eva 
SA_GSP31_isvskaru-58	1 janma V2, V1, G(B,	janma 
SA_GSP31_isvskaru-59	D 2 tri-guṇā`di V2, V1, Y	triguṇa ādi   
SA_GSP31_isvskaru-60	tasmāc ca viparyāsāt1 siddhaṃ sākṣitvam asya puruṣasya	tasmāt ca viparyāsāt siddham sākṣi tvam asya puruṣasya 
SA_GSP31_isvskaru-61	kaivalyam mādhya-sthyaṃ draṣṭṛtvam2 a-kartṛ-bhāvaś3 ca.	kaivalyam mādhyasthyam draṣṭṛ tvam akartṛ bhāvaḥ ca 
SA_GSP31_isvskaru-62	1 viparyayāt V1 2 draṣṭitvam V2;	viparyayāt u draṣṭi tvam 
SA_GSP31_isvskaru-63	praṣṭhitvam V1 3 -bhāvāc V2	praṣṭhi tvam bhāvāt 
SA_GSP31_isvskaru-64	tasmāt tat-saṃyogād a-cetanaṃ cetanāvad iva liṅgaṃ	tasmāt tad saṃyogāt acetanam cetanāvat iva liṅgam 
SA_GSP31_isvskaru-65	guṇa-1kartṛtve ca2 tathā kart^ eva bhavaty3 udāsīnaḥ4.	ca tathā kart eva bhavati 
SA_GSP31_isvskaru-66	1 guṇāḥ V2 2 .api J, M, V 3 bhavatīty G (note) 4 udāsīnā V2	guṇāḥ api j m v 
SA_GSP31_isvskaru-67	puruṣasya darśanā'rthaṃ kaivalyā'rthaṃ1 tathā pradhānasya	puruṣasya darśana artham kaivalya artham tathā pradhānasya 
SA_GSP31_isvskaru-68	paṅgv-andhavad ubhayor api saṃyogas tat-kṛtaḥ sargaḥ.	paṅgu andha vat ubhayoḥ api saṃyogaḥ tad kṛtaḥ sargaḥ 
SA_GSP31_isvskaru-69	1 darśanā'rthaḥ kaivalyā'rthas Y	darśana arthaḥ kaivalya arthaḥ 
SA_GSP31_isvskaru-70	prakṛter mahāṃs,	prakṛteḥ mahān 
SA_GSP31_isvskaru-71	tato .ahaṃ- kāras,	tatas aham kāraḥ 
SA_GSP31_isvskaru-72	tasmād gaṇaś ca1 ṣoḍaśakaḥ	tasmāt gaṇaḥ ca ṣoḍaśakaḥ 
SA_GSP31_isvskaru-73	tasmād api ṣoḍaśakāt pañcabhyaḥ pañca bhūtāni.	tasmāt api ṣoḍaśakāt pañcabhyaḥ pañca bhūtāni 
SA_GSP31_isvskaru-74	1 tu V1	tu u 
SA_GSP31_isvskaru-75	adhyavasāyo buddhir dharmo jñānaṃ vi-rāga aiśvaryam	adhyavasāyaḥ buddhiḥ dharmaḥ jñānam virāgaḥ aiśvaryam 
SA_GSP31_isvskaru-76	sāttvikam etad-rūpaṃ tāmasam asmād viparyastam.	sāttvikam etad rūpam tāmasam asmāt viparyastam 
SA_GSP31_isvskaru-77	abhimāno .ahaṃ-kāras tasmād dvi-vidhaḥ pravartate sargaḥ	abhimānaḥ ahaṃkāraḥ tasmāt dvividhaḥ pravartate sargaḥ 
SA_GSP31_isvskaru-78	ekādaśakaś ca gaṇas1 tan-mātraḥ2 pañcakaś3 c' aiva.	ekādaśakaḥ ca gaṇaḥ tanmātraḥ pañcakaḥ 
SA_GSP31_isvskaru-79	1 aindriya ekādaśakas V1,	aindriyaḥ ekādaśakaḥ 
SA_GSP31_isvskaru-80	2 mātra- J, M, V, K,	mātra j m 
SA_GSP31_isvskaru-81	S; mātrakaḥ V1 3 pañcakañ S	s mātrakaḥ 
SA_GSP31_isvskaru-82	sāttvika ekādaśakaḥ pravartate vaikṛtād ahaṃ-kārāt	sāttvikaḥ ekādaśakaḥ pravartate vaikṛtāt ahaṃkārāt 
SA_GSP31_isvskaru-83	bhūtā`des tan1-mātraḥ sa tāmasas taijasād ubhayaṃ.	bhūtādeḥ sa tāmasaḥ taijasāt ubhayam 
SA_GSP31_isvskaru-84	1 tān Y, M (var), V	tān y m var 
SA_GSP31_isvskaru-85	buddhī'ndriyāṇi cakṣuḥ1- śrotra-ghrāṇa-rasana2-tvag-ākhyāni3	buddhīndriyāṇi 
SA_GSP31_isvskaru-86	vāk-pāṇi-pāda-pāyū 'pasthān4 karm'endriyāny āhuḥ.	vāc pāṇi pāda pāyū pasthān karmendriyāni āhuḥ 
SA_GSP31_isvskaru-87	1 śrotra- V1, M; karṇa- Y, M (var)	śrotra m karṇa y m var 
SA_GSP31_isvskaru-88	2 + 3 tvak-cakṣū-rasana-nāsikā*khyāni V1, Y, M	          
SA_GSP31_isvskaru-89	3 sparśanāni V2;	sparśanāni 
SA_GSP31_isvskaru-90	sparśanakāni G 4 'pasthāḥ V2, Y;'pasthaṃ K	sparśanakāni g pasthāḥ y pastham k 
SA_GSP31_isvskaru-91	ubhayā`tmakam atra manaḥ saṃkalpakam indriyaṃ ca sā-dharmyāt	ubhaya ātmakam atra manaḥ saṃkalpakam indriyam ca sādharmyāt 
SA_GSP31_isvskaru-92	guṇa-pariṇāma-viśeṣān nānātvam bāhya2-bhedāc3 ca.1	guṇa pariṇāma viśeṣāt nānātvam ca 
SA_GSP31_isvskaru-93	1 saṃkalpakam atra manaḥ,	saṃkalpakam atra manaḥ 
SA_GSP31_isvskaru-94	tac c' endriyam ubhayathā samākhyātam	tat ca indriyam ubhayathā samākhyātam 
SA_GSP31_isvskaru-95	antas tri-kāla-viṣayaṃ tasmād ubhaya-pracāraṃ tat. V2, Y	antar tri kāla viṣayam tasmāt ubhaya pracāram tat 
SA_GSP31_isvskaru-96	2 grāhya M 3 bhedāś G(A, E,	grāhya m bhedāḥ ga e 
SA_GSP31_isvskaru-97	śabdā`diṣu1 pañcānām ālocana-mātram iṣyate vṛttiḥ	śabda ādiṣu pañcānām ālocana mātram iṣyate vṛttiḥ 
SA_GSP31_isvskaru-98	vacanā`dāna-viharaṇ'otsargā`nandāś ca2 pañcānām.	vacana ādāna viharaṇa utsarga ānandāḥ ca pañcānām 
SA_GSP31_isvskaru-99	1 rūpā`diṣu V2, V1, G(B,	rūpa ādiṣu gb
SA_GSP31_isvskaru-100	V 2 -s tu V2, V1, M	ro-0 ns-1
SA_GSP31_isvskaru-101	svā-lakṣaṇyaṃ1 vṛttis trayasya s^ aiṣā bhavaty a-sāmānyā	svālakṣaṇyam vṛttiḥ trayasya s ā eṣā bhavati asāmānyā 
SA_GSP31_isvskaru-102	sāmānya-kaṛaṇa-vṛttiḥ prāṇā`dyā vāyavaḥ pañca.	sāmānyaka ṛaṇa vṛttiḥ prāṇa ādyāḥ vāyavaḥ pañca 
SA_GSP31_isvskaru-103	1 lakṣaṇyā V1, M	lakṣaṇyā m 
SA_GSP31_isvskaru-104	yugapac catuṣṭayasya tu1 vṛttiḥ kramaśaś ca tasya nirdiṣṭā	yugapad catuṣṭayasya tu vṛttiḥ kramaśas ca tasya nirdiṣṭā 
SA_GSP31_isvskaru-105	dṛṣṭe tathā ^py a-dṛṣṭe trayasya tat-pūrvikā vṛttiḥ.	dṛṣṭe tathā pi adṛṣṭe trayasya tad pūrvikā vṛttiḥ 
SA_GSP31_isvskaru-106	1 hi M	hi m 
SA_GSP31_isvskaru-107	svāṃ svām pratipadyante paras-parā`kūta-hetukāṃ1 vṛttim	svām svām pratipadyante paraspara ākūta hetukām vṛttim 
SA_GSP31_isvskaru-108	puruṣā'rtha eva hetur na kena cit kāryate karaṇam.	puruṣa arthaḥ eva hetuḥ na kena cit kāryate karaṇam 
SA_GSP31_isvskaru-109	1 haitukīṃ K, J; hetukīṃ V1(comm); hetukī Y	haitukīm k j hetukīm hetukī y 
SA_GSP31_isvskaru-110	karaṇaṃ trayodaśa-vidhaṃ tad āharaṇa1-dhāraṇa-prakāśa-karam	karaṇam trayodaśavidham tat 
SA_GSP31_isvskaru-111	kāryaṃ ca tasya daśadhā *hāryaṃ,	kāryam ca tasya daśadhā hāryam 
SA_GSP31_isvskaru-112	dhāryam prakāśyaṃ ca.	dhāryam prakāśyam ca 
SA_GSP31_isvskaru-113	1 āgrahaṇa V1,	āgrahaṇa 
SA_GSP31_isvskaru-114	antaḥ-karaṇaṃ tri-vidhaṃ daśadhā bāhyaṃ trayasya viṣayā`khyam	antaḥkaraṇam trividham daśadhā bāhyam trayasya viṣaya ākhyam 
SA_GSP31_isvskaru-115	sāmprata-kālam bāhyaṃ tri-kālam ābhy1-antaraṃ karaṇam.	sāmprata kālam bāhyam tri kālam karaṇam 
SA_GSP31_isvskaru-116	1 abhy V2, D	abhi d 
SA_GSP31_isvskaru-117	buddhī'ndriyāṇi teṣām pañca viśeṣā'-viśeṣa-viṣayāṇi1	buddhīndriyāṇi teṣām pañca viśeṣa aviśeṣa viṣayāṇi 
SA_GSP31_isvskaru-118	vāg bhavati śabda-viṣayā śeṣāṇi tu2 pañca-viṣayāṇi1.	vāc bhavati śabda viṣayā śeṣāṇi tu 
SA_GSP31_isvskaru-119	1 viṣayīṇi V1, J 2 śeṣāṇy api V2,	viṣayīṇi j śeṣāṇi api 
SA_GSP31_isvskaru-120	sā'ntaḥ-karaṇā buddhiḥ sarvaṃ viṣayam avagāhate yasmāt	sa antaḥkaraṇā buddhiḥ sarvam viṣayam avagāhate yasmāt 
SA_GSP31_isvskaru-121	tasmāt tri-vidhaṃ karaṇaṃ dvāri dvārāṇi śeṣāṇi.	tasmāt trividham karaṇam dvāri dvārāṇi śeṣāṇi 
SA_GSP31_isvskaru-122	ete pradīpa-kalpāḥ paras-para-vi-lakṣaṇā guṇa-viśeṣāḥ	ete pradīpa kalpāḥ paraspara vilakṣaṇāḥ guṇa viśeṣāḥ 
SA_GSP31_isvskaru-123	kṛtsnam puruṣasyā 'rtham prakāśya buddhau prayacchanti.	kṛtsnam puruṣasya a rtham prakāśya buddhau prayacchanti 
SA_GSP31_isvskaru-124	sarvam pratyupabhogaṃ yasmāt puruṣasya sādhayati buddhiḥ	sarvam pratyupabhogam yasmāt puruṣasya sādhayati buddhiḥ 
SA_GSP31_isvskaru-125	s^ aiva ca viśinaṣṭi punaḥ1 pradhāna-puruṣā'ntaraṃ sūkṣmam.	ā eva ca viśinaṣṭi punar pradhāna puruṣa antaram sūkṣmam 
SA_GSP31_isvskaru-126	1 tataḥ M	tatas m 
SA_GSP31_isvskaru-127	tan-mātrāṇy a-viśeṣās tebhyo bhūtāni pañca pañcabhyaḥ	tanmātrāṇi aviśeṣāḥ tebhyaḥ bhūtāni pañca pañcabhyaḥ 
SA_GSP31_isvskaru-128	ete smṛtā viśeṣāḥ śāntā ghorāś ca mūḍhāś ca1.	ete smṛtāḥ viśeṣāḥ śāntāḥ ghorāḥ ca mūḍhāḥ 
SA_GSP31_isvskaru-129	1 santo [śānto ?	santaḥ śāntaḥ 
SA_GSP31_isvskaru-130	] ghoraś ca mūḍhaś ca V1	ghoraḥ ca mūḍhaḥ ca v 
SA_GSP31_isvskaru-131	sūkṣmā mātā-pitṛ-jāḥ saha prabhūtais tridhā viśeṣāḥ syuḥ	sūkṣmāḥ mātā pitṛ jāḥ saha prabhūtaiḥ tridhā viśeṣāḥ syuḥ 
SA_GSP31_isvskaru-132	sūkṣmās teṣāṃ niyatā mātā-pitṛ-jā nivartante.	sūkṣmāḥ teṣām niyatāḥ mātā pitṛ jāḥ nivartante 
SA_GSP31_isvskaru-133	pūrv'otpannam a-saktaṃ niyatam mahad-ādi sūkṣma-pary-antam	pūrva utpannam asaktam niyatam mahat ādi sūkṣma paryantam 
SA_GSP31_isvskaru-134	saṃsarati nir-upabhogam1 bhāvair adhi2vāsitaṃ liṅgam.	saṃsarati nirupabhogam bhāvaiḥ liṅgam 
SA_GSP31_isvskaru-135	1 nirūpa-bhogaṃ G 2 ati V2	nirūpa bhogam k ati v 
SA_GSP31_isvskaru-136	citraṃ yathā *śrayam ṛte sthāṇv1-ādibhyo vinā yathā2 chāyā	citram yathā śrayam ṛte vinā yathā chāyā 
SA_GSP31_isvskaru-137	tadvad vinā ^viśeṣair na tiṣṭhati3 nir-āśrayaṃ liṅgam.	tadvat vinā viśeṣaiḥ na tiṣṭhati nirāśrayam liṅgam 
SA_GSP31_isvskaru-138	1 tantv K 2 yathā vinā G,	tantu k yathā vinā g 
SA_GSP31_isvskaru-139	D 3 -s tiṣṭhati na M	d s tiṣṭhati na m 
SA_GSP31_isvskaru-140	puruṣā'rtha-hetukam idaṃ nimitta-naimittika-prasaṅgena	puruṣa artha hetukam idam nimitta naimittika prasaṅgena 
SA_GSP31_isvskaru-141	prakṛter vibhutva-yogān naṭavad vyavatiṣṭhate1 liṅgam.	prakṛteḥ vibhu tva yogāt naṭa vat vyavatiṣṭhate liṅgam 
SA_GSP31_isvskaru-142	1 vyātiṣṭhate T	vyātiṣṭhate t 
SA_GSP31_isvskaru-143	sāṃsiddhikāś ca bhāvāḥ prākṛtikā vaikṛtāś ca dharmā`dyāḥ	sāṃsiddhikāḥ ca bhāvāḥ prākṛtikāḥ vaikṛtāḥ ca dharma ādyāḥ 
SA_GSP31_isvskaru-144	dṛṣṭāḥ karaṇā`śrayiṇaḥ kāryā`śrayiṇaś ca kalalā`dyāḥ.	dṛṣṭāḥ karaṇa āśrayiṇaḥ kārya āśrayiṇaḥ ca kalala ādyāḥ 
SA_GSP31_isvskaru-145	dharmeṇa gamanam ūrdhvaṃ gamanam adhastād bhavaty a-dharmeṇa	dharmeṇa gamanam ūrdhvam gamanam adhastāt bhavati adharmeṇa 
SA_GSP31_isvskaru-146	jñānena cā 'pavargo viparyayād iṣyate bandhaḥ.	jñānena ca ā pavargaḥ viparyayāt iṣyate bandhaḥ 
SA_GSP31_isvskaru-147	vai-rāgyāt prakṛti-layaḥ saṃsāro bhavati rājasād1 rāgāt	vairāgyāt prakṛti layaḥ saṃsāraḥ bhavati rājasāt rāgāt 
SA_GSP31_isvskaru-148	aiśvaryād a-vighāto viparyayāt tad-viparyāsaḥ.	aiśvaryāt avighātaḥ viparyayāt tad viparyāsaḥ 
SA_GSP31_isvskaru-149	1 rājasād bhavati V1(comm), M	rājasāt bhavati m 
SA_GSP31_isvskaru-150	eṣa pratyaya-sargo viparyayā'-śakti-tuṣṭi-siddhy-ākhyaḥ	eṣa pratyaya sargaḥ viparyaya aśakti tuṣṭi siddhi ākhyaḥ 
SA_GSP31_isvskaru-151	guṇa-vaiṣamya1-vimardāt2 tasya ca3 bhedās tu pañcāśat.	tasya ca bhedāḥ tu pañcāśat 
SA_GSP31_isvskaru-152	1 vaiśamya K 2 vimarśāt T,	vaiśamya k vimarśāt t 
SA_GSP31_isvskaru-153	K; vimardena V2,	k vimardena 
SA_GSP31_isvskaru-154	V1(comm), J, M; vimarde V1	vimarde u 
SA_GSP31_isvskaru-155	3 [missing] V2, V1, J, M	ro co 
SA_GSP31_isvskaru-156	pañca viparyaya-bhedā bhavanty a-śakteś1 ca karaṇa-vaikalyāt	pañca viparyaya bhedāḥ bhavanti aśakteḥ ca karaṇa vaikalyāt 
SA_GSP31_isvskaru-157	aṣṭāviṃśati-bhedās2 tuṣṭir navadhā ^ṣṭadhā siddhiḥ.	aṣṭāviṃśati bhedāḥ tuṣṭiḥ navadhā ṣṭadhā siddhiḥ 
SA_GSP31_isvskaru-158	1 a-śaktiś V1, G (except for D), J,	aśakti 
SA_GSP31_isvskaru-159	K 2 bhedā V1, J, Y,	k bhedāḥ c y 
SA_GSP31_isvskaru-160	bhedas tamaso .aṣṭa-vidho mohasya ca daśa-vidho mahā-mohaḥ	bhedaḥ tamasaḥ aṣṭavidhaḥ mohasya ca daśavidhaḥ mahāmohaḥ 
SA_GSP31_isvskaru-161	tāmisro1 .aṣṭā2-daśadhā tathā bhavaty andha-tāmisraḥ1.	tāmisraḥ tathā bhavati 
SA_GSP31_isvskaru-162	1 tāmiśro, -aḥ D 2 .aṣṭa G; .aṣṭo K	tāmiśraḥ aḥ d aṣṭa g aṣṭa k 
SA_GSP31_isvskaru-163	ekādaś' endriya-vadhāḥ1 saha buddhi-vadhair a-śaktir uddiṣṭā2	ekādaśa ā indriya vadhāḥ saha buddhi vadhaiḥ aśaktiḥ uddiṣṭā 
SA_GSP31_isvskaru-164	saptadaśa vadhā3 buddher4 viparyayāt5 tuṣṭi-siddhīnām.	saptadaśa vadhāḥ buddheḥ viparyayāt tuṣṭi siddhīnām 
SA_GSP31_isvskaru-165	1 vadhā G 2 upadiṣṭā J,	vadhāḥ 
SA_GSP31_isvskaru-166	K 3 saptadaśa-dhā G; . ca J, K; . tu D	saptadaśadhā g ca j k tu d 
SA_GSP31_isvskaru-167	4 buddhir Y 5 viparyayās J; viparyayā K	buddhiḥ 
SA_GSP31_isvskaru-168	ādhy-ātmikāś1 catasraḥ prakṛty-upādāna-kāla-bhāgyā2`khyāḥ	ādhyātmikāḥ catasraḥ 
SA_GSP31_isvskaru-169	bāhyā viṣay'oparamāc ca pañca3 nava4 tuṣṭayo .abhimatāḥ 5.	bāhyāḥ viṣaya uparamāt ca pañca nava tuṣṭayaḥ abhimatāḥ 
SA_GSP31_isvskaru-170	1 ādhy-ātmikyaś G(E)	ādhyātmikyaḥ ge 
SA_GSP31_isvskaru-171	, Y, M; adhy-ātmikāś K 2 bhāga V1, G(F), D	     
SA_GSP31_isvskaru-172	3 -ramāt pañca ca Y, V,	ramāt pañca ca y v 
SA_GSP31_isvskaru-173	K; -ramāt pañca J,	k ramāt pañca j 
SA_GSP31_isvskaru-174	-ramāś ca pañca V1, G(D)	ramāḥ ca pañca gd 
SA_GSP31_isvskaru-175	; -ramāḥ pañca D	ramāḥ pañca d 
SA_GSP31_isvskaru-176	4 nava ca M 5 -hitāḥ G(D, F),	nava ca m  hita 
SA_GSP31_isvskaru-177	ūhaḥ śabdo .adhyayanaṃ duḥkha-vighātās trayaḥ1 su-hṛt-prāptiḥ	ūhaḥ śabdaḥ adhyayanam duḥkha vighātāḥ trayaḥ suhṛd prāptiḥ 
SA_GSP31_isvskaru-178	dānaṃ ca siddhayo .aṣṭau2 siddheḥ3 pūrvo .aṅkuśas tri-vidhaḥ	dānam ca siddhayaḥ aṣṭau siddheḥ pūrvaḥ aṅkuśaḥ trividhaḥ 
SA_GSP31_isvskaru-179	1 -vighāta-trayaṃ V1,	vighāta trayam 
SA_GSP31_isvskaru-180	M 2 siddha-yogo K 3 siddhi V2; siddhe V1	siddha yogaḥ 
SA_GSP31_isvskaru-181	na vinā bhāvair liṅgaṃ na vinā liṅgena bhāva-1nirvṛttiḥ2	na vinā bhāvaiḥ liṅgam na vinā liṅgena 
SA_GSP31_isvskaru-182	liṅgā`khyo bhāvā`khyas (tasmād dvi-vidhaḥ pravartate3 sargaḥ.)	liṅga ākhyaḥ bhāva ākhyaḥ tasmāt dvividhaḥ pravartate sargaḥ 
SA_GSP31_isvskaru-183	1 bhāvena liṅga- V1	bhāvena liṅga v 
SA_GSP31_isvskaru-184	2 vinivṛttiḥ V1;	vinivṛttiḥ 
SA_GSP31_isvskaru-185	saṃsiddhiḥ Y, M(var.)	saṃsiddhiḥ y mvar 
SA_GSP31_isvskaru-186	; niṣpattiḥ J, M(var)	niṣpattiḥ j mvar 
