segmentnr	original	analyzed
SA_GP10_bhp_09u-40	BhP_09.01.019/2 hoturvyatikramaṃ jñātvā babhāṣe ravinandanam	hotuḥ vyatikramam jñātvā babhāṣe ravinandanam 
SA_GP10_bhp_09u-41	BhP_09.01.020/1 etat saṅkalpavaiṣamyaṃ hotuste vyabhicārataḥ	etat saṅkalpa vaiṣamyam hotuḥ te vyabhicārataḥ 
SA_GP10_bhp_09u-42	BhP_09.01.020/2 tathāpi sādhayiṣye te suprajāstvaṃ svatejasā	tathā api sādhayiṣye te suprajāstvam sva tejasā 
SA_GP10_bhp_09u-43	BhP_09.01.021/1 evaṃ vyavasito rājan bhagavān sa mahāyaśāḥ	evam vyavasitaḥ rājan bhagavān sa mahā yaśāḥ 
SA_GP10_bhp_09u-44	BhP_09.01.021/2 astauṣīdādipuruṣamilāyāḥ puṃstvakāmyayā	astauṣīt ādipuruṣam ilāyāḥ puṃstva kāmyayā 
SA_GP10_bhp_09u-45	BhP_09.01.022/1 tasmai kāmavaraṃ tuṣṭo bhagavān harirīśvaraḥ	tasmai kāma varam tuṣṭaḥ bhagavān hariḥ īśvaraḥ 
SA_GP10_bhp_09u-46	BhP_09.01.022/2 dadāv ilābhavat tena sudyumnaḥ puruṣarṣabhaḥ	dadau ilā abhavat tena sudyumnaḥ puruṣa ṛṣabhaḥ 
SA_GP10_bhp_09u-47	BhP_09.01.023/1 sa ekadā mahārāja vicaran mṛgayāṃ vane	saḥ ekadā mahā rāja vicaran mṛgayām vane 
SA_GP10_bhp_09u-48	BhP_09.01.023/2 vṛtaḥ katipayāmātyairaśvamāruhya saindhavam	vṛtaḥ katipaya amātyaiḥ aśvam āruhya saindhavam 
SA_GP10_bhp_09u-49	BhP_09.01.024/1 pragṛhya ruciraṃ cāpaṃ śarāṃśca paramādbhutān	pragṛhya ruciram cāpam śarān ca parama adbhutān 
SA_GP10_bhp_09u-50	BhP_09.01.024/2 daṃśito 'numṛgaṃ vīro jagāma diśamuttarām	daṃśitaḥ nu mṛgam vīraḥ jagāma diśam uttarām 
SA_GP10_bhp_09u-51	BhP_09.01.025/1 sukumāravanaṃ meroradhastāt praviveśa ha	sukumāra vanam meroḥ adhastāt praviveśa ha 
SA_GP10_bhp_09u-52	BhP_09.01.025/2 yatrāste bhagavān charvo ramamāṇaḥ sahomayā	yatra āste bhagavān śarvaḥ ramamāṇaḥ saha umayā 
SA_GP10_bhp_09u-53	BhP_09.01.026/1 tasmin praviṣṭa evāsau sudyumnaḥ paravīrahā	tasmin praviṣṭaḥ eva asau sudyumnaḥ para vīra hā 
SA_GP10_bhp_09u-54	BhP_09.01.026/2 apaśyat striyamātmānamaśvaṃ ca vaḍavāṃ nṛpa	apaśyat striyam ātmānam aśvam ca vaḍavām nṛpa 
SA_GP10_bhp_09u-55	BhP_09.01.027/1 tathā tadanugāḥ sarve ātmaliṅgaviparyayam	tathā tad anugāḥ sarve ātma liṅga viparyayam 
SA_GP10_bhp_09u-56	BhP_09.01.027/2 dṛṣṭvā vimanaso 'bhūvan vīkṣamāṇāḥ parasparam	dṛṣṭvā vimanasaḥ bhūvan vīkṣamāṇāḥ parasparam 
SA_GP10_bhp_09u-57	BhP_09.01.028/0 śrīrājovāca	śrī rājā uvāca 
SA_GP10_bhp_09u-58	BhP_09.01.028/1 kathamevaṃ guṇo deśaḥ kena vā bhagavan kṛtaḥ	katham evam guṇaḥ deśaḥ kena vā bhagavan kṛtaḥ 
SA_GP10_bhp_09u-59	BhP_09.01.028/2 praśnamenaṃ samācakṣva paraṃ kautūhalaṃ hi naḥ	praśnam enam samācakṣva param kautūhalam hi naḥ 
SA_GP10_bhp_09u-60	BhP_09.01.029/0 śrīśuka uvāca	śrī śukaḥ uvāca 
SA_GP10_bhp_09u-61	BhP_09.01.029/1 ekadā giriśaṃ draṣṭumṛṣayastatra suvratāḥ	ekadā giriśam draṣṭum ṛṣayaḥ tatra suvratāḥ 
SA_GP10_bhp_09u-62	BhP_09.01.029/2 diśo vitimirābhāsāḥ kurvantaḥ samupāgaman	diśaḥ vitimira ābhāsāḥ kurvantaḥ samupāgaman 
SA_GP10_bhp_09u-63	BhP_09.01.030/1 tān vilokyāmbikā devī vivāsā vrīḍitā bhṛśam	tān vilokya ambikā devī vivāsā vrīḍitā bhṛśam 
SA_GP10_bhp_09u-64	BhP_09.01.030/2 bharturaṅkāt samutthāya nīvīmāśv atha paryadhāt	bhartuḥ aṅkāt samutthāya nīvīm āśu atha paryadhāt 
SA_GP10_bhp_09u-65	BhP_09.01.031/1 ṛṣayo 'pi tayorvīkṣya prasaṅgaṃ ramamāṇayoḥ	ṛṣayaḥ pi tayoḥ vīkṣya prasaṅgam ramamāṇayoḥ 
SA_GP10_bhp_09u-66	BhP_09.01.031/2 nivṛttāḥ prayayustasmān naranārāyaṇāśramam	nivṛttāḥ prayayuḥ tasmāt nara nārāyaṇa āśramam 
SA_GP10_bhp_09u-67	BhP_09.01.032/1 tadidaṃ bhagavān āha priyāyāḥ priyakāmyayā	tat idam bhagavān āha priyāyāḥ priya kāmyayā 
SA_GP10_bhp_09u-68	BhP_09.01.032/2 sthānaṃ yaḥ praviśedetat sa vai yoṣidbhavediti	sthānam yaḥ praviśet etat sa vai yoṣit bhavet iti 
SA_GP10_bhp_09u-69	BhP_09.01.033/1 tata ūrdhvaṃ vanaṃ tadvai puruṣā varjayanti hi	tatas ūrdhvam vanam tat vai puruṣāḥ varjayanti hi 
SA_GP10_bhp_09u-70	BhP_09.01.033/2 sā cānucarasaṃyuktā vicacāra vanādvanam	sā ca anucara saṃyuktā vicacāra vanāt vanam 
SA_GP10_bhp_09u-71	BhP_09.01.034/1 atha tāmāśramābhyāśe carantīṃ pramadottamām	atha tām āśrama abhyāśe carantīm pramadā uttamām 
SA_GP10_bhp_09u-72	BhP_09.01.034/2 strībhiḥ parivṛtāṃ vīkṣya cakame bhagavān budhaḥ	strībhiḥ parivṛtām vīkṣya cakame bhagavān budhaḥ 
SA_GP10_bhp_09u-73	BhP_09.01.035/1 sāpi taṃ cakame subhrūḥ somarājasutaṃ patim	sā api tam cakame subhrūḥ somarāja sutam patim 
SA_GP10_bhp_09u-74	BhP_09.01.035/2 sa tasyāṃ janayāmāsa purūravasamātmajam	sa tasyām janayāmāsa purūravasam ātmajam 
SA_GP10_bhp_09u-75	BhP_09.01.036/1 evaṃ strītvamanuprāptaḥ sudyumno mānavo nṛpaḥ	evam strī tvam anuprāptaḥ sudyumnaḥ mānavaḥ nṛpaḥ 
SA_GP10_bhp_09u-76	BhP_09.01.036/2 sasmāra sa kulācāryaṃ vasiṣṭhamiti śuśruma	sasmāra sa kula ācāryam vasiṣṭham iti śuśruma 
SA_GP10_bhp_09u-77	BhP_09.01.037/1 sa tasya tāṃ daśāṃ dṛṣṭvā kṛpayā bhṛśapīḍitaḥ	sa tasya tām daśām dṛṣṭvā kṛpayā bhṛśa pīḍitaḥ 
SA_GP10_bhp_09u-78	BhP_09.01.037/2 sudyumnasyāśayan puṃstvamupādhāvata śaṅkaram	sudyumnasya aśayan puṃs tvam upādhāvata śaṅkaram 
SA_GP10_bhp_09u-79	BhP_09.01.038/1 tuṣṭastasmai sa bhagavān ṛṣaye priyamāvahan	tuṣṭaḥ tasmai sa bhagavān ṛṣaye priyam āvahan 
SA_GP10_bhp_09u-80	BhP_09.01.038/2 svāṃ ca vācamṛtāṃ kurvannidamāha viśāmpate	svām ca vācam ṛtām kurvan idam āha viśām pate 
SA_GP10_bhp_09u-81	BhP_09.01.039/1 māsaṃ pumān sa bhavitā māsaṃ strī tava gotrajaḥ	māsam pumān sa bhavitā māsam strī tava gotra jaḥ 
SA_GP10_bhp_09u-82	BhP_09.01.039/2 itthaṃ vyavasthayā kāmaṃ sudyumno 'vatu medinīm	ittham vyavasthayā kāmam sudyumnaḥ vatu medinīm 
SA_GP10_bhp_09u-83	BhP_09.01.040/1 ācāryānugrahāt kāmaṃ labdhvā puṃstvaṃ vyavasthayā	ācārya anugrahāt kāmam labdhvā puṃs tvam vyavasthayā 
SA_GP10_bhp_09u-84	BhP_09.01.040/2 pālayāmāsa jagatīṃ nābhyanandan sma taṃ prajāḥ	pālayāmāsa jagatīm na abhyanandan sma tam prajāḥ 
SA_GP10_bhp_09u-85	BhP_09.01.041/1 tasyotkalo gayo rājan vimalaśca trayaḥ sutāḥ	tasya utkalaḥ gayaḥ rājan vimalaḥ ca trayaḥ sutāḥ 
SA_GP10_bhp_09u-86	BhP_09.01.041/2 dakṣiṇāpatharājāno babhūvurdharmavatsalāḥ	dakṣiṇāpatha rājānaḥ babhūvuḥ dharma vatsalāḥ 
SA_GP10_bhp_09u-87	BhP_09.01.042/1 tataḥ pariṇate kāle pratiṣṭhānapatiḥ prabhuḥ	tatas pariṇate kāle pratiṣṭhāna patiḥ prabhuḥ 
SA_GP10_bhp_09u-88	BhP_09.01.042/2 purūravasa utsṛjya gāṃ putrāya gato vanam	purūravase utsṛjya gām putrāya gataḥ vanam 
SA_GP10_bhp_09u-89	BhP_09.02.001/0 śrīśuka uvāca	śrī śukaḥ uvāca 
SA_GP10_bhp_09u-90	BhP_09.02.001/1 evaṃ gate 'tha sudyumne manurvaivasvataḥ sute	evam gate tha sudyumne manuḥ vaivasvataḥ sute 
SA_GP10_bhp_09u-91	BhP_09.02.001/2 putrakāmastapastepe yamunāyāṃ śataṃ samāḥ	putra kāmaḥ tapaḥ tepe yamunāyām śatam samāḥ 
SA_GP10_bhp_09u-92	BhP_09.02.002/1 tato 'yajan manurdevamapatyārthaṃ hariṃ prabhum	tatas yajat manuḥ devam apatya artham harim prabhum 
SA_GP10_bhp_09u-93	BhP_09.02.002/2 ikṣvākupūrvajān putrān lebhe svasadṛśān daśa	ikṣvāku pūrvajān putrān lebhe sva sadṛśān daśa 
SA_GP10_bhp_09u-94	BhP_09.02.003/1 pṛṣadhrastu manoḥ putro gopālo guruṇā kṛtaḥ	pṛṣadhraḥ tu manoḥ putraḥ gopālaḥ guruṇā kṛtaḥ 
SA_GP10_bhp_09u-95	BhP_09.02.003/2 pālayāmāsa gā yatto rātryāṃ vīrāsanavrataḥ	pālayāmāsa gāḥ yattaḥ rātryām vīrāsana vrataḥ 
SA_GP10_bhp_09u-96	BhP_09.02.004/1 ekadā prāviśadgoṣṭhaṃ śārdūlo niśi varṣati	ekadā prāviśat goṣṭham śārdūlaḥ niśi varṣati 
SA_GP10_bhp_09u-97	BhP_09.02.004/2 śayānā gāva utthāya bhītāstā babhramurvraje	śayānāḥ gāvaḥ utthāya bhītāḥ tāḥ babhramuḥ vraje 
SA_GP10_bhp_09u-98	BhP_09.02.005/1 ekāṃ jagrāha balavān sā cukrośa bhayāturā	ekām jagrāha balavān sā cukrośa bhaya āturā 
SA_GP10_bhp_09u-99	BhP_09.02.005/2 tasyāstu kranditaṃ śrutvā pṛṣadhro 'nusasāra ha	tasyāḥ tu kranditam śrutvā pṛṣadhraḥ nusasāra ha 
SA_GP10_bhp_09u-100	BhP_09.02.006/1 khaḍgamādāya tarasā pralīnoḍugaṇe niśi	khaḍgam ādāya tarasā pralīna uḍu gaṇe niśi 
SA_GP10_bhp_09u-101	BhP_09.02.006/2 ajānannacchinodbabhroḥ śiraḥ śārdūlaśaṅkayā	a jānan acchinot babhroḥ śiraḥ śārdūla śaṅkayā 
SA_GP10_bhp_09u-102	BhP_09.02.007/1 vyāghro 'pi vṛkṇaśravaṇo nistriṃśāgrāhatastataḥ	vyāghraḥ vṛkṇa śravaṇaḥ nistriṃśa agra āhataḥ tatas 
SA_GP10_bhp_09u-103	BhP_09.02.007/2 niścakrāma bhṛśaṃ bhīto raktaṃ pathi samutsṛjan	niścakrāma bhṛśam bhītaḥ raktam pathi samutsṛjan 
SA_GP10_bhp_09u-104	BhP_09.02.008/1 manyamāno hataṃ vyāghraṃ pṛṣadhraḥ paravīrahā	manyamānaḥ hatam vyāghram pṛṣadhraḥ para vīra hā 
SA_GP10_bhp_09u-105	BhP_09.02.008/2 adrākṣīt svahatāṃ babhruṃ vyuṣṭāyāṃ niśi duḥkhitaḥ	adrākṣīt sva hatām babhrum vyuṣṭāyām niśi duḥkhitaḥ 
SA_GP10_bhp_09u-106	BhP_09.02.009/1 taṃ śaśāpa kulācāryaḥ kṛtāgasamakāmataḥ	tam śaśāpa kula ācāryaḥ kṛta āgasam akāmataḥ 
SA_GP10_bhp_09u-107	BhP_09.02.009/2 na kṣatrabandhuḥ śūdrastvaṃ karmaṇā bhavitāmunā	na kṣatrabandhuḥ śūdraḥ tvam karmaṇā bhavitā amunā 
SA_GP10_bhp_09u-108	BhP_09.02.010/1 evaṃ śaptastu guruṇā pratyagṛhṇāt kṛtāñjaliḥ	evam śaptaḥ tu guruṇā pratyagṛhṇāt kṛtāñjaliḥ 
SA_GP10_bhp_09u-109	BhP_09.02.010/2 adhārayadvrataṃ vīra ūrdhvaretā munipriyam	adhārayat vratam vīraḥ ūrdhvaretāḥ muni priyam 
SA_GP10_bhp_09u-110	BhP_09.02.011/1 vāsudeve bhagavati sarvātmani pare 'male	vāsudeve bhagavati sarvātmani pare male 
SA_GP10_bhp_09u-111	BhP_09.02.011/2 ekāntitvaṃ gato bhaktyā sarvabhūtasuhṛt samaḥ	ekānti tvam gataḥ bhaktyā sarva bhūta suhṛd samaḥ 
SA_GP10_bhp_09u-112	BhP_09.02.012/1 vimuktasaṅgaḥ śāntātmā saṃyatākṣo 'parigrahaḥ	vimukta saṅgaḥ śānta ātmā saṃyata akṣaḥ parigrahaḥ 
SA_GP10_bhp_09u-113	BhP_09.02.012/2 yadṛcchayopapannena kalpayan vṛttimātmanaḥ	yadṛcchayā upapannena kalpayan vṛttim ātmanaḥ 
SA_GP10_bhp_09u-114	BhP_09.02.013/1 ātmanyātmānamādhāya jñānatṛptaḥ samāhitaḥ	ātmani ātmānam ādhāya jñāna tṛptaḥ samāhitaḥ 
SA_GP10_bhp_09u-115	BhP_09.02.013/2 vicacāra mahīmetāṃ jaḍāndhabadhirākṛtiḥ	vicacāra mahīm etām jaḍa andha badhira ākṛtiḥ 
SA_GP10_bhp_09u-116	BhP_09.02.014/1 evaṃ vṛtto vanaṃ gatvā dṛṣṭvā dāvāgnimutthitam	evam vṛttaḥ vanam gatvā dṛṣṭvā dāva agnim utthitam 
SA_GP10_bhp_09u-117	BhP_09.02.014/2 tenopayuktakaraṇo brahma prāpa paraṃ muniḥ	tena upayukta karaṇaḥ brahma prāpa param muniḥ 
SA_GP10_bhp_09u-118	BhP_09.02.015/1 kaviḥ kanīyān viṣayeṣu niḥspṛho visṛjya rājyaṃ saha bandhubhirvanam	kaviḥ kanīyān viṣayeṣu niḥspṛhaḥ visṛjya rājyam saha bandhubhiḥ vanam 
SA_GP10_bhp_09u-119	BhP_09.02.015/2 niveśya citte puruṣaṃ svarociṣaṃ viveśa kaiśoravayāḥ paraṃ gataḥ	niveśya citte puruṣam sva rociṣam viveśa kaiśora vayāḥ param gataḥ 
SA_GP10_bhp_09u-120	BhP_09.02.016/1 karūṣān mānavādāsan kārūṣāḥ kṣatrajātayaḥ	karūṣāt mānavāt āsan kārūṣāḥ kṣatra jātayaḥ 
SA_GP10_bhp_09u-121	BhP_09.02.016/2 uttarāpathagoptāro brahmaṇyā dharmavatsalāḥ	uttarāpatha goptāraḥ brahmaṇyāḥ dharma vatsalāḥ 
SA_GP10_bhp_09u-122	BhP_09.02.017/1 dhṛṣṭāddhārṣṭamabhūt kṣatraṃ brahmabhūyaṃ gataṃ kṣitau	dhṛṣṭāt dhārṣṭam abhūt kṣatram brahma bhūyam gatam kṣitau 
SA_GP10_bhp_09u-123	BhP_09.02.017/2 nṛgasya vaṃśaḥ sumatirbhūtajyotistato vasuḥ	nṛgasya vaṃśaḥ sumatiḥ bhūtajyotiḥ tatas vasuḥ 
SA_GP10_bhp_09u-124	BhP_09.02.018/1 vasoḥ pratīkastatputra oghavān oghavatpitā	vasoḥ pratīkaḥ tad putraḥ oghavān oghavat pitā 
SA_GP10_bhp_09u-125	BhP_09.02.018/2 kanyā caughavatī nāma sudarśana uvāha tām	kanyā ca oghavatī nāma sudarśanaḥ uvāha tām 
SA_GP10_bhp_09u-126	BhP_09.02.019/1 citraseno nariṣyantādṛkṣastasya suto 'bhavat	citrasenaḥ nariṣyantāt ṛkṣaḥ tasya sutaḥ bhavat 
SA_GP10_bhp_09u-127	BhP_09.02.019/2 tasya mīḍhvāṃstataḥ pūrṇa indrasenastu tatsutaḥ	tasya mīḍhvān tatas pūrṇaḥ indrasenaḥ tu tad sutaḥ 
SA_GP10_bhp_09u-128	BhP_09.02.020/1 vītihotrastv indrasenāt tasya satyaśravā abhūt	vītihotraḥ tu indrasenāt tasya satyaśravāḥ abhūt 
SA_GP10_bhp_09u-129	BhP_09.02.020/2 uruśravāḥ sutastasya devadattastato 'bhavat	uruśravāḥ sutaḥ tasya devadattaḥ tatas bhavat 
SA_GP10_bhp_09u-130	BhP_09.02.021/1 tato 'gniveśyo bhagavān agniḥ svayamabhūt sutaḥ	tatas gniveśyaḥ bhagavān agniḥ svayam abhūt sutaḥ 
SA_GP10_bhp_09u-131	BhP_09.02.021/2 kānīna iti vikhyāto jātūkarṇyo mahān ṛṣiḥ	kānīnaḥ iti vikhyātaḥ jātūkarṇyaḥ mahān ṛṣiḥ 
SA_GP10_bhp_09u-132	BhP_09.02.022/1 tato brahmakulaṃ jātamāgniveśyāyanaṃ nṛpa	tatas brahma kulam jātam āgniveśyāyanam nṛpa 
SA_GP10_bhp_09u-133	BhP_09.02.022/2 nariṣyantānvayaḥ prokto diṣṭavaṃśamataḥ śṛṇu	nariṣyanta anvayaḥ proktaḥ diṣṭa vaṃśam atas śṛṇu 
SA_GP10_bhp_09u-134	BhP_09.02.023/1 nābhāgo diṣṭaputro 'nyaḥ karmaṇā vaiśyatāṃ gataḥ	nābhāgaḥ diṣṭa putraḥ nyaḥ karmaṇā vaiśya tām gataḥ 
SA_GP10_bhp_09u-135	BhP_09.02.023/2 bhalandanaḥ sutastasya vatsaprītirbhalandanāt	bhalandanaḥ sutaḥ tasya vatsaprītiḥ bhalandanāt 
SA_GP10_bhp_09u-136	BhP_09.02.024/1 vatsaprīteḥ sutaḥ prāṃśustatsutaṃ pramatiṃ viduḥ	vatsaprīteḥ sutaḥ prāṃśuḥ tad sutam pramatim viduḥ 
SA_GP10_bhp_09u-137	BhP_09.02.024/2 khanitraḥ pramatestasmāc cākṣuṣo 'tha viviṃśatiḥ	khanitraḥ pramateḥ tasmāt cākṣuṣaḥ tha viviṃśatiḥ 
SA_GP10_bhp_09u-138	BhP_09.02.025/1 viviṃśateḥ suto rambhaḥ khanīnetro 'sya dhārmikaḥ	viviṃśateḥ sutaḥ rambhaḥ khanīnetraḥ sya dhārmikaḥ 
SA_GP10_bhp_09u-139	BhP_09.02.025/2 karandhamo mahārāja tasyāsīdātmajo nṛpa	karandhamaḥ mahā rāja tasya āsīt ātmajaḥ nṛpa 
SA_GP10_bhp_09u-140	BhP_09.02.026/1 tasyāvīkṣit suto yasya maruttaścakravartyabhūt	tasya avīkṣit sutaḥ yasya maruttaḥ cakravartī abhūt 
SA_GP10_bhp_09u-141	BhP_09.02.026/2 saṃvarto 'yājayadyaṃ vai mahāyogyaṅgiraḥsutaḥ	saṃvartaḥ yājayat yam vai mahā yogī aṅgiraḥ sutaḥ 
SA_GP10_bhp_09u-142	BhP_09.02.027/1 maruttasya yathā yajño na tathānyo 'sti kaścana	maruttasya yathā yajñaḥ na tathā anyaḥ sti kaścana 
SA_GP10_bhp_09u-143	BhP_09.02.027/2 sarvaṃ hiraṇmayaṃ tv āsīdyat kiñcic cāsya śobhanam	sarvam hiraṇmayam tu āsīt yat kiñcid ca asya śobhanam 
SA_GP10_bhp_09u-144	BhP_09.02.028/1 amādyadindraḥ somena dakṣiṇābhirdvijātayaḥ	amādyat indraḥ somena dakṣiṇābhiḥ dvijātayaḥ 
SA_GP10_bhp_09u-145	BhP_09.02.028/2 marutaḥ pariveṣṭāro viśvedevāḥ sabhāsadaḥ	marutaḥ pariveṣṭāraḥ viśvedevāḥ sabhāsadaḥ 
SA_GP10_bhp_09u-146	BhP_09.02.029/1 maruttasya damaḥ putrastasyāsīdrājyavardhanaḥ	maruttasya damaḥ putraḥ tasya āsīt rājya vardhanaḥ 
