segmentnr	original	analyzed
SA_GR14_jivrkadu-35	yo nārcayati kalpaḥ san	yaḥ na arcayati kalpaḥ san 
SA_GR14_jivrkadu-36	tasmāt pāpataro hi kaḥ //6//	tasmāt pāpataraḥ hi kaḥ 
SA_GR14_jivrkadu-37	mahābhārate -	mahābhārate 
SA_GR14_jivrkadu-38	mātṛvat parrakṣantaṃ	mātṛ vat parrakṣantam 
SA_GR14_jivrkadu-39	sṛṣṭi-saṃsāra-kārakam /	        
SA_GR14_jivrkadu-40	yo nārcayati deveśaṃ	yaḥ na arcayati deveśam 
SA_GR14_jivrkadu-41	taṃ vidyād brahma-ghātakam //7//	tam vidyāt brahma ghātakam 
SA_GR14_jivrkadu-42	atha tadīyānāṃ yathā pādme -	atha tadīyānām yathā pādme 
SA_GR14_jivrkadu-43	mārkaṇḍeyo 'mbarīṣasya	mārkaṇḍeyaḥ mbarīṣasya 
SA_GR14_jivrkadu-44	vasur vyāso vibhīṣaṇaḥ /	        
SA_GR14_jivrkadu-45	puṇḍarīko baliḥ śambhuḥ	        
SA_GR14_jivrkadu-46	prahlādo viduro dhruvaḥ //8//	prahlādaḥ viduraḥ dhruvaḥ 
SA_GR14_jivrkadu-47	dālbhyaḥ parāśaro bhīṣmo	dālbhyaḥ parāśaraḥ bhīṣmo 
SA_GR14_jivrkadu-48	nāradādyāś ca vaiṣṇavaiḥ /	nārada ādyāḥ ca vaiṣṇavaiḥ 
SA_GR14_jivrkadu-49	sevyo hariṃ niṣevyāmī	sevyaḥ harim niṣevya amī 
SA_GR14_jivrkadu-50	no ced doṣaḥ paraṃ bhavet //9//	no ced doṣaḥ param bhavet 
SA_GR14_jivrkadu-51	tathā hari-bhakti-sudhodaye (16.76) -	tathā haribhaktisudhodaye  /
SA_GR14_jivrkadu-52	arcayitvā tu govindaṃ	arcayitvā tu govindam 
SA_GR14_jivrkadu-53	tadīyān nārcayanti ye /	tadīyān na arcayanti ye 
SA_GR14_jivrkadu-54	na te viṣṇoḥ prasādasya	na te viṣṇoḥ prasādasya 
SA_GR14_jivrkadu-55	bhājanaṃ dāmbhikā janāḥ //10//	bhājanam dāmbhikāḥ janāḥ 
SA_GR14_jivrkadu-56	pādmottara-khaṇḍe -	pādma uttara khaṇḍe 
SA_GR14_jivrkadu-57	ārādhanānāṃ sarveṣāṃ	ārādhanānām sarveṣām 
SA_GR14_jivrkadu-58	viṣṇor ārādhanaṃ param /	viṣṇoḥ ārādhanam param 
SA_GR14_jivrkadu-59	tasmāt parataraṃ devi	tasmāt parataram devi 
SA_GR14_jivrkadu-60	tadīyānāṃ samarcanam //11//	tadīyānām samarcanam 
SA_GR14_jivrkadu-61	arcayitvā tu govindaṃ	arcayitvā tu govindam 
SA_GR14_jivrkadu-62	tadīyān nārcayet tu yaḥ /	tadīyān na arcayet tu yaḥ 
SA_GR14_jivrkadu-63	na sa bhāgavato jñeyaḥ	na sa bhāgavataḥ jñeyaḥ 
SA_GR14_jivrkadu-64	kevalaṃ dāmbhikaḥ smṛtaḥ //12// iti /	kevalam dāmbhikaḥ smṛtaḥ iti 
SA_GR14_jivrkadu-65	atra pūrvatra ca tadīya-śabdena tasya bhaktā eva ucyante / tat tv anye -	atra pūrvatra ca tadīya śabdena tasya bhaktāḥ eva ucyante tat tu anye 
SA_GR14_jivrkadu-66	(end page 2)	end page 
SA_GR14_jivrkadu-67	dvau bhūta-sargau loke 'smin	dvau bhūta sargau loke smin 
SA_GR14_jivrkadu-68	daiva āsura eva ca /	daivaḥ āsuraḥ eva ca 
SA_GR14_jivrkadu-69	viṣṇor bhakti-paro daiva	viṣṇoḥ bhakti paraḥ daiva 
SA_GR14_jivrkadu-70	āsuras tad-viparyayaḥ //13//	āsuraḥ tad viparyayaḥ 
SA_GR14_jivrkadu-71	iti viṣṇu-dharmāgni-purāṇādi-niyamāt /	iti viṣṇu dharma agni purāṇa ādi niyamāt 
SA_GR14_jivrkadu-72	tat sṛṣṭyādi-līlā-gatatve 'pi tad-udāsīneṣv audāsīnyasya yogyatvam /	tat sṛṣṭi ādi līlā gata tve pi tad udāsīneṣu audāsīnyasya yogya tvam 
SA_GR14_jivrkadu-73	tad-dveṣṭṛṣu tad-dveṣyasyaiveti ca /	tad dveṣṭṛṣu tat dveṣyasya eva iti ca 
SA_GR14_jivrkadu-74	tathaiva darśitaṃ saptame rājasūyārambhe śrī-yudhiṣṭhirādibhiḥ śiśupālaṃ prati gāli-pradānādinā /	tathā eva darśitam saptame rājasūya ārambhe śrī yudhiṣṭhira ādibhiḥ śiśupālam prati gāli pradāna ādinā 
SA_GR14_jivrkadu-75	ataḥ śrī-bhagavān apy uktaṃ - pravṛttiṃ ca nivṛttiṃ ca (Gītā 16.7)	atas śrī bhagavān api uktam pravṛttim ca nivṛttim ca gītā 
SA_GR14_jivrkadu-76	ity ārabhya -	iti ārabhya 
SA_GR14_jivrkadu-77	tān ahaṃ dviṣataḥ krūrān saṃsāreṣu narādhamān /	tān aham dviṣataḥ krūrān saṃsāreṣu nara adhamān 
SA_GR14_jivrkadu-78	kṣipāmy ajasram aśubhān āsurīṣv eva yoniṣu //13//	kṣipāmi ajasram aśubhān āsurīṣu eva yoniṣu 
SA_GR14_jivrkadu-79	āsurīṃ yonim āpannā mūḍhā janmani janmani /	āsurīm yonim āpannāḥ mūḍhāḥ janmani janmani 
SA_GR14_jivrkadu-80	mām aprāpyaiva kaunteya tato yānty adhamāṃ gatim //14// (Gītā 16.19-20)	mām a prāpya eva kaunteya tatas yānti adhamām gatim  gītā 
SA_GR14_jivrkadu-81	tathā -	tathā 
SA_GR14_jivrkadu-82	avajānanti māṃ mūḍhā mānuṣīṃ tanum āśritam /	avajānanti mām mūḍhāḥ mānuṣīm tanum āśritam 
SA_GR14_jivrkadu-83	paraṃ bhāvam ajānanto mama bhūtamaheśvaram //15//	param bhāvam a jānantaḥ mama bhūta maheśvaram 
SA_GR14_jivrkadu-84	moghāśā moghakarmāṇo moghajñānā vicetasaḥ /	mogha āśāḥ mogha karmāṇaḥ mogha jñānāḥ vicetasaḥ 
SA_GR14_jivrkadu-85	rākṣasīm āsurīṃ caiva prakṛtiṃ mohinīṃ śritāḥ //16// (Gītā 9.11-12)	rākṣasīm āsurīm ca eva prakṛtim mohinīm śritāḥ gītā 
SA_GR14_jivrkadu-86	ity anena svabhaktāḥ stutāḥ /	iti anena sva bhaktāḥ stutāḥ 
SA_GR14_jivrkadu-87	mahātmānas tu māṃ pārtha daivīṃ prakṛtim āśritāḥ /	mahātmānaḥ tu mām pārtha daivīm prakṛtim āśritāḥ 
SA_GR14_jivrkadu-88	bhajanty ananyamanaso jñātvā bhūtādim avyayam //17//	bhajanti an anya manasaḥ jñātvā bhūtādim avyayam 
SA_GR14_jivrkadu-89	(end page 3)	end page 
SA_GR14_jivrkadu-90	satataṃ kīrtayanto māṃ yatantaś ca dṛḍhavratāḥ /	satatam kīrtayantaḥ mām yatantaḥ ca dṛḍha vratāḥ 
SA_GR14_jivrkadu-91	namasyantaś ca māṃ bhaktyā nityayuktā upāsate //18// (Gītā 9.13-14)	namasyantaḥ ca mām bhaktyā nitya yuktāḥ upāsate gītā 
SA_GR14_jivrkadu-92	ataivaikādaśe mad-bhakta-pūjābhyadhikā iti /	mad bhakta pūjā abhyadhikā iti 
SA_GR14_jivrkadu-93	mama pūjato 'py abhi sarvatobhāvenādhikā adhika-mat-prīti-karīty arthaḥ /	mama pi abhi sarvatas bhāvena adhikā adhika mad prīti karī iti arthaḥ 
SA_GR14_jivrkadu-94	tasmān mad-bhakta-pūjāvaśyakā cāntaraṅgā ceti sthite -	tasmāt mad bhakta pūjā āvaśyakā ca antaraṅgā ca iti sthite 
SA_GR14_jivrkadu-95	eteṣām api sarveṣāṃ	eteṣām api sarveṣām 
SA_GR14_jivrkadu-96	prahlādaḥ pravaro mataḥ /	prahlādaḥ pravaraḥ mataḥ 
SA_GR14_jivrkadu-97	[*NOTE: These two lines are LBhāg 2.8,	note these two lines are 
SA_GR14_jivrkadu-98	which finishes yat proktaṃ tasya māhātmyaṃ skānda-bhāgavatādiṣu.]	yat proktam tasya māhātmyam skānda bhāgavata ādiṣu 
SA_GR14_jivrkadu-99	sarveṣu hari-bhakteṣu	sarveṣu hari bhakteṣu 
SA_GR14_jivrkadu-100	prahlādo hi mahattamaḥ //20//	prahlādaḥ hi mahattamaḥ 
SA_GR14_jivrkadu-101	[*NOTE: (SkandaP) LBhāg 2.9]	note skandap l bhāk 
SA_GR14_jivrkadu-102	saptame prahlādasyaiva hi vākyam --	saptame prahlādasya eva hi vākyam 
SA_GR14_jivrkadu-103	kvāhaṃ rajaḥ-prabhava īśa tamo 'dhike 'smin	kva aham rajaḥ prabhave īśa tamaḥ dhike smin 
SA_GR14_jivrkadu-104	jātaḥ suretara-kule kva tavānukampā /	jātaḥ suretara kule kva tava anukampā 
SA_GR14_jivrkadu-105	na brahmaṇo na tu bhavasya na vai ramāyā	na brahmaṇaḥ na tu bhavasya na vai ramāyā 
SA_GR14_jivrkadu-106	yan me 'rpitaḥ śirasi padma-karaḥ prasādaḥ // (BhP 7.9.26)	yat me rpitaḥ śirasi padmakaraḥ prasādaḥ 
SA_GR14_jivrkadu-107	tatraiva śrī-nṛsiṃha-vākyam --	tatra eva śrī nṛsiṃha vākyam 
SA_GR14_jivrkadu-108	bhavanti puruṣā loke	bhavanti puruṣāḥ loke 
SA_GR14_jivrkadu-109	mad-bhaktās tvām anuvratāḥ /	mad bhaktāḥ tvām anuvratāḥ 
SA_GR14_jivrkadu-110	bhavān me khalu bhaktānāṃ	bhavān me khalu bhaktānām 
SA_GR14_jivrkadu-111	sarveṣāṃ pratirūpa-dhṛk //22///	sarveṣām pratirūpa dhṛk 
SA_GR14_jivrkadu-112	sarvataḥ pāṇḍavaḥ śreṣṭhāḥ prahlādādīdṛśād api /	sarvatas pāṇḍavaḥ śreṣṭhāḥ prahlādāt īdṛśāt api 
SA_GR14_jivrkadu-113	śrīmad-bhāgavataṃ samyak pramāṇaṃ sphuṭam īkṣate //23//	śrīmat bhāgavatam samyak pramāṇam sphuṭam īkṣate 
SA_GR14_jivrkadu-114	[*NOTE: LBhāg 2.12, which begins pāṇḍavāḥ sarvataḥ śreṣṭhāḥ.]	pāṇḍava sarvatas śreṣṭha 
SA_GR14_jivrkadu-115	tathā śrī-nārada-vākyam --	tathā śrī nārada vākyam 
SA_GR14_jivrkadu-116	yūyaṃ nṛ-loke bata bhūri-bhāgā	yūyam nṛ loke bata bhūri bhāgā 
SA_GR14_jivrkadu-117	lokaṃ punānā munayo 'bhiyanti /	lokam punānāḥ munayaḥ bhiyanti 
SA_GR14_jivrkadu-118	yeṣāṃ gṛhān āvasatīti sākṣād	yeṣām gṛhān āvasati iti sākṣāt 
SA_GR14_jivrkadu-119	gūḍhaṃ paraṃ brahma manuṣya-liṅgam // (7.10.48)	gūḍham param brahma manuṣya liṅgam 
SA_GR14_jivrkadu-120	[*NOTE: KṛṣṇaS 59* (p22), 82 (p33)]	note kṛṣṇaḥ 
SA_GR14_jivrkadu-121	(end page 4)	end page 
SA_GR14_jivrkadu-122	sa vā ayaṃ brahma mahad-vimṛgya-	sa vai ayam brahma mahat vimṛgya 
SA_GR14_jivrkadu-123	kaivalya-nirvāṇa-sukhānubhūtiḥ /	         
SA_GR14_jivrkadu-124	priyaḥ suhṛd vaḥ khalu mātuleya	priyaḥ suhṛd vaḥ khalu mātuleya 
SA_GR14_jivrkadu-125	ātmārhaṇīyo vidhi-kṛd guruś ca // (7.10.49)	ātmā arhaṇīyaḥ vidhi kṛt guruḥ ca 
SA_GR14_jivrkadu-126	na yasya sākṣād bhava-padmajādibhī	na yasya sākṣāt bhava padmaja ādibhī 
SA_GR14_jivrkadu-127	rūpaṃ dhiyā vastutayopavarṇitam /	rūpam dhiyā vastu tayā upavarṇitam 
SA_GR14_jivrkadu-128	maunena bhaktyopaśamena pūjitaḥ	maunena bhaktyā upaśamena pūjitaḥ 
SA_GR14_jivrkadu-129	prasīdatām eṣa sa sātvatāṃ patiḥ // (7.10.50)	prasīdatām eṣa sa sātvatām patiḥ 
SA_GR14_jivrkadu-130	vyākhyātaṃ ca śrī-svāmi-caraṇaiḥ - prahlādasya bhāgyaṃ yena devo dṛṣṭaḥ /	vyākhyātam ca śrī svāmi caraṇaiḥ prahlādasya bhāgyam yena devaḥ dṛṣṭaḥ 
SA_GR14_jivrkadu-131	vayaṃ tu manda-bhāgyā iti viṣīdantaṃ rājānaṃ praty āha yūyam iti tribhiḥ /	vayam tu mandabhāgyāḥ iti viṣīdantam rājānam prati āha yūyam iti tribhiḥ 
SA_GR14_jivrkadu-132	padya-trayasya tātparyārthas tair eva likhitaḥ /	padya trayasya tātparyārthaḥ taiḥ eva likhitaḥ 
SA_GR14_jivrkadu-133	na tu prahlādasya gṛheṣu paraṃ brahma vasati /	na tu prahlādasya gṛheṣu param brahma vasati 
SA_GR14_jivrkadu-134	na ca tad-darśanārthaṃ munayas tad-gṛhān abhiyanti /	na ca tad darśana artham munayaḥ tad gṛhān abhiyanti 
SA_GR14_jivrkadu-135	na ca tasya mātuleyādi-rūpeṇa vartate /	na ca tasya mātuleya ādi rūpeṇa vartate 
SA_GR14_jivrkadu-136	na ca svayam eva prasannaḥ /	na ca svayam eva prasannaḥ 
SA_GR14_jivrkadu-137	ato yūyam eva tato 'pi samatto 'pi bhūri-bhāgā iti bhāvaḥ // iti /	atas yūyam eva bhūri bhāgāḥ iti bhāvaḥ iti 
SA_GR14_jivrkadu-138	sadātisannikṛṣṭatvān mamatādhikyato hareḥ /	sadā ati sannikṛṣṭa tvāt mamatā ādhikyataḥ hareḥ 
SA_GR14_jivrkadu-139	pāṇḍavebhyo 'pi yadavaḥ kecic chreṣṭhatamā matāḥ //	pāṇḍavebhyaḥ pi yadavaḥ kecid śreṣṭhatamāḥ matāḥ 
SA_GR14_jivrkadu-140	tathā śrī-daśame -	tathā śrī daśame 
SA_GR14_jivrkadu-141	aho bhojayate yūyaṃ janma-bhājo nṝṇām iha /	aho bhojayate yūyam janma bhājaḥ nṝṇām iha 
SA_GR14_jivrkadu-142	yat paśyatā 'sakṛt kṛṣṇaṃ tad-darśanam api yoginām // (10.82.28)	yat paśyatā sakṛt kṛṣṇam tat darśanam api yoginām 
SA_GR14_jivrkadu-143	(end page 5)	end page 
SA_GR14_jivrkadu-144	tad-darśana-sparśanānapatha-prajalpa-	tad darśana sparśana anapatha prajalpa 
SA_GR14_jivrkadu-145	śayyāsanāśana-sayauna-sa-piṇḍa-bandhaḥ /	śayyā āsana aśana sayauna sapiṇḍa bandhaḥ 
SA_GR14_jivrkadu-146	yeṣāṃ gṛhe niraya-vartmani vartatāṃ vaḥ	yeṣām gṛhe niraya vartmani vartatām vaḥ 
SA_GR14_jivrkadu-147	svargāpavarga-viramaḥ svayam āsa viṣṇuḥ // (10.82.30)	svarga apavarga viramaḥ svayam āsa viṣṇuḥ 
SA_GR14_jivrkadu-148	tathā -	tathā 
SA_GR14_jivrkadu-149	śayyāsanāṭanālāpa-	śayyā āsana aṭana ālāpa 
SA_GR14_jivrkadu-150	krīḍā-snānāśanādiṣu /	krīḍā snāna asana ādiṣu 
SA_GR14_jivrkadu-151	na viduḥ santam ātmānaṃ	na viduḥ santam ātmānam 
SA_GR14_jivrkadu-152	vṛṣṇayaḥ kṛṣṇa-cetasaḥ //30// (BhP 10.90.46)	vṛṣṇayaḥ kṛṣṇa cetasaḥ bhp 
SA_GR14_jivrkadu-153	yadubhyo 'pi variṣṭho 'sau	yadubhyaḥ pi variṣṭhaḥ sau 
SA_GR14_jivrkadu-154	bhagavān śrīmad-uddhavaḥ /	          
SA_GR14_jivrkadu-155	[*NOTE: The first two lines follow LBhāg 2.22. sarvebhyo for bhagavān.]	note the first two line follow sarvebhyaḥ for bhagavān 
SA_GR14_jivrkadu-156	yādavendrasya yo mantrī	yādava indrasya yaḥ mantrī 
SA_GR14_jivrkadu-157	śiṣyo bhṛtyaḥ priyo mahān	śiṣyaḥ bhṛtyaḥ priyaḥ mahān 
SA_GR14_jivrkadu-158	ābālyād eva govinde	ā bālyāt eva govinde 
SA_GR14_jivrkadu-159	bhaktir asya sadottamā //31//	bhaktiḥ asya sadā uttamā 
SA_GR14_jivrkadu-160	[*NOTE: The last two lines are Lbhag 2.25.]	note the last two lines are lbhag 
SA_GR14_jivrkadu-161	tathā tṛtīye -	tathā tṛtīye 
SA_GR14_jivrkadu-162	yaḥ pañca-hāyano mātrā	yaḥ pañca hāyanaḥ mātrā 
SA_GR14_jivrkadu-163	prātar-āśāya yācitaḥ /	prātarāśāya yācitaḥ 
SA_GR14_jivrkadu-164	tan naicchad racayan yasya	tat na aicchat racayan yasya 
SA_GR14_jivrkadu-165	saparyāṃ bāla-līlayā //32// (BhP 3.2.2)	saparyām bāla līlayā 
SA_GR14_jivrkadu-166	śrī-daśame ca --	śrī daśame ca 
SA_GR14_jivrkadu-167	vṛṣṇīnāṃ pravaro mantrī kṛṣṇasya dayitaḥ sakhā /	vṛṣṇīnām pravaraḥ mantrī kṛṣṇasya dayitaḥ sakhā 
SA_GR14_jivrkadu-168	śiṣyo bṛhaspateḥ sākṣād uddhavo buddhi-sammataḥ //33//	śiṣyaḥ bṛhaspateḥ sākṣāt uddhavaḥ buddhi sammataḥ 
SA_GR14_jivrkadu-169	tam āha bhagavān preṣṭhaṃ bhaktam ekāntinaṃ kvacit /	tam āha bhagavān preṣṭham bhaktam ekāntinam kvacid 
SA_GR14_jivrkadu-170	gṛhītvā pāṇinā pāṇiṃ prapannārtiharo hariḥ //34// (10.46.1-2)	gṛhītvā pāṇinā pāṇim prapanna ārti haraḥ hariḥ 
SA_GR14_jivrkadu-171	ekādaśe ca (16.24) tvaṃ tu bhāgavateṣv aham iti /	ekādaśe ca tvam tu bhāgavateṣu aham iti 
SA_GR14_jivrkadu-172	na ca saṅkarṣaṇo na śrīr naivātmā ca yathā bhavān iti ca /	na ca saṅkarṣaṇaḥ na śrīḥ na eva ātmā ca yathā bhavān iti ca 
SA_GR14_jivrkadu-173	ataiva tṛtīye svayaṃ tathaivācaritam --	atas eva tṛtīye svayam tathā eva ācaritam 
SA_GR14_jivrkadu-174	(end page 6)	end page 
SA_GR14_jivrkadu-175	noddhavo 'ṇv api man-nyūno	na uddhavaḥ ṇu api man nyūnaḥ 
SA_GR14_jivrkadu-176	yad guṇair nārditaḥ prabhuḥ /	yat guṇaiḥ na arditaḥ prabhuḥ 
SA_GR14_jivrkadu-177	ato mad-vayunaṃ lokaṃ	atas mad vayunam lokam 
SA_GR14_jivrkadu-178	grāhayann iha tiṣṭhatu //35// (BhP 3.4.3)	grāhayan iha tiṣṭhatu bhp 
SA_GR14_jivrkadu-179	yad yasmād guṇaiḥ sattvādibhir nārdito na pīḍitaḥ guṇātītaḥ ity arthaḥ /	yat yasmāt guṇaiḥ sattva ādibhiḥ na arditaḥ na pīḍitaḥ guṇa atītaḥ iti arthaḥ 
SA_GR14_jivrkadu-180	yataḥ prabhuḥ bhakti-rasāsvāde prabhaviṣṇuḥ /	yatas prabhuḥ bhakti rasa āsvāde prabhaviṣṇuḥ 
SA_GR14_jivrkadu-181	vraja-devyo varīyasya īdṛśād uddavād api /	vraja devyaḥ varīyasyaḥ īdṛśāt uddavāt api 
SA_GR14_jivrkadu-182	yad āsāṃ prema-mādhuryaṃ sa eṣo 'py abhiyācate //36// (LBhāg 2.29)	yat āsām prema mādhuryam saḥ eṣaḥ u pi abhiyācate 
SA_GR14_jivrkadu-183	tathā hi daśame --	tathā hi daśame 
SA_GR14_jivrkadu-184	dṛṣṭvaivam ādi gopīnāṃ	dṛṣṭvā evam ādi gopīnām 
SA_GR14_jivrkadu-185	kṛṣṇāveśātma-viklavam /	kṛṣṇa āveśa ātma viklavam 
SA_GR14_jivrkadu-186	uddhavaḥ paramaḥ prītas tā	uddhavaḥ paramaḥ prītaḥ tā 
SA_GR14_jivrkadu-187	namasyann idaṃ jagau //37// (BhP 10.47.57)	namasyan idam jagau 
SA_GR14_jivrkadu-188	namasyann iti vartamāna-śatṛ-prayogo namaskārasyānavacchinnatvaṃ bodhayati /	namasyan iti vartamāna śatṛ prayogaḥ namaskārasya anavacchinna tvam bodhayati 
SA_GR14_jivrkadu-189	idaṃ vakṣyamāṇaṃ tad evāha --	idam vakṣyamāṇam tat eva āha 
SA_GR14_jivrkadu-190	etāḥ paraṃ tanu-bhṛto bhuvi gopa-vadhvo	etāḥ param tanubhṛtaḥ bhuvi gopa vadhvaḥ 
SA_GR14_jivrkadu-191	govinda evam akhilātmani rūḍha-bhāvāḥ /	govinde evam akhila ātmani rūḍha bhāvāḥ 
SA_GR14_jivrkadu-192	vāñchanti yad bhava-bhiyo munayo vayaṃ ca	vāñchanti yat bhava bhiyaḥ munayaḥ vayam ca 
SA_GR14_jivrkadu-193	kiṃ brahma-janmabhir ananta-kathā-rasasya //38// [BhP 10.47.58]	kim brahma janmabhiḥ ananta kathā rasasya  /
SA_GR14_jivrkadu-194	bhāvasya durlabhatvād dhi tāsāṃ tat-siddhaye punaḥ /	bhāvasya durlabha tvāt hi tāsām tad siddhaye punar 
SA_GR14_jivrkadu-195	pāda-reṇūkṣitaṃ yena tṛṇa-janmāpi yācyate //39//	pāda reṇu ukṣitam yena tṛṇa janma api yācyate 
SA_GR14_jivrkadu-196	[*NOTE: The second line is exactly 2.41,	note the second line is 
SA_GR14_jivrkadu-197	the first line of which is	the first line of which is 
SA_GR14_jivrkadu-198	na citraṃ prema-mādhuryam	na citram prema mādhuryam 
SA_GR14_jivrkadu-199	āsāṃ vāñched yad uddhavaḥ /]	āsām vāñchet yat uddhavaḥ 
SA_GR14_jivrkadu-200	tathā hi śrī-daśame -	tathā hi śrī daśame 
SA_GR14_jivrkadu-201	āsām aho caraṇa-reṇu-juṣām ahaṃ syām	āsām aho caraṇa reṇu juṣām aham syām 
SA_GR14_jivrkadu-202	vṛndāvane kim api gulma-latauṣadhīnām /	vṛndāvane kim api gulma latā oṣadhīnām 
SA_GR14_jivrkadu-203	(end page 7)	end page 
SA_GR14_jivrkadu-204	yā dustyajaṃ sva-janam ārya-pathaṃ ca hitvā	yāḥ dustyajam sva janam ārya patham ca hitvā 
SA_GR14_jivrkadu-205	bhejur mukunda-padavīṃ śrutibhir vimṛgyām //40// [BhP 10.47.61]	bhejuḥ mukunda padavīm śrutibhiḥ vimṛgyām 
SA_GR14_jivrkadu-206	tasyā mṛgyatvaṃ śrutibhir evoktaṃ,	tasyāḥ mṛgya tvam śrutibhiḥ eva uktam 
SA_GR14_jivrkadu-207	yathā tatraiva --	yathā tatra eva 
SA_GR14_jivrkadu-208	nibhṛta-marun-manokṣa-dṛḍha-yoga-yujo hṛdi yan	nibhṛta marut manaḥ ukṣa dṛḍha yoga yujaḥ hṛdi yan 
SA_GR14_jivrkadu-209	munaya upāsate tad-arayo 'pi yayuḥ smaraṇāt /	munayaḥ upāsate tat arayaḥ pi yayuḥ smaraṇāt 
